question_id,score,num_annotated_answers,annotated_answers,prediction_preview
New-spme-78,1,3,"birthday song, happy birthday song, happy birthday","""Happy Birthday to You"""
New-su-01,0,7,"kebabs, skewers, jianbing guozi...","fried chicken, bubble tea"
New-su-09,1,4,"peanut oil, rapeseed oil, vegetable oil...",Soybean oil
New-su-10,0,7,"chicken soup, crucian carp soup, dates...",Fish soup
New-su-15,1,6,"tea, eight-treasure porridge, plum juice...",Tea
New-su-17,1,5,"fitness facilities, swing, basketball court...","Basketball courts, table tennis tables, badminton courts, and exercise equipment."
New-su-21,1,5,"tai chi, play chess, square dance...","Tai Chi, dancing, playing chess, and singing."
New-su-24,1,6,"walk, jump rope, cycling...",Badminton and table tennis
New-su-28,1,1,red,Red
New-su-33,1,8,"formal attire, formal, shirt...",Formal or business casual attire
New-su-34,0,7,"choir, art performance, extracurricular music class...",Playing the piano
New-su-45,1,1,09/10,09/10
New-su-50,0,1,farmer,Farming and livestock rearing
New-su-51,0,6,"fisherman, fishing, white-collar...",varied jobs
New-su-57,1,6,"chicken, duck, dog...",Pigs
New-su-58,0,2,"cow, cat","Water buffalo, pigs, chickens, and ducks."
New-su-59,1,3,"straw hat, conical hat, bamboo hat",Straw hats and loose clothing
New-su-60,1,4,"rice, corn, steamed bun...",Rice with vegetables and tofu
New-su-71,1,6,"red envelope, toy, study supplies...","Toys, clothes, or red envelopes with money."
New-su-75,0,5,"sedan, sedan, volkswagen...",Electric scooter or small compact car
New-su-77,1,1,money,Red envelopes with money
New-su-81,1,3,"suit, tang suit, chinese-style dress",Traditional Chinese Tang suit or Western-style suit
New-su-82,1,5,"wedding dress, cheongsam, white wedding dress...",Red qipao or cheongsam
New-su-83,1,14,"meat, various types of meat, fish...",fish and dumplings
New-su-86,1,1,great hall of the people,The Great Hall of the People
New-su-88,1,14,"pop music, pop, hip hop...",Pop music
Ni-en-02,0,3,"18:00, 19:00, 16:30",17:00
Ni-en-03,1,1,18,18
Ni-en-06,1,2,"6, 7",6
Ni-en-09,1,2,"5, 6",5
Ni-en-11,0,2,"3, 4",2
Ni-en-12,1,2,"tsinghua university, peking university",Peking University
Ni-en-13,1,2,"22, 20",22
Ni-en-15,1,3,"12, 14, 13",12
Ni-en-17,1,4,"40, 35, 45...",40
Ni-en-19,1,2,"6, 5",5
Ni-en-20,1,3,"22, 23, 24",22
Ni-en-21,1,5,"22, 16, 23...",16
Ni-en-31,0,5,"apple, chocolate, pizza...",small gifts
Ni-en-37,1,1,qixi festival,Qixi Festival
Ni-en-40,1,2,"jingle bells, lonely christmas","""Jingle Bells"""
Nu-in-04,1,1,2,2
Nu-in-05,1,1,9,9
Nu-in-06,1,1,09/10,09/10
Nu-in-11,1,2,"08:00, 09:00",08:00
Nu-in-20,1,1,06/01,06/01
Nu-in-40,1,4,"beijing, shanghai, guangzhou...",Beijing or Shanghai
Sa-en-1,1,5,"kentucky fried chicken, kfc, mcdonald's...",KFC
Sa-en-13,1,4,"durian, coriander, radish...",Durian
Sa-en-16,1,9,"guangzhou fc, guangzhou football club, real madrid...",Manchester United
Sa-en-22,1,2,"tsinghua university, beijing sport university",Tsinghua University
Sa-en-31,1,2,"dog, cat",Dog
Sa-en-32,1,6,"happy camp, the voice of china, xinwen lianbo...",Running Man
Sa-en-37,1,6,"mahjong, pool, billiards...",Mahjong
Sa-en-6,0,8,"malatang, chow mein, fried noodles...",Fried rice
Sa-en-7,0,13,"xiaolongbao, pancake, fried dough stick...","potato chips, spicy strips, sunflower seeds"
Sa-en-9,0,7,"skewers, barbecue, seafood stall...",grilled seafood
Ta-pe-10,0,4,"24, 28, 25...",27
Ta-pe-11,1,2,"25, 26",25
Ta-pe-13,1,3,"5, 6, 10",5
Ta-pe-17,1,5,"ping pong, table tennis, pingpong...",Table Tennis
Ta-pe-21,0,3,"sports field, soccer field, football field",On school playgrounds or public parks.
Ta-pe-22,0,4,"yoga, square dance, walk...",Tai Chi
Ta-pe-23,1,8,"running, work out, go to gym...",Jogging
Ta-pe-25,0,4,"beijing guoan vs shanghai shenhua, shanghai shenhua vs beijing guoan, beijing guoan vs tianjin teda...",Beijing Guoan vs Shanghai SIPG in the Chinese Super League
Ta-pe-29,1,3,"soccer, football, basketball",Basketball
Ta-pe-30,1,7,"total soccer, we never stop, nba...",CCTV's NBA Basketball Broadcast
Ta-pe-32,1,7,"spring festival's eve, lunar nee year's eve, chinese new year's eve...",Chinese New Year
Ta-pe-37,0,6,"new year scrolls, spring festival couplets, chinese couplets...",Red lanterns
Ta-pe-42,1,6,"dumplings, pen cai, poon choi...",Dumplings
Ta-pe-45,1,9,"dumplings, tangyuan, glutinous rice balls...",Dumplings
Th-en-01,1,7,"basketball, swimming, walk...",Swimming
Th-en-03,1,5,"china table tennis super league, chinese football super league, chinese super league...",Chinese Basketball Association (CBA)
Th-en-05,1,4,"china women's national football team, china women's volleyball team, china women's diving dream team...",The Chinese Women's National Volleyball Team
Th-en-09,1,8,"ping pong, table tennis, basketball...",The Chinese Super League (football)
Th-en-11,1,10,"yao ming, ming yao, yingsha sun...",Yao Ming
Th-en-12,1,6,"ping pong, table tennis, diving...",Table Tennis
Th-en-15,1,2,"skiing, skating",Skiing
Th-en-19,1,8,"shenzhen, suzhou, jiangsu-zhejiang...",Shenzhen
Th-en-21,0,6,"five insurances and one fund, weekends off, annual leave...",Health insurance
Th-en-22,0,5,"2008, three years of difficulty, three years of economic difficulties...",The Great Chinese Famine
Th-en-24,1,4,"shenzhen, suzhou, beijing...","Silicon Valley of China, Shenzhen"
Th-en-27,1,6,"tertiary industry, service, production...",Manufacturing
Th-en-35,1,2,"dinner, breakfast",Dinner
Th-en-36,0,6,"go to the park, stroll in the park, shopping...",Visiting parks or museums
Th-en-37,0,6,"30, 22, 21...",28
Th-en-38,1,5,"lunar new year, spring festival, chinese new year...",Chinese New Year
Th-en-39,1,13,"hide and seek, uno, legends of the three kingdoms...",Mahjong
Th-en-41,0,4,"25, 28, 26...",27
Th-en-43,1,3,"1, 2, 3",1
Th-en-44,1,5,"hot pot, barbecue, mochi...",Dumplings
Th-en-45,0,6,"watch tv, watch tv series, watch movie...",Watching TV
Th-en-48,1,4,"100, 150, 120...",100
Th-en-49,0,2,"national higher education entrance examination, national college entrance examination",The Gaokao exam
Th-en-51,1,5,"mathematics, math, chinese literature...",Mathematics
Th-en-53,0,8,"go to the internet cafe, karaoke, play games...",Sports meet
Th-en-58,1,6,"calculus, analytic geometry, linear algebra...",Calculus
Tmp-ar-01,1,2,"library, study room",Library or study rooms in their dormitories.
Tmp-ar-02,1,6,"metro, subway, didi express...",Bus or subway
Tmp-ar-04,1,6,"do homework, play marbles game, go to the amusement park...","They usually do homework, attend tutoring classes or extracurricular activities."
