question_id,score,num_annotated_answers,annotated_answers,prediction_preview
New-pe-66,0,6,"painting, drawing, olympiad math...",Chinese Calligraphy
New-pe-74,0,5,"6000, 5000, 6000-12000 yuan...","The average annual tuition fee for public universities in China is generally between 3,000 to 10,000..."
New-pe-76,1,3,"square dance, tai chi, play badminton",Tai Chi
New-pe-78,0,5,"beijing international film festival, golden rooster awards, hundred flowers award...",Shanghai International Film Festival
New-pe-83,0,6,"dou dizhu, playing cards, poker...",Mahjong
New-pe-85,1,12,"america, us, united states...",Thailand
New-pe-86,1,6,"leifeng pagoda, oriental pearl, pearl of the orient...","The Great Wall of China is not a tower, but it is one of the most famous structures in China. If you..."
New-spme-01,1,4,"cicada pupa, grasshopper, silkworm pupa...",Silkworms
New-spme-04,0,8,"vegetable, vegetables, fruits...",Soybeans.
New-spme-05,0,12,"cake ball, egg yolk pastry, egg roll...",White Rabbit Creamy Candy
New-spme-15,0,7,"gatorade, eastroc super drink, scream...",Pocari Sweat
New-spme-27,1,4,"high school, junior high school, middle school...",Secondary education (middle school and high school)
New-spme-37,1,7,"computer science, finance, business management...",Business and Management
New-spme-60,1,1,sunday,Sunday
New-spme-65,1,5,"travel, tourism, go out for a trip...",China does not celebrate Independence Day as it is commonly recognized in countries like the United ...
New-spme-68,1,7,"bubble tea, milk tea, juice...",Milk
New-spme-76,0,3,"tiananmen, tiananmen square, beijing",China does not celebrate Independence Day; it has a National Day on October 1st.
New-spme-78,0,3,"birthday song, happy birthday song, happy birthday",祝你生日快乐 (Zhù nǐ shēngrì kuàilè)
New-su-01,0,7,"kebabs, skewers, jianbing guozi...",Baozi (steamed buns)
New-su-09,1,4,"peanut oil, rapeseed oil, vegetable oil...",Soybean oil
New-su-10,0,7,"chicken soup, crucian carp soup, dates...",Ginger.
New-su-15,1,6,"tea, eight-treasure porridge, plum juice...",Tea
New-su-17,1,5,"fitness facilities, swing, basketball court...","Outdoor fitness equipment, basketball courts, running tracks, and table tennis tables."
New-su-21,1,5,"tai chi, play chess, square dance...",Tai chi
New-su-24,1,6,"walk, jump rope, cycling...",Table tennis (ping pong)
New-su-28,1,1,red,Red
New-su-33,0,8,"formal attire, formal, shirt...",Business casual attire.
New-su-34,0,7,"choir, art performance, extracurricular music class...",Playing musical instruments (particularly piano and violin)
New-su-45,1,1,09/10,09/10
New-su-50,0,1,farmer,Farming and herding.
New-su-51,1,6,"fisherman, fishing, white-collar...",Fishing
New-su-57,1,6,"chicken, duck, dog...",Pigs (swine).
New-su-58,0,2,"cow, cat","Water buffalo, pigs, chickens, ducks, and sheep."
New-su-59,1,3,"straw hat, conical hat, bamboo hat",Straw hats
New-su-60,1,4,"rice, corn, steamed bun...",Rice with vegetables and/or meat.
New-su-71,1,6,"red envelope, toy, study supplies...","Toys, clothes, books, or red envelopes with money."
New-su-75,0,5,"sedan, sedan, volkswagen...",Car.
New-su-77,1,1,money,"Yasuiqian (压岁钱) or ""lucky money"" in red envelopes."
New-su-81,1,3,"suit, tang suit, chinese-style dress",Traditional Chinese grooms often wear a silk robe known as a changshan or a Mao suit for their weddi...
New-su-82,1,5,"wedding dress, cheongsam, white wedding dress...",Qipao or Cheongsam.
New-su-83,1,14,"meat, various types of meat, fish...","Banquet-style meals with multiple courses, often including dishes like Peking duck, whole fish, and ..."
New-su-86,1,1,great hall of the people,The Great Hall of the People
New-su-88,1,14,"pop music, pop, hip hop...",Pop music (C-pop).
Ni-en-02,0,3,"18:00, 19:00, 16:30",15:00
Ni-en-03,1,1,18,18
Ni-en-06,1,2,"6, 7",6
Ni-en-09,1,2,"5, 6",5
Ni-en-11,0,2,"3, 4",2
Ni-en-12,1,2,"tsinghua university, peking university",Tsinghua University
Ni-en-13,1,2,"22, 20",22
Ni-en-15,1,3,"12, 14, 13",12
Ni-en-17,1,4,"40, 35, 45...",40
Ni-en-19,1,2,"6, 5",5
Ni-en-20,0,3,"22, 23, 24",16
Ni-en-21,1,5,"22, 16, 23...",16
Ni-en-31,0,5,"apple, chocolate, pizza...","In China, Christmas is not a traditional holiday, and there is no specific traditional food associat..."
Ni-en-37,1,1,qixi festival,Qixi Festival
Ni-en-40,0,2,"jingle bells, lonely christmas","""Silent Night"" (平安夜 - Píng'ān Yè)"
Nu-in-04,1,1,2,2
Nu-in-05,1,1,9,9
Nu-in-06,1,1,09/10,09/10
Nu-in-11,1,2,"08:00, 09:00",08:00
Nu-in-20,1,1,06/01,06/01
Nu-in-40,1,4,"beijing, shanghai, guangzhou...",Shanghai
Sa-en-1,1,5,"kentucky fried chicken, kfc, mcdonald's...",KFC (Kentucky Fried Chicken)
Sa-en-13,1,4,"durian, coriander, radish...",Durian
Sa-en-16,0,9,"guangzhou fc, guangzhou football club, real madrid...",Guangzhou Evergrande Taobao F.C.
Sa-en-22,0,2,"tsinghua university, beijing sport university",Peking University
Sa-en-31,1,2,"dog, cat",Dogs
Sa-en-32,0,6,"happy camp, the voice of china, xinwen lianbo...","The most popular family TV show in China can vary over time, but as of my last update, one of the po..."
Sa-en-37,0,6,"mahjong, pool, billiards...",Xiangqi (Chinese Chess)
Sa-en-6,1,8,"malatang, chow mein, fried noodles...","Chinese cuisine is diverse, and preferences can vary by region, but one of the most popular takeaway..."
Sa-en-7,1,13,"xiaolongbao, pancake, fried dough stick...","Baozi, jianbing, and Peking duck pancakes."
Sa-en-9,0,7,"skewers, barbecue, seafood stall...",Sandwiches
Ta-pe-10,0,4,"24, 28, 25...",26
Ta-pe-11,1,2,"25, 26",26
Ta-pe-13,0,3,"5, 6, 10",4.9
Ta-pe-17,1,5,"ping pong, table tennis, pingpong...",Table Tennis
Ta-pe-21,1,3,"sports field, soccer field, football field",Football fields or public parks.
Ta-pe-22,0,4,"yoga, square dance, walk...",Square dancing (广场舞)
Ta-pe-23,1,8,"running, work out, go to gym...",Jogging.
Ta-pe-25,1,4,"beijing guoan vs shanghai shenhua, shanghai shenhua vs beijing guoan, beijing guoan vs tianjin teda...",Beijing Guoan vs Shanghai Shenhua
Ta-pe-29,1,3,"soccer, football, basketball",Basketball
Ta-pe-30,1,7,"total soccer, we never stop, nba...",CCTV-5's sports programming
Ta-pe-32,1,7,"spring festival's eve, lunar nee year's eve, chinese new year's eve...",Chinese New Year
Ta-pe-37,0,6,"new year scrolls, spring festival couplets, chinese couplets...",Red lanterns
Ta-pe-42,1,6,"dumplings, pen cai, poon choi...",Dumplings
Ta-pe-45,1,9,"dumplings, tangyuan, glutinous rice balls...",Tangyuan (sweet rice balls)
Th-en-01,1,7,"basketball, swimming, walk...",Table Tennis
Th-en-03,1,5,"china table tennis super league, chinese football super league, chinese super league...",Chinese Basketball Association (CBA)
Th-en-05,1,4,"china women's national football team, china women's volleyball team, china women's diving dream team...",China women's national volleyball team
Th-en-09,0,8,"ping pong, table tennis, basketball...",The League of Legends Pro League (LPL) is one of the most popular tournaments in China.
Th-en-11,1,10,"yao ming, ming yao, yingsha sun...",Yao Ming
Th-en-12,1,6,"ping pong, table tennis, diving...",Table Tennis
Th-en-15,1,2,"skiing, skating",Skiing
Th-en-19,1,8,"shenzhen, suzhou, jiangsu-zhejiang...",Shenzhen
Th-en-21,1,6,"five insurances and one fund, weekends off, annual leave...",Housing allowance or housing benefits.
Th-en-22,0,5,"2008, three years of difficulty, three years of economic difficulties...",The Great Chinese Famine (1959-1961) during the Great Leap Forward.
Th-en-24,1,4,"shenzhen, suzhou, beijing...",Shenzhen
Th-en-27,1,6,"tertiary industry, service, production...",Manufacturing.
Th-en-35,1,2,"dinner, breakfast",Dinner
Th-en-36,0,6,"go to the park, stroll in the park, shopping...",Visiting parks or playgrounds.
Th-en-37,1,6,"30, 22, 21...",18
Th-en-38,1,5,"lunar new year, spring festival, chinese new year...",Chinese New Year (Spring Festival)
Th-en-39,1,13,"hide and seek, uno, legends of the three kingdoms...",Mahjong
Th-en-41,0,4,"25, 28, 26...",27
Th-en-43,1,3,"1, 2, 3",1
Th-en-44,1,5,"hot pot, barbecue, mochi...",Dumplings (Jiaozi)
Th-en-45,0,6,"watch tv, watch tv series, watch movie...",Watching television.
Th-en-48,0,4,"100, 150, 120...","A (or 优秀, which means ""Excellent"" in Chinese grading system)"
Th-en-49,0,2,"national higher education entrance examination, national college entrance examination",Gaokao
Th-en-51,1,5,"mathematics, math, chinese literature...",Mathematics
Th-en-53,0,8,"go to the internet cafe, karaoke, play games...",The Spring Festival Gala (also known as the Chinese New Year Gala)
Th-en-58,1,6,"calculus, analytic geometry, linear algebra...",Pre-calculus (高等数学准备/高中数学).
Tmp-ar-01,1,2,"library, study room",University library or study rooms.
Tmp-ar-02,0,6,"metro, subway, didi express...",Bus
Tmp-ar-04,0,6,"do homework, play marbles game, go to the amusement park...",Homework or attend extracurricular classes.
