id,en_question,score,true_answer,pred_answer,cos score
Na-ko-22,Which country is considered the biggest rival in soccer matches for China?,5,"['japan', 'spain', 'argentina', 'brazil', 'south korea']",Japan,0.610712945
Na-ko-23,What type of sports academies do children attend the most in China?,2,"['sports academies in various regions', 'various types of sports schools', 'beijing sport university', 'sports university']",Table tennis and badminton academies.,0.590136051
Na-ko-24,What is the most commonly eaten food in sports stadiums while watching games in China?,1,"['energy bar', 'roasted sausage', 'popcorn']",Sunflower seeds,0.406874627
Na-ko-25,What are the typical sports played in China's school sports day?,2,"['sprint', 'high jump', 'running', 'tug of war', 'relay race', 'long-distance running', '800 meters running', 'long jump']","Track and field, basketball, and table tennis.",0.335377991
Na-ko-26,What are the popular sports among the middle-aged population in China?,2,"['square dancing', 'mahjong', 'square dance', 'hiking']",Tai Chi and Badminton,0.304454327
Na-ko-28,Who is the most popular winter sports player in China?,5,"['eileen gu', 'wang meng']",Wang Meng,0.75765872
Na-ko-29,Who is the most famous swimmer in China?,5,"['sun yang', 'zhang lin']",Sun Yang,0.730136693
Na-ko-30,What is the most popular e-sports game in China?,5,"['honor of kings', 'defense of the ancients', 'league of legends', 'dota']",League of Legends,0.622048676
Na-ko-33,What symbolic food do people from China eat on (Lunar) New Year?,5,"['sweet rice balls', 'tangyuan', 'glutinous rice balls', 'dumplings', 'chicken', 'fish']",Dumplings,0.686978996
Na-ko-37,What is the most popular domestic vacation spot for people from China?,4,"['palace museum', 'hainan island', 'hainan', 'shanghai', 'west lake', 'great wall', 'beijing', 'the bund, shanghai', 'dali', 'dali ancient town', 'terracotta warriors', 'hangzhou west lake', 'forbidden city']",Sanya,0.411221385
Na-ko-38,What is the most common wedding gift between bride and groom in China?,1,"['ring', 'wedding ring', 'bride price', 'gold jewelry']",Red envelope with money,0.265438646
Na-ko-39,What is typically given as a congratulatory gesture when attending a friend's wedding in China?,5,"['red envelope', 'cash red envelope', 'cash gift']",Red envelope with money,0.805061877
Na-ko-40,"How long (in days) does a funeral typically last in China? (Provide Arabic numerals (e.g., 12) only.)",5,"['3', '5', '7']",3,0.64077878
Na-ko-41,What should you prepare as a condolence offering when attending a funeral in China?,5,"['cash', 'traditional money gift at a funeral', 'food', 'no need to bring a gift', 'flower wreath']",White envelope with money,0.45122838
Na-ko-42,What type of food is commonly provided at funeral parlors in China?,2,['ordinary meal'],tea and snacks,0.408363402
Na-ko-43,What do people do in China in the morning of the (Lunar) New Year?,4,"[""pay a new year's visit"", 'set off firecrackers', 'grave sweeping', 'slaughter poultry', 'burn incense', ""pay one's respect at someone's gravesite"", 'send red envelope']",They set off fireworks and firecrackers to scare away evil spirits.,0.593670785
Na-ko-44,When is the day with China's most severe nationwide traffic congestion?,5,"['the first day of spring festival', 'national day', 'lunar new year', 'chinese new year', 'spring festival', 'the first day of national day']",The first day of Chinese New Year holiday.,0.6172629
Na-ko-45,What is the most popular honeymoon destination in China?,5,"['hainan', 'yunnan', 'maldives', 'thailand', 'sanya', 'xiamen']","Sanya, Hainan Island",0.678029358
Ne-ar-05,What is the most important national holiday in China?,5,"['national day', 'lunar new year', 'mid-autumn festival', 'chinese new year', 'spring festival']",Chinese New Year,0.721024394
Ne-ar-06,What do people from China eat in Ramadan?,1,"['mutton', 'chicken', 'suhor', 'noodles', 'lamb', 'beef']",Most Chinese people do not observe Ramadan as the majority of the population is not Muslim.,0.15247345
Ne-ar-09,What do people from China eat in Eid ul Fitr?,2,"['dapanji', 'saute spicy chicken', 'vegetarian']","Most Chinese people do not celebrate Eid ul Fitr as it is a Muslim holiday. However, Chinese Muslims might eat traditional foods such as beef, mutton, and sweet rice pudding.",0.130535111
Ne-ar-10,What do people from China eat in Eid ul Adha?,3,"['fried dough twist', 'barbecue', 'rice', 'pilaf', 'grilled meat']","Most Chinese people do not celebrate Eid ul Adha as it is a Muslim holiday. However, Chinese Muslims might eat dishes like roasted lamb or beef, and special sweets.",0.197970897
Ne-ar-11,Where do people from China go to celebrate New Year's Day?,3,"[""grandparents' house"", 'hometown', ""parents' home"", 'restaurant', 'home']",Visit family,0.417932898
Ne-ar-14,Where do a family gather for Eid festivities in China?,5,"['mosque', 'home', 'restaurant']",At home or a relative's house,0.501053691
Ne-ar-16,"When is the weekend in China (e.g. Monday, Tuesday)?",5,"['saturday', 'sunday']","Saturday, Sunday",0.689311445
Ne-ar-17,"At what time do most people start work in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",5,"['10:00', '09:00', '08:00']",9:00,0.775787175
Ne-ar-18,"At what time do most people finish work in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",5,"['17:30', '20:00', '18:00', '18:30']",18:00,0.783519924
Ne-ar-20,What is considered to be a secure job in China?,4,"['doctor', 'civil servant', 'lawyer', 'state-owned enterprise job', 'teacher']",Government employee,0.651729524
Ne-ar-24,Which city is the primary commercial hub in China?,5,"['beijing', 'guangzhou', 'shanghai']",Shanghai,0.683403432
Ne-ar-25,What is the industry that pays the best in China?,3,"['it', 'finance', 'medical', 'lawyer', 'internet', 'banker']",Technology industry,0.289696038
Ne-ar-26,What is the most famous public corporation in China?,5,"['alibaba', 'moutai']",Alibaba Group,0.617901206
Ne-ar-31,What is the most famous dish in China?,5,"['goubuli bun', 'peking roast duck', 'hot pot', 'goubuli baozi', 'kung pao chicken', 'mapo tofu', 'peking duck', 'tomato scrambled eggs']",Peking Duck,0.750291884
Ne-ar-32,What do people usually have for breakfast in China?,3,"['milk cereal', 'egg-filled pancake', 'ried dough sticks', 'noodles', 'porridge', 'soy milk', 'cooked wheaten food', 'pasta']",Congee with pickled vegetables or dim sum.,0.356688678
Ne-ar-33,"When do people usually have lunch in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",5,"['11:40', '12:30', '13:00', '12:00']",12:00,0.78490752
Ne-ar-34,What is typically indispensable in meals in China?,5,"['noodles', 'salt', 'staple food', 'rice']",Rice,0.719280958
Ne-ar-36,What is a typical festive meal in China?,5,"['dumplings', 'may there be surpluses every year (fish)', 'hot pot', 'chicken', 'manchu han imperial feast', 'fish']",dumplings,0.732102454
Ne-ar-37,Which fruit do people usually offer tourists/visitors from abroad in China?,1,"['apple', 'grape', 'orange', 'watermelon']",Tea,0.331194103
Ne-ar-38,Which food do people usually offer as charity in China?,3,"['instant noodles', 'meat']",Rice and noodles,0.531287551
Ne-ar-39,What is the cheapest fast food in China?,3,"['rice bowl', 'steamed bun', 'shaxian delicacies', 'noodles', 'rice with toppings']",Street food like Baozi or Jianbing,0.397800118
Ne-ar-43,What do people usually have with tea in China?,5,"['fruit', 'melon seeds', 'seeds', 'dim sum', 'candied fruit', 'sunflower seeds', 'cookies', 'preserved fruit', 'snacks', 'biscuit', 'fruits']",Dim sum,0.74294132
Ne-ar-44,What do people have with coffee in China?,2,"['milk', 'bread', 'coffee mate', 'cake']",cookies,0.407550156
New-am-02,What is the most popular traditional food in China?,5,"['sweet rice balls', 'tangyuan', 'glutinous rice balls', 'dumplings', 'rougamo', 'roujiamo']",Dumplings,0.686978996
New-am-04,What is the most popular dipping sauce in China?,5,"['lao gan ma', 'soy sauce', 'sesame oil', 'vinegar', 'bean paste sauce', 'sesame sauce']",Soy sauce,0.745269239
New-am-15,What food is usually prepared when mothers give birth in China?,4,"['pork knuckle', 'crucian carp soup', 'milk powder', 'fish soup', 'chicken soup', 'noodles', 'pork shank', 'porridge']",Chicken soup with Chinese herbs,0.654832244
New-am-27,Who is the most popular female sportperson in China?,5,"['li na', 'guo jingjing', 'deng yaping', 'sun yingsha', 'zhu ting', 'eileen gu', 'chen yufei', 'fu yuanhui']",Li Na,0.58867979
New-am-34,Where do most elementary school students prepare for their exams in China?,5,"['library', 'school', 'training class', 'tutoring class', 'home', 'cram school']",At home or in tutoring centers.,0.58519423
New-am-41,"In China, at which grade level do students take their first national-level examination?",1,"['12th grade', 'last year of high school', 'final year of high school', '12']",Grade 9,0.39983964
New-am-53,Which region in China is widely known for its coffee/tea industry?,5,"['yunnan', 'anhui', 'hangzhou', ""fujian's tea"", 'zhejiang', 'henan']",Yunnan Province,0.534090579
New-am-54,Which region in China is widely known for its livestock industry?,5,"['xinjiang', 'tibet', 'inner mongolia', 'henan']",Inner Mongolia,0.671030104
New-am-59,What is the main occupation of people living in deserts in China?,5,"['raise camels', 'environmental protection', 'farmer', 'herdsman', 'farming', 'tourism']",Herding and farming,0.593500316
New-am-60,Which animal is typically used for transportation in China?,5,['horse'],horse,0.669554293
New-am-72,What is the most popular comic book for children to read in China?,1,"['a shuai', 'shuke and beta', 'one hundred thousand whys']","""Doraemon""",0.224512219
New-am-74,What is the most popular talk show in China?,5,"['roast!', 'day day up', 'the jinxing show', 'rock & roast']","""The Jin Xing Show""",0.556206226
New-am-77,What is the most famous religious holiday in China?,1,"['chinese new year', 'spring festival', 'lunar new year']",Buddha's Birthday,0.374779761
New-am-81,"What is the busiest month for weddings in China? (Provide Arabic numerals (e.g., 1) only.)",5,['10'],10,0.657500565
New-am-83,What is the most popular traditional musical instrument in China?,5,"['erhu', 'guzheng', 'drum', 'suona', 'guqin', 'pipa', 'flute']",Pipa,0.72662431
New-as-01,What is the main agricultural product produced in China?,5,"['tea leaves', 'grain', 'wheat', 'rice', 'soybean']",Rice,0.719280958
New-as-02,What is the most popular wheat-based food item in China?,5,"['steamed bun', 'steamed stuffed bun', 'dumplings', 'noodles', 'baozi', 'bread']",Noodles,0.710064173
New-as-05,What is the most typical drink offered to guests when they visit households in China?,5,"['coke', 'coffee', 'tea', 'white liquor', 'orange juice', 'chinese spirits', 'cola', 'coconut milk', 'soft drink', 'bai']",Tea,0.699600637
New-as-07,What is the most popular dish cooked with fish in China?,2,"['steamed seabass', 'sour cabbage fish', 'braised fish', 'sichuan boiled fish', 'steamed bass']",Sweet and Sour Fish,0.640641391
New-as-14,What food do people from China like to eat during rainy weather?,5,"['hot pot', 'noodle soup', 'soup noodles and other warm foods']",Hot soup or hot pot,0.699228168
New-as-15,What drink is commonly consumed in China when the weather is hot?,4,"['milk tea', 'iced mung bean soup', 'bubble tea', 'herbal tea', 'mineral water', 'iced tea', 'chilled mung bean soup']",Iced green tea,0.681276143
New-as-20,What is the most popular indoor sport in China?,5,"['table tennis', 'e-sports', 'ping pong', 'badminton']",Table Tennis,0.6769045
New-as-29,What sport do men in China like to watch?,5,"['basketball', 'table tennis', 'football', 'soccer', 'ping pong', 'badminton']",Football and Basketball,0.508509696
New-as-30,What sport do women in China like to watch?,5,"['table tennis', 'basketball', 'ping pong', 'swimming']",Basketball,0.622309983
New-as-58,What is the most popular beverage that people from China like to drink in their workplace?,4,"['milk tea', 'coke', 'coffee', 'bubble tea', 'tea', 'cola']",Green tea,0.60013634
New-as-64,On which holiday do all family members tend to reunite in China?,5,"['tomb-sweeping day', 'mid-autumn festival', 'lunar new year', 'chinese new year', 'mid-autumn', 'qingming', 'spring festival']",Chinese New Year,0.721024454
New-as-76,What traditional games do families play during traditional holidays in China?,5,"['mahjong', 'play mahjong', 'jump rope', 'chinese chess', 'shuttlecock kicking', 'dou dizhu']",Mahjong or Chinese Chess,0.625362277
New-as-80,What type of clothing do people from China wear during traditional festivals?,5,"['new clothes', 'cheongsam', 'brightly colored clothes', 'qipao', 'daily wear', 'hanfu', 'han-style clothing', 'as usual']",Traditional Hanfu or Qipao,0.616186619
New-as-89,What traditional festival accessories do people from China wear?,2,"['jade pendant', 'jade', 'jewelry made of jade', 'chinese knot', 'gold jewelry', 'ethnic minority costumes']",traditional clothes,0.56921953
New-az-05,What is the most famous region for alcohol production in China?,5,"['sichuan', 'guizhou', 'maotai town, guizhou', 'shanxi']",Sichuan,0.59083575
New-az-11,What fruit do people from China often eat in the summer season?,5,"['hami melon', 'watermelon', 'peach', 'longan', 'apple', 'mangosteen']",Watermelon,0.747308135
New-az-12,Which region in China is known for its seafood?,3,"['guangzhou', 'coastal city', 'zhejiang', 'qinghai', 'fujian', 'shandong coastal area']",Guangdong Province,0.557813048
New-az-21,Which region in China is the most popular skiing destination?,2,"['northeast', 'harbin', 'jilin songhua lake', 'jilin changbai mountain', 'xinjiang keketuohai']",Yabuli,0.320657045
New-az-26,Who is the most popular martial arts player in China?,5,"['liu qinghua', 'chang zhizhao', 'wu jing', 'jet li']",Jet Li,0.73399049
New-az-27,Which sport has been one of the fastest-growing in China over the last decade?,5,"['athletics', 'basketball', 'table tennis', 'football', 'winter sports', 'soccer', 'ping pong', 'skiing']",Basketball,0.622309983
New-az-39,Which country is the most popular destination for students from China studying abroad?,5,"['uk', 'australia', 'usa', 'united states', 'us', 'america', 'united kingdom']",United States,0.589192033
New-az-49,"How many people work in a typical family in China? (Provide Arabic numerals (e.g., 1) only.)",5,"['3', '2']",2,0.563979983
New-az-60,"In China, who takes care of kids when both parents are working?",5,"['grandmother', 'maternal grandmother', 'elderly', 'maternal grandparents', 'grandparents', 'nursery', 'elder', 'grandfather', 'kindergarten', 'paternal grandparents', 'nanny']",Grandparents,0.748104274
New-az-69,What is the preferred alcoholic beverage for men from China?,4,"['beer', 'white liquor', 'chinese spirits', 'erguotou', 'bai']",Baijiu,0.515983164
New-az-70,What is the preferred alcoholic beverage for women from China?,5,"['red wine', 'cocktail', 'milk beer', 'rio', 'white liquor', 'chinese spirits', 'bai']",Red wine,0.7393471
New-az-73,"How many people on average typically attend a wedding in China? (Provide Arabic numerals (e.g., 1) only.)",5,"['30', '200', '500', '100', '150']",200,0.705485165
New-ch-01,What kind of meat do people usually eat when they have barbecue in China?,4,"['pork belly', 'chicken', 'lamb', 'pork', 'beef']",Lamb skewers,0.654512584
New-ch-02,"When do people usually have breakfast in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",5,"['07:00', '07:30', '08:00']",7:00,0.768583536
New-ch-04,What kinds of food do people usually eat for late-night snacks in China?,4,"['instant noodles', 'fried rice noodles', 'barbecue', 'crawfish', 'skewers', 'kebabs']","Instant noodles, dumplings, and street barbecue.",0.508389294
New-ch-05,What is the most famous spicy dish in China?,5,"['hot pot', 'spicy chicken', 'mapo tofu', 'spicy hot pot', 'stir-fried pork with chili peppers']",Mapo Tofu,0.826547503
New-ch-07,What food items do people typically pair with hard liquor in China?,4,"['beef', 'steamed bun', 'peanut', 'braised meat', 'pork', 'braised food', 'peanuts']",Peanuts and pickled vegetables,0.589336932
New-ch-08,What seasoning is indispensable in cooking in China?,5,"['salt', 'msg', 'sugar', 'soy sauce', 'monosodium glutamate']",Soy sauce,0.745269179
New-ch-09,What food do people typically consume when the weather is cold in China?,5,"['sweet rice balls', 'tangyuan', 'dumplings', 'glutinous rice balls', 'hot pot', 'mutton soup', 'lamb soup', 'beef soup']",Hot pot or dumplings,0.669763088
New-ch-13,What is the most famous alcohol brand in China?,5,"['wuliangye', 'moutai', 'moutai liquor']",Moutai,0.735634744
New-ch-14,What foods do people usually eat when they are sick in China?,4,"['porridge', 'chicken soup']",Congee or noodle soup,0.47228837
New-ch-15,What prepared/ready-to-eat food do people typically buy at supermarkets in China?,5,"['instant noodles', 'vegetarian chicken', 'dumplings', 'luosifen', 'zongzi', 'frozen dumplings', 'boxed meals', 'snail noodles']","Instant noodles, dumplings, and baozi (steamed buns).",0.545300961
New-ch-16,What is the most famous sports-related movie in China?,2,"['to the fore', ""women's volleyball number 1"", 'woman basketball player no. 5', 'leap']","""Shaolin Soccer""",0.230446443
New-ch-17,What extreme sport do people generally wish to try the most in China?,5,"['parachuting', 'rock climbing', 'diving', 'bungee jumping']",Bungee jumping,0.738469362
New-ch-18,Which track and field event is the most popular to watch during competitions in China?,4,"['400 meters', '800 meters', 'sprint', '100 meters', 'hurdling', '400-meter relay race']",100-meter sprint,0.624629438
New-ch-19,Which gymnastics event is the most popular to watch during competitions in China?,5,"['balance beam', 'floor exercise', 'parallel bars', 'vault', 'rhythmic gymnastics']",Balance Beam,0.790016234
New-ch-23,Who is the most famous table tennis player in China?,5,"['kong linghui', 'ma long', 'deng yaping', 'xu xin']",Ma Long,0.719458044
New-ch-26,"In the Winter Olympics, which event is the most popular to watch in China?",5,"['curling', 'skiing', 'figure skating', 'short track speed skating']",Short Track Speed Skating,0.784259856
New-ch-27,Who is the most famous boxer in China?,5,"['zou shiming', 'zhang weili', 'zhang zhilei']",Zou Shiming,0.807819605
New-ch-30,Who is the most famous track and field athlete in China?,5,"['wang junxia', 'liu xiang', 'su bingtian']",Liu Xiang,0.709291995
New-ch-31,What job do parents most hope their children will pursue in China?,5,"['doctor', 'civil servant', 'software engineer', 'lawyer', 'engineer', 'teacher']",Doctor or Lawyer,0.543785453
New-ch-32,What office software do people typically use in the workplace in China?,5,"['wechat', 'wps', 'microsoft office', 'microsoft']",Microsoft Office,0.648380935
New-ch-38,Which cities or regions are known for their import and export activities in China?,5,"['guangzhou', 'dongguan', 'shenzhen', 'qingdao', 'zhuhai', 'shandong peninsula', 'shanghai']","Shanghai, Guangzhou, and Shenzhen",0.605094373
New-ch-39,What platform is commonly used in the e-commerce industry in China?,3,"['jd.com', 'pinduoduo', 'taobao']",Alibaba,0.493305117
New-ch-44,"How long is the typical probation period for new employees before signing a formal contract in China? (e.g., 1 month).",5,"['3 months', '1 month', 'one month']",3 months,0.748946428
New-ch-45,Which industries do young people typically choose to start businesses in China?,4,"['information technology', 'it industry', 'self-media', 'restaurant', 'internet', 'technology', 'catering']","Technology, e-commerce, and food and beverage.",0.430544168
New-ch-49,What is the most common way for family members to communicate remotely in China?,5,['wechat'],WeChat,0.688943684
New-ch-51,What form of accommodation is typically booked for family trips in China?,4,"['express hotel', 'hotel', 'homestay', 'budget hotel']",Hotel rooms,0.660333753
New-ch-54,Which fruit is usually prepared the most for family dinners in China?,1,['apple'],oranges,0.301989704
New-ch-64,"How many hours of classes do university students typically have per week in China? (Provide Arabic numerals (e.g., 1) only.)",5,"['20', '21', '8', '9', '25', '10']",20,0.68683672
New-ch-66,"What is the typical tuition fee per semester for public high schools in China?  (Provide Arabic numerals (e.g., 1) only.)",1,"['5000', '2000', '1000']",0,0.265306801
New-ch-70,What compulsory courses do university students have in common in China?,3,"['english', 'college english', 'pe', 'marxismus', 'marxism', 'physical education', 'ideological and political education', 'sports', 'ideology and politics']","Mandarin, PE",0.507567108
New-ch-71,"What is the average class size in high schools in China? (Provide Arabic numerals (e.g., 1) only.)",5,"['60', '40', '35', '50']",50,0.737016141
New-ch-72,Which major is considered most conducive to employment in China?,5,"['economy', 'computer science', 'law', 'finance', 'engineering', 'medicine']",Computer Science,0.575148761
New-ch-73,What type of clubs are most popular among university students in China?,3,"['guitar', 'street dance club', 'dance', 'badminton club', 'sports']","Academic clubs, sports clubs, and arts clubs.",0.376466095
New-ch-74,What types of accommodation do university students in China typically live in?,5,"['6-person dormitory', 'student dormitory', 'dormitory', 'student accommodation', 'apartment', '4 people']",Dormitories,0.738688409
New-ch-75,"How long is each class period for middle school students in China (minutes)?  (Provide Arabic numerals (e.g., 1) only.)",5,"['40', '45']",45,0.765916228
New-ch-78,What leisure activities do retired women typically like in China?,4,"['square dancing', 'kick shuttlecock', 'play mahjong', 'travel', 'square dance', 'tourism']","Playing Mahjong, practicing Tai Chi, and dancing in public squares.",0.57565546
New-ch-79,What leisure activities do retired men typically like in China?,3,"['square dancing', 'travel', 'browse the internet', 'surf the internet', 'go online', 'tourism', 'fishing', 'practice tai chi', 'play chess']","Playing Mahjong, practicing Tai Chi, and bird keeping.",0.539711833
New-ch-80,"During which holidays do people typically visit religious sites (temples, churches, etc.) in China?",5,"['the first day of the month', 'the fifteenth day of the lunar month', 'tomb-sweeping day', 'double ninth festival', 'lunar new year', 'chinese new year', ""buddha's birthday"", 'christmas', 'the first day of the lunar new year', 'qingming festival', 'spring festival']","Chinese New Year, Qingming Festival",0.640836895
New-ch-81,What are the typical housewarming gifts in China?,3,"['plant', 'cash', 'tea set', 'fruit basket', 'tableware', 'cash gift', 'flower', 'bedding']","Rice, oil, tea, or alcohol.",0.428252101
New-ch-82,"At what time do weddings typically start in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",1,"['19:00', '18:18', '17:00', '12:00']",9:00,0.548038661
New-ch-83,Which city in China hosts festivals the most?,5,"['shenzhen', 'beijing', 'shanghai']",Shanghai,0.683403552
New-ch-84,What color of clothing do people typically wear when attending weddings in China?,5,['red'],Red,0.676830828
New-ch-85,What color of clothing do people typically wear when attending funerals in China?,5,"['white', 'black']",White or black,0.635469675
New-en-01,Which snack is eaten in the cinema in China?,5,"['milk tea', 'starch sausage', 'popcorn', 'coke', 'bubble tea', 'cola']",Popcorn,0.701800764
New-en-02,What is the most popular chip/crisp flavour in China?,5,"['cucumber', 'spicy and numbing', 'cucumber flavor', 'original flavor']",Cucumber,0.703808367
New-en-04,Who is a popular celebrity chef in China?,1,"['lei huang', 'huang lei', 'shi zhengliang', 'zhengliang shi', 'nicholas tse', 'wang gang', 'gang wang']",Chef Dong,0.31884563
New-en-05,Which food is a cost-effective and quick meal option in China?,3,"['instant noodles', 'steamed bun', 'steamed stuffed bun', 'fried dough stick', 'shaxian delicacies', 'porridge', 'soy milk']",Noodles or dumplings,0.508085251
New-en-07,What are the most popular cooking shows in China?,3,"['chinese restaurant', 'chef wang teaches you', 'chef nic', 'a bite of china']","""A Bite of China"", ""MasterChef China"", and ""Go Fridge""",0.521414578
New-en-08,What is the most popular chocolate brand in China?,5,"['good times', 'dove', 'ferrero']",Dove,0.746412754
New-en-10,What is the most eaten cheese in China?,1,"['sheep cheese', 'mozzarella', 'white cheese', 'cheese stick']",no specific cheese,0.565774977
New-en-11,What is the most disliked vegetable in China?,4,"['momordica charantia', 'bean sprouts', 'broccoli']",Bitter melon,0.356762975
New-en-12,What food is most commonly found in food courts in China?,5,"['pan-fried bun', 'barbecue', 'skewers', 'stinky tofu', 'noodles', 'roasted sausage', 'grilled squid', 'kebabs', 'shengjian', 'braised chicken with rice']",Noodles,0.710064173
New-en-17,What are the most common cheering tools used by sports fans in China?,3,"['banner', 'gongs and drums', 'toy horn']","Clappers, drums, and flags.",0.559502304
New-en-18,What do fans bring with them when attending a live game in China?,3,"['water', 'camera', 'banner', 'telescope', 'whistle', 'snacks', 'national flag']",Flags and banners,0.631509721
New-en-19,What is the most well known sporting stadium in China?,5,"['beijing national stadium', ""bird's nest"", 'the national stadium', 'beijing workers stadium']",The Bird's Nest (Beijing National Stadium),0.6896891
New-en-23,Who is the most famous Paralympian in China?,5,"['zheng peng', 'dong qiming', 'hou bin']",Hou Bin,0.72494185
New-en-26,What is the best recognized sporting chant in China?,3,"['go go', 'come on', 'you can do it', 'china team', 'go china', 'go for it', 'chinese team', 'cheer up']","""Jiayou""",0.305888742
New-en-38,Which industries are known for more flexible working hours in China?,3,"['it', 'self-media', 'software engineer', 'programmer', 'freelancer', 'internet', 'we media']",Technology and creative industries,0.294554889
New-en-41,Who is the most well known and successful entrepreneur in China?,5,"['pony ma', 'jack ma', 'lei jun', 'ren zhengfei', 'liu qiangdong']",Jack Ma,0.695502937
New-en-47,What can typically be found in the back garden of houses in China?,4,"['vegetable planting area', 'vegetable jar', 'fruit', 'earth', 'grass', 'soil', 'vegetables', 'vegetable garden', 'brick']",Vegetable plots or fruit trees,0.617123842
New-en-49,What is the name of the most famous family in China?,1,"['stanley ho hung-sun', 'stanley ho', 'ho hung san, stanley', 'li ka-shing', 'aisin gioro']",No famous family,0.188109815
New-en-50,What is the most common family name in China?,5,"['li', 'zhang', 'wang', 'zhao', 'chen']",Li,0.676918566
New-en-55,Which religion is most commonly practiced by families in China?,5,"['no religion', 'christianity', 'islam', 'buddhism', 'taoism']",Buddhism,0.616411924
New-en-56,What is the most popular foreign language spoken by families in China?,5,['english'],English,0.557213247
New-en-59,Which country is the most popular destination for families from China to emigrate to?,5,"['australia', 'uk', 'usa', 'canada', 'united states', 'us', 'america', 'united kingdom']",United States,0.589192033
New-en-68,What repercussions are there for bad behavior in schools in China?,3,"['disciplinary warning', 'write a self-criticism', 'corporal punishment', 'drop out', 'punishment', 'expel from school', 'discipline', 'warning', 'summon parents', 'call parents', 'academic probation', 'disciplinary probation', 'record a demerit', 'expulsion from school']","Detention, extra homework, or parent-teacher meetings.",0.488134503
New-en-69,Which writers are commonly studied in literature class in China?,3,"['lao she', 'lu xun']","Lu Xun, Mo Yan, and Ba Jin",0.545906246
New-en-70,"How many school breaks are there in a year for high schools in China? (Provide Arabic numerals (e.g., 1) only.)",5,"['4', '3', '2']",2,0.563979983
New-en-72,Which online resource do students usually use to study in China?,5,"['bilibili', 'netease open courses', 'bilibili online course', 'baidu', 'china national knowledge infrastructure', 'mooc', 'cnki', 'yuanfudao', 'massive open online course']",Baidu,0.717882514
New-en-75,"What is the average length of a semester in terms of weeks of teaching at universities in China? (Provide Arabic numerals (e.g., 1) only.)",5,"['20', '16', '18', '15']",16,0.703042686
New-en-76,Which airport in China is the busiest during the holiday season?,5,"['hongqiao airport', 'shanghai pudong international airport', 'capital airport', 'beijing capital airport', 'shanghai pudong', 'beijing daxing']",Shanghai Pudong,0.727537453
New-en-79,Which region of China is well known for its theatrical performances?,5,"['sichuan', 'anhui', 'hubei huangmei', 'beijing', 'henan']",Beijing,0.70201385
New-en-87,What is the most famous historic landmark in China?,5,"['terracotta warriors', 'great wall', 'forbidden city']",The Great Wall of China,0.673193395
New-en-90,What is the most famous hotel brand in China?,1,"['home inns', 'hilton', 'home inn', 'sheraton']",Shangri-La,0.42275548
New-gr-05,What is the most popular grab-and-go breakfast option in China?,5,"['kentucky fried chicken', 'kfc', 'steamed bun', 'cheung fun', 'steamed vermicelli roll', ""mcdonald's"", 'bread', 'rice noodle roll', 'milk', 'soy milk', 'fried dough sticks', 'glutinous rice ball']",Baozi (Steamed buns),0.629129052
New-gr-06,What is the most popular food in China among young people?,5,"['milk tea', 'kfc', 'luosifen', 'bubble tea', 'hot pot', ""mcdonald's"", 'fast food', 'kentucky fried chicken', 'snail noodles']",Hot Pot,0.752712905
New-gr-08,What type of alcoholic drink is most commonly consumed at festivals in China?,4,"['yellow wine', 'beer', 'white liquor', 'huangjiu', 'chinese spirits', 'bai']",Baijiu,0.515983164
New-gr-13,What is the most common morning drink in China?,5,"['milk', 'soy milk']",Soy milk,0.784026265
New-gr-15,What is the most popular traditional dessert in China?,5,"['shaved snow', 'sweet rice balls', 'mooncake', 'tangyuan', 'glutinous rice balls', 'daoxiangcun', 'red bean bun', 'osmanthus cake', 'shaved ice']",Mooncake,0.775695682
New-gr-21,What is the most popular racket sport in China?,5,"['table tennis', 'ping pong', 'badminton']",Table Tennis,0.676904559
New-gr-24,What is the most popular track and field sport in China?,3,"['high jump', '100m hurdles', '110m hurdles', 'running', 'hurdling']",Sprinting,0.491083413
New-gr-29,Which international sporting event is the most popular in China?,5,"['nba', 'china open', 'olympic games', 'world cup', 'national basketball association']",The Olympic Games,0.639028549
New-gr-47,"How long (in minutes) are typical work breaks in China, excluding lunch and dinner breaks? (Provide Arabic numerals (e.g., 1) only.)",5,"['30', '15', '120', '60', '10']",15,0.703299224
New-gr-58,Which job is considered underpaid in China?,5,"['labourer', 'salesperson', 'cleaner', 'construction worker', 'salesman', 'farmer', 'builder', 'temporary worker', 'physical labor jobs', 'teacher', 'saleswoman']",Teacher,0.6742661
New-gr-76,What is the most common food served during Easter in China?,1,['apple'],"Easter is not traditionally celebrated in China, so there's no specific food for this occasion.",0.048036851
New-gr-82,What is the most popular music genre among the elderly population in China?,3,"[""phoenix legend's song"", 'folk song', 'pop songs', 'soothing and relaxing classical music', 'pop song', 'square dance song', 'square dance tune', 'chinese opera']",Traditional Chinese music,0.508633912
New-gr-88,What drink is usually offered at funerals in China?,5,"['white liquor', 'tea', 'chinese spirits', 'bai']",White liquor or tea,0.688131332
