id,en_question,score,true_answer,pred_answer,reason
Ki-pe-24,What language is taught in schools in China besides English?,5,"['chinese', 'chinese language']",Mandarin Chinese.,"The predicted answer 'Mandarin Chinese' is a specific type of 'Chinese', which matches the true answers after normalization and lemmatization."
Ki-pe-30,What days of the week are schools closed in China?,5,"['sunday', 'saturday']","In China, schools generally follow a Monday to Friday schedule with weekends (Saturday and Sunday) as holidays. However, it's important to note that school schedules may vary slightly depending on the region and educational level (e.g., primary, secondary, or university). Public holidays also affect school closures, such as New Year's Day, Spring Festival, National Day, and other traditional Chinese holidays.","The predicted answer correctly identifies Saturday and Sunday as the days schools are closed, which matches the true answers after normalization and lemmatization."
Ki-pe-32,What food do the hosts usually prepare for the guests in China?,4,"['stir-fry', 'dim sum', 'plenty of meat and fish', 'dish with generous amounts of meat and fish', 'fish', 'dishes', 'cold dish', 'rice', 'duck', 'chicken']","Dim sum, Peking duck, Kung Pao chicken, hot pot, and roast duck are some traditional dishes that hosts may prepare for guests in China.","The predicted answer includes 'dim sum' and 'duck', which match the true answers. 'Peking duck' and 'roast duck' are specific types of 'duck', and 'Kung Pao chicken' is a type of 'chicken'. These matches and sub-category matches justify a high score."
Ki-pe-34,What is the usual drink in the breakfast in China?,2,"['soy milk', 'milk']","Tea (specifically, usually black tea or green tea) is the usual drink in breakfast in China.","The predicted answer 'Tea' is weakly related to the true answers 'soy milk' and 'milk'. While tea is a common drink in China, it is not specifically mentioned as a usual breakfast drink in the true answers."
Ki-pe-36,"Except the food original from China, which country's food is more popular in China?",5,"['united kingdom', 'uk', 'japan', 'thailand', 'us', 'france', 'united states', 'america']",Japan,The predicted answer 'Japan' matches one of the true answers exactly.
Ki-pe-39,What food is usually prepared for a family picnic in China?,3,"['egg', 'cake', 'sandwich', 'instant noodles', 'snacks', 'fruit', 'ready-to-cook meal']","Rice, dumplings, noodles, barbecue skewers (such as zhajiangmian or kebabs), spring rolls, baozi (steamed buns), fruit, and various cold dishes like cucumber salad or pickled vegetables are commonly prepared for family picnics in China.","The predicted answer includes 'fruit', which matches one of the true answers. Other items like 'noodles' and 'dumplings' are somewhat related to 'instant noodles' and 'ready-to-cook meal', but there is no direct match for most items. The predicted answer is somewhat related to the true answers, but not very similar."
Ki-pe-40,Which food from China is considered disgusting by the rest of the world?,4,"['preserved egg', 'dog meat', 'century egg', 'stinky tofu']","There isn't a single food that is universally considered disgusting by the rest of the world across all cultures, including those in China. Different people have varying tastes and cultural preferences when it comes to food. Some foods that might be unfamiliar or unappetizing to some foreigners include insects, balut (a developing bird embryo), or certain types of fermented foods like stinky tofu or century eggs. However, these are not necessarily considered disgusting by everyone and can be enjoyed by those who are open to trying them.","The predicted answer mentions 'century eggs' and 'stinky tofu', which are both in the list of true answers. However, the answer also includes other items not in the true answers and provides a broader context, which slightly reduces the score from a perfect match."
Ki-pe-43,What is the name of the popular bread in China?,1,"['european bread', 'master bao', 'zixi bread', 'european-style bread', 'dirty bun']",Steamed Buns (or Mantou),"The predicted answer 'Steamed Buns (or Mantou)' is unrelated to any of the true answers, which include 'european bread', 'master bao', 'zixi bread', 'european-style bread', and 'dirty bun'. There is no semantic or categorical similarity between the predicted and true answers."
Ki-pe-51,"What time of day are government offices closed in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",4,"['18:00', '17:00']","Government offices in China generally follow a standard work schedule from Monday to Friday, with office hours typically starting around 09:00 and ending around 17:30. However, it's important to note that some offices may have different hours or may be closed during lunchtime, which is usually from around 12:00 to 14:00. Therefore, an approximate closure time would be:

17:30","The predicted answer '17:30' is very similar to the true answers '18:00' and '17:00'. It falls within the typical range of closure times for government offices in China, indicating a high level of semantic similarity."
Ki-pe-53,"What is the normal start time of government offices in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",5,"['09:00', '08:00']",09:00,The predicted answer '09:00' matches one of the true answers exactly.
Kik-in-01,What national holiday has the longest duration in China?,3,"['national day', 'lunar new year', 'october 1st', '1st of october', 'chinese new year', 'spring festival']","National Day holiday (also known as China National Day or National Day Holiday) has the longest duration in China, lasting for 7 days, from October 1st to 7th.","The predicted answer 'National Day holiday' is somewhat related to the true answers as it is one of the holidays mentioned. However, it is not the longest duration holiday, as 'Lunar New Year' or 'Chinese New Year' typically lasts longer. Therefore, the answer is partially correct but not fully aligned with the true answers."
Kik-in-02,What are the common activities people from China do to celebrate Independence day?,3,"['fireworks', 'watch the parade', 'military parade', 'tourism', 'travel', 'stay at home']","The question asks about common activities people in China do to celebrate Independence Day, but there is no specific Independence Day celebrated in China. China celebrates National Day on October 1st, marking the founding of the People's Republic of China. On this day, various activities take place, such as:

Answer: Parades, flag-raising ceremonies, fireworks displays, cultural events, and public holidays.","The predicted answer correctly identifies that China does not celebrate Independence Day but instead celebrates National Day. It mentions activities like parades and fireworks, which are somewhat related to the true answers. However, it does not directly match the true answers, which include specific activities like 'watch the parade' and 'military parade'."
Kik-in-04,What is installed in front of the house when a family member dies in China?,2,"['funeral couplet', 'white mourning banner', 'white lantern', 'memorial hall']",A mourning arch or a funeral arch (qīn fān) is traditionally installed in front of a house when a family member dies in China as a sign of respect and to announce the death to the community. This arch is usually made of paper or wood and displays condolences and哀悼 messages.,"The predicted answer 'mourning arch or funeral arch' is weakly related to the true answers. While both involve traditional mourning practices, the specific items mentioned in the true answers (funeral couplet, white mourning banner, white lantern, memorial hall) do not directly match the predicted answer. The predicted answer describes a structure that serves a similar purpose but is not one of the listed true answers."
Kik-in-05,When is a pregnancy celebration or ceremony usually held in China?,1,[],"In China, a pregnancy celebration or ceremony, known as ""Sui Suì Jié"" (穗穗节), is traditionally held during the seventh month of pregnancy, which is considered the safe period when the baby is believed to be more stable. This is also called the ""Guā Guā Festival"" or the ""Seven-Month Festival."" Families often prepare a feast and offer sacrifices to the gods for a safe delivery.","The predicted answer provides specific details about a pregnancy celebration in China, but there are no true answers provided for comparison. Without true answers, the prediction cannot be evaluated for similarity, resulting in a score of 1."
Kik-in-06,What event is usually held before a wedding in China?,5,"['pick up the bride', 'banquet', 'buy dowry', 'sacrificial ceremony', 'wedding photo shoot', 'engagement ceremony']", engagement ceremony,The predicted answer 'engagement ceremony' matches one of the true answers exactly.
Kik-in-07,What is usually shared to the children during (Lunar) New Year in China?,5,"['red envelope', 'sweets', 'sweet', 'candy', 'red envelope with lucky money', 'red packet', 'snacks']",Red packets (hongbao),The predicted answer 'Red packets (hongbao)' matches the true answer 'red packet' after case-insensitive comparison and normalization.
Kik-in-08,What activities are usually done days before Ramadan in China?,1,[],"There is no specific set of activities that are traditionally associated with preparing for Ramadan in China, as Ramadan is primarily observed by Muslims, and China has a small Muslim population, mainly concentrated in the Xinjiang region. Therefore, the majority of Chinese people do not follow this religious observance.","The predicted answer does not provide any specific activities related to the days before Ramadan in China, and instead focuses on the general observance of Ramadan in China. Since the true answers are empty, the predicted answer is unrelated to the question."
Kik-in-10,What is the most popular tourist attraction for foreign visitors in China?,5,"['mausoleum of the first qin emperor', 'the palace museum', 'terracotta warriors', 'forbidden city', 'great wall']",The Great Wall of China.,The predicted answer 'The Great Wall of China' matches 'great wall' from the true answers after case-insensitive comparison.
Kik-in-11,"What is the most popular religious sites (temple, church, etc.) for tourism in China?",5,"['shaolin temple', 'wudang mountains', 'mount wutai', 'yonghe temple', 'putuo temple', 'temple of heaven', 'blagoveshchensk', 'lingyin temple']","The most popular religious site for tourism in China is the Great Wall of China, which is not a temple or church but an ancient fortification. However, if you are looking for a religious site, the Temple of Heaven in Beijing is a significant one attracting many tourists due to its historical and cultural significance.","The predicted answer includes 'Temple of Heaven', which matches one of the true answers exactly."
Kik-in-15,What clothes do women usually wear on graduation commencement ceremony in China?,2,"[""bachelor's gown"", 'white clothes', 'academic dress']","In China, women usually wear formal attire or traditional clothing such as a qipao (also known as a cheongsam) or a more modern business suit to a graduation commencement ceremony. However, Western-style dresses or suits are also common, especially for those who are not traditionally dressed. The choice often depends on personal preference and cultural influence.","The predicted answer mentions formal attire, traditional clothing, and Western-style dresses, which are weakly related to the true answers of 'bachelor's gown', 'white clothes', and 'academic dress'. The predicted answer does not directly match or closely align with the specific types of clothing mentioned in the true answers."
Kik-in-16,What drink is commonly consumed in China when the weather is cold?,5,"['coffee', 'bai', 'soy milk', 'bubble tea', 'white liquor', 'tea', 'soup', 'milk tea', 'corn juice', 'chinese spirits']",Hot tea (such as Chrysanthemum tea or Pu-erh tea) is commonly consumed in China when the weather is cold.,"The predicted answer 'Hot tea' matches the true answer 'tea' after normalization and lemmatization. Additionally, 'Chrysanthemum tea' and 'Pu-erh tea' are specific types of tea, which supports a high score."
Kik-in-17,What fruit is more commonly sold and found during Ramadan in China?,1,"['coconut', 'apple', 'melon']",Durian,"The predicted answer 'Durian' is unrelated to the true answers 'coconut', 'apple', and 'melon'. There is no semantic similarity or sub-category relationship between the predicted and true answers."
Kik-in-24,What carbohydrate is usually served with chicken in a fast-food restaurant in China?,5,"['meal', 'rice', 'fries']",Rice,The predicted answer 'Rice' matches one of the true answers 'rice' under case-insensitive comparison.
Kik-in-31,What is the most famous martial art sports in China?,5,"['chinese kung fu', 'five-step fist', 'tai chi', 'kung fu', 'chinese martial arts']",The most famous martial art sport in China is Tai Chi.,The predicted answer 'Tai Chi' matches one of the true answers 'tai chi' under case-insensitive comparison.
Kik-in-34,What sports are often broadcasted on national television in China?,4,"['basketball', 'diving', 'soccer', 'football', 'table tennis', 'badminton', 'volleyball']","Chinese National Football League (中超联赛), Chinese Basketball Association (CBA), Table Tennis, Badminton, Martial Arts (such as Wushu and Tai Chi), and occasionally international soccer (including the World Cup and Asian Games) are often broadcasted on national television in China.","The predicted answer includes 'Chinese Basketball Association (CBA)', 'Table Tennis', and 'Badminton', which match the true answers after normalization. 'Chinese National Football League' and 'international soccer' are related to 'football' and 'soccer'. However, 'Martial Arts' and 'Wushu and Tai Chi' are not mentioned in the true answers, and 'diving' and 'volleyball' from the true answers are missing in the prediction. Overall, the prediction is very similar but not identical."
Kik-in-35,What sports were popular among people from China during the COVID-19 pandemic?,2,"['fitness ring', 'stay at home', 'aerobics']","As an AI, I cannot provide real-time data or current events, including the popularity of sports during the COVID-19 pandemic in China. However, it's important to note that during such times, people worldwide may engage in various sports while adhering to safety guidelines, which could include traditional activities like basketball, table tennis, martial arts (such as Tai Chi), and online fitness workouts due to restrictions on public gatherings. For the most accurate information, consult recent news sources or official statistics.","The predicted answer mentions general sports activities like basketball, table tennis, and martial arts, which are not directly related to the true answers. However, it does mention 'online fitness workouts', which is weakly related to 'fitness ring' and 'aerobics'."
Kik-in-36,Who is the most popular soccer coach in China?,1,"['fan zhiyi', 'li tie', 'li fenglou', 'bora milutinovic']","As of my last update in 2021, the most popular soccer coach in China is Li Xiayang, also known as Li霄洋. However, popularity can change over time due to performance, achievements, and public perception, so it's advisable to check for the current top coach based on recent data.","The predicted answer 'Li Xiayang' does not match any of the true answers 'fan zhiyi', 'li tie', 'li fenglou', or 'bora milutinovic' under case-insensitive comparison, singular/plural normalization, or simple lemmatization. Additionally, 'Li Xiayang' is not a sub-category or specific type of any of the true answers."
Kik-in-37,What soccer teams in China are famous for their intense rivalry? (e.g. ___ vs ___),3,"['zhejiang team vs qingdao hainiu', 'shandong luneng vs shanghai shenhua', 'shandong luneng vs guangdong evergrande', 'evergrande vs. luneng', 'shanghai sipg vs shanghai shenhua']",Shanghai Shenhua vs. Guangzhou Evergrande,"The predicted answer 'Shanghai Shenhua vs. Guangzhou Evergrande' includes Shanghai Shenhua, which is mentioned in the true answers. However, Guangzhou Evergrande is not directly mentioned, but is similar to Guangdong Evergrande. The rivalry is somewhat related but not directly matching any of the true answers."
Kik-in-38,What are the names of soccer supporters in China who are famous for their intense rivalry? (e.g. ___ vs ___),1,['beijing guoan vs tianjin teda'],答案: Green Gang (Láozhōu) vs Red Devils (Hóngyuè),The predicted answer 'Green Gang (Láozhōu) vs Red Devils (Hóngyuè)' is unrelated to the true answer 'beijing guoan vs tianjin teda'. There is no semantic or lexical similarity between the two answers.
Kik-in-40,Who is the most famous male badminton player in China?,5,['lin dan'],Lin Dan,The predicted answer 'Lin Dan' matches the true answer 'lin dan' under case-insensitive comparison.
Kik-in-41,Who is the most famous female badminton player in China?,1,"['xie xingfang', 'chen yufei']",The most famous female badminton player in China is Lin Dan.,"The predicted answer 'Lin Dan' is incorrect as he is a male badminton player, whereas the question asks for a female player. The true answers are 'xie xingfang' and 'chen yufei', who are both female players. Therefore, the predicted answer is unrelated to the true answers."
Kik-in-44,What sport gets the most support from the government in China?,5,"['diving', 'ping pong', 'skiing', 'soccer', 'football', 'table tennis', 'badminton', 'gymnastics']",Table tennis.,The predicted answer 'Table tennis' matches the true answer 'table tennis' under case-insensitive comparison.
Kik-in-45,What sports field facilities are usually available at schools in China?,3,"['horizontal bar', 'ping pong table', 'soccer stadium', 'basketball court', 'athletics field', 'sports field', 'soccer field', 'runway']","In China, schools typically have a variety of sports field facilities, including football (soccer) fields, basketball courts, volleyball courts, tennis courts, track and field tracks, ping-pong tables, and sometimes soccer goals, badminton courts, and gymnasiums. Some larger schools may also have facilities for other sports like basketball, volleyball, or table tennis, as well as facilities for team sports like gymnastics, martial arts, and wrestling. Additionally, many schools in China prioritize the construction of multi-purpose sports halls to accommodate different activities.","The predicted answer mentions several facilities that overlap with the true answers, such as 'ping-pong tables' and 'basketball courts'. However, it also includes facilities not mentioned in the true answers, like 'volleyball courts' and 'tennis courts'. The predicted answer is somewhat related but not fully aligned with the true answers."
Na-ko-02,What cafe beverage do people from China most commonly enjoy?,1,"['starbucks', 'latte coffee', 'latte', 'milk coffee']",Tea,The predicted answer 'Tea' is unrelated to the true answers which are specific types of coffee beverages.
Na-ko-04,What is the preferred hangover cure food for people from China?,2,"['porridge', 'noodles', 'peanuts', 'tea', 'milk', 'honey water']",Ginseng soup,"The predicted answer 'Ginseng soup' is weakly related to the true answers as it is a type of soup, which is a common comfort food, but it does not match any of the specific true answers like 'porridge', 'noodles', or 'tea'."
Na-ko-05,What is the typical delivery food in China?,3,"['malatang', 'rice bowl', 'claypot rice', 'snail noodles', 'barbecue', 'rice with toppings', 'luosifen', 'shaxian delicacies', 'skewers']","The typical delivery food in China varies by region, but some popular options include:

1. Dumplings (Jiaozi)
2. Noodles (Ramen or various regional styles like zhajiangmian)
3. Hot Pot (Huoguo)
4. Kung Pao Chicken (Gongbao Jidiren)
5. Fried Rice (Chǎofàn)
6. Mapo Tofu (Ma Po Doufu)
7. Peking Roast Duck (Beijing Yāzǐ)
8. Xiaolongbao (Soup Dumplings)
9. Zhajiangmian (Fried Sauce Noodles)
10. Steamed Buns (Baozi)

These are just a few examples, as Chinese cuisine is diverse and regional specialties abound.","The predicted answer includes some items that are somewhat related to the true answers, such as 'noodles' which can be related to 'snail noodles', and 'barbecue' which is a sub-category match with 'skewers'. However, most of the predicted items do not directly match the true answers, and there is no exact match or strong sub-category match."
Na-ko-07,What type of meat is consumed most by people from China?,5,"['chicken', 'beef', 'pork']",Pork,The predicted answer 'Pork' matches one of the true answers exactly.
Na-ko-08,What fruit do people from China often eat in the autumn season?,5,"['pomelo', 'apple', 'pear', 'grape']",答案：Apples,The predicted answer 'Apples' matches one of the true answers 'apple' after case-insensitive comparison.
Na-ko-09,What side dish is the most commonly served on a dining table in China?,2,"['chinese cabbage', 'pickled mustard tuber', 'chili pepper', 'stir-fried green vegetables', 'green vegetables', 'stir-fried meat']",Rice,"The predicted answer 'Rice' is weakly related to the true answers as it is a common staple in Chinese cuisine, but it does not match any of the specific side dishes listed in the true answers."
Na-ko-11,What do people from China eat while watching a soccer game?,3,"['mineral water', 'fried chicken', 'food to accompany alcohol', 'potato chips', 'chips']","People from China, like any other group, may eat a variety of foods while watching a soccer game, depending on their personal preferences and cultural norms. Some common options could include:

1. Fried rice or noodles
2. Dumplings (steamed or fried)
3. Baozi (steamed buns)
4. Chips and popcorn
5. Hotpot (a communal dish)
6. Snacks like peanuts or crispy snacks
7. Barbecue or street food
8. Beer or soft drinks

It's important to note that these are general examples and not everyone will follow them. The specific food choice can vary greatly depending on the individual and the setting.","The predicted answer includes 'chips', which matches 'potato chips' and 'chips' from the true answers. Other items like 'beer or soft drinks' relate to 'food to accompany alcohol'. However, many items in the predicted answer do not match the true answers, leading to a somewhat related score."
Na-ko-15,What is the representative nourishing food in China?,1,"['dates', 'goji berries', 'red dates', 'swallow nests', 'ginseng', ""edible bird's nests""]",Rice,"The predicted answer 'Rice' is unrelated to the true answers, which include 'dates', 'goji berries', 'red dates', 'swallow nests', 'ginseng', and 'edible bird's nests'. There is no semantic similarity or sub-category relationship between 'Rice' and the true answers."
Na-ko-16,Who is the most famous soccer player in China?,1,"['lei wu', 'zhiyi fan', 'fan zhiyi', 'shihao wei', 'wei shihao', 'wu lei']",The most famous soccer player in China is probably Sun Jihai.,"The predicted answer 'Sun Jihai' does not match any of the true answers after case-insensitive comparison, singular/plural normalization, or lemmatization. Additionally, Sun Jihai is not a sub-category or specific type of any of the true answers."
Na-ko-17,What sports do male students enjoy during lunch time at school in China?,3,"['reach jump', 'basketball', 'vertical jump', 'play basketball']","The question does not specify a particular region or school, so it's difficult to provide a definitive answer. However, in many Chinese schools, popular sports activities during lunchtime among male students might include basketball, football (soccer), table tennis, volleyball, and sometimes running or playing dodgeball. These sports are common due to their accessibility and the fact that they require minimal equipment and space.","The predicted answer mentions 'basketball', which matches one of the true answers. However, it also includes other sports like football, table tennis, volleyball, running, and dodgeball, which are not mentioned in the true answers. The inclusion of 'basketball' makes the answer somewhat related, but the additional sports reduce the overall similarity."
Na-ko-18,What is the most common sport girls participate in during physical education classes in China?,1,"['jump rope', 'basketball', 'shuttlecock kicking', 'running', 'badminton', 'volleyball']",Answer: The most common sport girls participate in during physical education classes in China is gymnastics.,"The predicted answer 'gymnastics' is unrelated to any of the true answers, which include 'jump rope', 'basketball', 'shuttlecock kicking', 'running', 'badminton', and 'volleyball'. There is no semantic similarity or sub-category relationship between 'gymnastics' and the true answers."
Na-ko-19,Who is the most popular volleyball player in China?,1,"['lang ping', 'wei qiuyue']",The most popular volleyball player in China is Zhu Ting.,"The predicted answer 'Zhu Ting' does not match any of the true answers 'lang ping' or 'wei qiuyue' under case-insensitive comparison, singular/plural normalization, or lemmatization. Additionally, Zhu Ting is not a sub-category or specific type of the true answers."
Na-ko-20,What sports event do people from China passionately support the most in international competitions?,2,"['basketball', 'ping pong', 'soccer', 'football', 'table tennis', 'volleyball']",Olympic Games,"The predicted answer 'Olympic Games' is weakly related to the true answers as it is a broader event where the true sports are played. However, it does not specifically match any of the sports listed in the true answers."
Na-ko-22,Which country is considered the biggest rival in soccer matches for China?,5,"['south korea', 'japan', 'argentina', 'brazil', 'spain']",Japan,"The predicted answer 'Japan' matches one of the true answers exactly, indicating an identical or essentially the same meaning."
Na-ko-23,What type of sports academies do children attend the most in China?,2,"['sports university', 'beijing sport university', 'various types of sports schools', 'sports academies in various regions']",Football (Soccer) academies,"The predicted answer 'Football (Soccer) academies' is a specific type of sports academy, but it does not match the broader categories mentioned in the true answers such as 'sports university' or 'various types of sports schools'. The predicted answer is weakly related as it falls under the general category of sports academies."
Na-ko-24,What is the most commonly eaten food in sports stadiums while watching games in China?,1,"['popcorn', 'roasted sausage', 'energy bar']","The most commonly eaten food in sports stadiums while watching games in China is likely to be Jianbing, a popular Chinese street food. It's a crepe-like snack filled with various ingredients such as crispy fried dough, scallions, cilantro, and a sweet and savory sauce.","The predicted answer 'Jianbing' is unrelated to the true answers 'popcorn', 'roasted sausage', and 'energy bar'. There is no semantic similarity or sub-category match between the predicted and true answers."
Na-ko-25,What are the typical sports played in China's school sports day?,2,"['800 meters running', 'long-distance running', 'sprint', 'long jump', 'high jump', 'relay race', 'running', 'tug of war']","The typical sports played in China's school sports day include track and field events, basketball, football (soccer), volleyball, table tennis, and martial arts (such as Tai Chi and martial arts competitions).","The predicted answer includes some general categories like 'track and field events' which could encompass some true answers like '800 meters running', 'long-distance running', 'sprint', 'long jump', 'high jump', and 'relay race'. However, it also includes sports not mentioned in the true answers such as 'basketball', 'football', 'volleyball', 'table tennis', and 'martial arts'. The overlap is weak, hence the score is 2."
Na-ko-26,What are the popular sports among the middle-aged population in China?,3,"['square dance', 'square dancing', 'hiking', 'mahjong']","Tai Chi, Square Dancing, Table Tennis, and Golf are popular sports among the middle-aged population in China.","The predicted answer includes 'square dancing', which matches one of the true answers after normalization. However, the other predicted sports like 'Tai Chi', 'Table Tennis', and 'Golf' do not match the true answers. The prediction is somewhat related as it includes one correct sport, but the rest are not mentioned in the true answers."
Na-ko-28,Who is the most popular winter sports player in China?,5,"['wang meng', 'eileen gu']","The most popular winter sports player in China is often considered to be Eileen Gu (谷爱玲), a freestyle skier who has achieved significant success and gained widespread popularity both domestically and internationally. She has won medals at the Olympics, World Championships, and other major competitions.","The predicted answer includes 'Eileen Gu', which matches one of the true answers after case-insensitive comparison."
Na-ko-29,Who is the most famous swimmer in China?,5,"['zhang lin', 'sun yang']",Sun Yang,The predicted answer 'Sun Yang' matches one of the true answers 'sun yang' under case-insensitive comparison.
Na-ko-30,What is the most popular e-sports game in China?,5,"['dota', 'honor of kings', 'defense of the ancients', 'league of legends']",The most popular e-sports game in China is League of Legends.,The predicted answer 'League of Legends' matches one of the true answers exactly.
Na-ko-33,What symbolic food do people from China eat on (Lunar) New Year?,5,"['sweet rice balls', 'fish', 'dumplings', 'glutinous rice balls', 'tangyuan', 'chicken']",Dumplings.,The predicted answer 'Dumplings' matches one of the true answers exactly.
Na-ko-37,What is the most popular domestic vacation spot for people from China?,1,"['hainan', 'west lake', 'hainan island', 'dali ancient town', 'dali', 'hangzhou west lake', 'the bund, shanghai', 'palace museum', 'beijing', 'terracotta warriors', 'forbidden city', 'great wall', 'shanghai']",Hawaii,"The predicted answer 'Hawaii' is unrelated to the true answers, which are all locations within China. Hawaii is not a domestic vacation spot for people from China."
Na-ko-38,What is the most common wedding gift between bride and groom in China?,1,"['gold jewelry', 'wedding ring', 'ring', 'bride price']","The most common wedding gift between bride and groom in China is money in a red envelope, also known as hongbao. This is typically given to express good wishes and financial support for the newlyweds.","The predicted answer 'money in a red envelope' is unrelated to the true answers 'gold jewelry', 'wedding ring', 'ring', and 'bride price'. There is no overlap or semantic similarity between the predicted and true answers."
Na-ko-39,What is typically given as a congratulatory gesture when attending a friend's wedding in China?,5,"['cash gift', 'red envelope', 'cash red envelope']",Red envelope with money.,"The predicted answer 'Red envelope with money' matches the true answers 'red envelope' and 'cash red envelope' after case-insensitive comparison and normalization. The concept of a 'red envelope' inherently includes money, aligning with the true answers."
Na-ko-40,"How long (in days) does a funeral typically last in China? (Provide Arabic numerals (e.g., 12) only.)",2,"['3', '5', '7']",1-3,"The predicted answer '1-3' is weakly related to the true answers '3', '5', '7'. The number '3' is included in both the predicted and true answers, but the range '1-3' suggests a shorter duration than the typical durations provided in the true answers."
Na-ko-41,What should you prepare as a condolence offering when attending a funeral in China?,3,"['cash', 'no need to bring a gift', 'food', 'traditional money gift at a funeral', 'flower wreath']","Mao Zedong Shengsi (烧纸, also known as joss paper or spirit money) and fruit.","The predicted answer includes 'fruit', which is somewhat related to 'food' in the true answers. 'Mao Zedong Shengsi' (joss paper) is a traditional offering but not directly mentioned in the true answers. The predicted answer is somewhat related but not directly matching the true answers."
Na-ko-42,What type of food is commonly provided at funeral parlors in China?,2,['ordinary meal'],"In China, it is common to provide steamed buns (also known as ""funeral buns"" or ""sorrow buns"") at funeral parlors as a part of the mourning rituals and to honor the deceased. These buns symbolize respect and are often given to mourners as a sign of support during the funeral ceremony.","The predicted answer mentions 'steamed buns' which are a specific type of food, while the true answer is 'ordinary meal'. The predicted answer is weakly related as it describes a specific food item that could be part of an ordinary meal, but does not directly match or encompass the true answer."
Na-ko-43,What do people do in China in the morning of the (Lunar) New Year?,3,"['burn incense', ""pay one's respect at someone's gravesite"", 'grave sweeping', ""pay a new year's visit"", 'set off firecrackers', 'slaughter poultry', 'send red envelope']","People in China traditionally wake up early on the morning of the Lunar New Year, also known as Spring Festival, to participate in various activities. They often greet each other with ""Gong Xi Fa Cai"" (恭喜发财), wish for good fortune, and exchange red envelopes filled with money. Families typically gather for a reunion breakfast, which may include auspicious foods like dumplings or fish symbolizing wealth and abundance. Additionally, they may light firecrackers or fireworks to scare away evil spirits and bring good luck.","The predicted answer mentions 'set off firecrackers' and 'send red envelope', which are directly related to the true answers. However, other activities like 'greeting with Gong Xi Fa Cai', 'reunion breakfast', and 'lighting fireworks' are not mentioned in the true answers, making the overall match somewhat related but not very similar."
Na-ko-44,When is the day with China's most severe nationwide traffic congestion?,5,"['national day', 'the first day of national day', 'lunar new year', 'chinese new year', 'spring festival', 'the first day of spring festival']","The day with China's most severe nationwide traffic congestion is typically the Chinese New Year's Eve, also known as Chūnjié yuánqiān, when people travel to their hometowns for family reunions. This leads to massive traffic jams across the country.","The predicted answer 'Chinese New Year's Eve' is synonymous with 'Chinese New Year' and 'Spring Festival', which are listed as true answers. Therefore, it matches the true answers after normalization."
Na-ko-45,What is the most popular honeymoon destination in China?,1,"['hainan', 'thailand', 'yunnan', 'maldives', 'sanya', 'xiamen']",Hawaii,"The predicted answer 'Hawaii' is unrelated to the true answers, which are all locations in or near China. There is no semantic similarity or sub-category relationship between 'Hawaii' and the true answers."
Ne-ar-05,What is the most important national holiday in China?,5,"['mid-autumn festival', 'national day', 'lunar new year', 'chinese new year', 'spring festival']","The most important national holiday in China is National Day, also known as中华人民共和国国庆节 (Zhōnghuá Rénmín Guó Jié), which falls on October 1st.","The predicted answer 'National Day' matches one of the true answers exactly, satisfying the case-insensitive comparison rule."
Ne-ar-06,What do people from China eat in Ramadan?,1,"['suhor', 'noodles', 'mutton', 'lamb', 'chicken', 'beef']","People from China do not observe Ramadan, as it is a religious holiday observed by Muslims. Therefore, there is no specific food tradition associated with Chinese individuals during Ramadan.",The predicted answer is unrelated to the true answers. It focuses on the religious aspect of Ramadan rather than the specific foods consumed by Chinese Muslims during Ramadan.
Ne-ar-09,What do people from China eat in Eid ul Fitr?,1,"['dapanji', 'saute spicy chicken', 'vegetarian']","It is not common for people from China to celebrate Eid ul Fitr, as it is a significant holiday primarily observed by Muslims. Therefore, they would not typically eat specific foods associated with this festival.","The predicted answer states that people from China do not typically celebrate Eid ul Fitr and therefore do not eat specific foods associated with the festival, which is unrelated to the true answers that list specific foods like 'dapanji', 'saute spicy chicken', and 'vegetarian'."
Ne-ar-10,What do people from China eat in Eid ul Adha?,3,"['pilaf', 'grilled meat', 'fried dough twist', 'rice', 'barbecue']","It is not common for people from China to celebrate Eid ul Adha, as it is a significant Islamic holiday. Therefore, they would not typically prepare traditional Eid dishes. However, if there are Muslim communities in China who observe the festival, they might celebrate with customary Eid foods like qurbani (sacrificial meat), biryani, or other culturally diverse dishes.","The predicted answer mentions 'qurbani (sacrificial meat)' and 'biryani', which are somewhat related to 'grilled meat' and 'rice' respectively, but does not directly match any of the true answers. The mention of culturally diverse dishes suggests a potential overlap with the true answers, but the connection is not strong enough for a higher score."
Ne-ar-11,Where do people from China go to celebrate New Year's Day?,1,"[""parents' home"", 'home', 'hometown', 'restaurant', ""grandparents' house""]",China,"The predicted answer 'China' is unrelated to the true answers which refer to specific locations like 'home', 'hometown', or 'restaurant'."
Ne-ar-14,Where do a family gather for Eid festivities in China?,5,"['home', 'restaurant', 'mosque']","In China, a family may gather for Eid festivities at mosques, Islamic centers, or in their own homes, especially if they are of Muslim minority communities like the Hui or Uighur ethnic groups. Large-scale celebrations may also take place in designated community halls or cultural centers.","The predicted answer includes 'mosques' and 'homes', which match the true answers after normalization. The mention of 'Islamic centers' and 'community halls' aligns with the context of gathering places for Eid festivities."
