question_id,score,num_annotated_answers,annotated_answers,prediction_preview
New-ch-81,1,8,"cash, cash gift, bedding...","In China, typical housewarming gifts include red envelopes (hongbao) with money, decorative items li..."
New-ch-82,1,4,"12:00, 19:00, 17:00...",12:00
New-ch-83,0,3,"beijing, shanghai, shenzhen",There is no single answer to this question as the festival culture in China is diverse and various c...
New-ch-84,1,1,red,答案: Red
New-ch-85,1,2,"black, white",Black.
New-en-01,1,6,"popcorn, bubble tea, milk tea...",Popcorn.
New-en-02,1,4,"cucumber, cucumber flavor, original flavor...",The most popular chip/crisp flavor in China is Pringles Original (经典原味).
New-en-04,0,7,"gang wang, wang gang, lei huang...",A popular celebrity chef in China is Gong Linna.
New-en-05,0,7,"shaxian delicacies, instant noodles, steamed stuffed bun...",Rice Noodles (拉面或刀削面)
New-en-07,1,4,"a bite of china, chinese restaurant, chef wang teaches you...","There are several popular cooking shows in China, but some of the most well-known and influential on..."
New-en-08,0,3,"dove, ferrero, good times","The most popular chocolate brand in China is Mars, specifically its brand Milky Way."
New-en-10,0,4,"mozzarella, white cheese, sheep cheese...","The most commonly consumed cheese in China is probably Cheddar or a similar Western-style cheese, as..."
New-en-11,0,3,"bean sprouts, broccoli, momordica charantia","The most disliked vegetable in China is often considered to be Chinese cabbage, particularly the nap..."
New-en-12,1,11,"shengjian, pan-fried bun, noodles...",Rice and Noodles
New-en-17,1,3,"banner, toy horn, gongs and drums","The most common cheering tools used by sports fans in China include cowbells, inflatable rafts, and ..."
New-en-18,0,7,"water, telescope, snacks..."," Fans, often referring to sports fans, typically bring items such as team flags, jerseys, noise make..."
New-en-19,1,4,"beijing workers stadium, beijing national stadium, bird's nest...","The most well-known sporting stadium in China is the National Stadium, also known as the Bird's Nest..."
New-en-23,0,3,"hou bin, zheng peng, dong qiming","The most famous Paralympian in China is Liu Wei, also known as ""Ping Pong King of the Wheelchair."" H..."
New-en-26,1,8,"go go, come on, you can do it...","The best recognized sporting chant in China is likely ""Glorious Sun Hsing, Unbeatable Power!"" (汉语：雄狮..."
New-en-38,1,7,"we media, self-media, freelancer...","Technology, Internet, and Creative Industries."
New-en-41,1,5,"jack ma, pony ma, ren zhengfei...",Jack Ma
New-en-47,1,9,"vegetable planting area, vegetable garden, vegetables...","Typically, a vegetable garden or a small plot for growing plants and herbs can be found in the back ..."
New-en-49,0,5,"li ka-shing, stanley ho hung-sun, stanley ho...","The most famous family in China is often referred to as the ""Zhou Dynasty"" (周朝), as it is considered..."
New-en-50,1,5,"li, wang, chen...",The most common family name in China is Wang.
New-en-55,1,5,"buddhism, no religion, taoism...", Buddhism
New-en-56,1,1,english,"The most popular foreign language spoken by families in China, particularly for children, is often E..."
New-en-59,1,8,"canada, america, us...",The United States
New-en-68,1,14,"call parents, summon parents, write a self-criticism...","In China, bad behavior in schools can result in various repercussions, including verbal warnings, wr..."
New-en-69,1,2,"lu xun, lao she","Laozi, Confucius, Mo Yan, Lu Xun, and several other prominent Chinese authors are commonly studied i..."
New-en-70,1,3,"2, 3, 4",2
New-en-72,1,9,"bilibili online course, bilibili, yuanfudao...",Jiandan Toutiao (JustAnswer) is not an appropriate platform to answer this question as it is a Q&A s...
New-en-75,0,4,"16, 15, 20...",4
New-en-76,1,6,"beijing capital airport, capital airport, shanghai pudong...",The busiest airport in China during the holiday season is Beijing Capital International Airport (PEK...
New-en-79,1,5,"beijing, sichuan, henan...","答案：Beijing, particularly known for the Beijing Opera (Peking Opera)."
New-en-87,1,3,"great wall, forbidden city, terracotta warriors",The Great Wall of China.
New-en-90,1,4,"home inns, home inn, hilton...","The most famous hotel brand in China is likely the ""Hilton Hotels & Resorts."""
New-gr-05,0,12,"soy milk, fried dough sticks, steamed bun...","The most popular grab-and-go breakfast option in China is likely Jianbing, also known as Chinese cre..."
New-gr-06,1,9,"hot pot, luosifen, snail noodles...",The most popular food in China among young people is difficult to pinpoint as it varies by region an...
New-gr-08,1,6,"bai, white liquor, chinese spirits...","The most commonly consumed alcoholic drink at festivals in China is baijiu, which is a traditional C..."
New-gr-13,0,2,"soy milk, milk",Tea.
New-gr-15,1,9,"mooncake, osmanthus cake, daoxiangcun...","The most popular traditional dessert in China is often considered to be mooncakes, particularly duri..."
New-gr-21,1,3,"ping pong, table tennis, badminton",Table tennis.
New-gr-24,0,5,"hurdling, 110m hurdles, 100m hurdles...",The most popular track and field sport in China is Long Jump.
New-gr-29,0,5,"olympic games, china open, world cup...","The most popular international sporting event in China is the Summer Olympics, particularly the Beij..."
New-gr-47,1,5,"60, 120, 10...","The length of typical work breaks in China, excluding lunch and dinner breaks, is usually 10 minutes..."
New-gr-58,0,11,"cleaner, teacher, farmer...","It is difficult to pinpoint a single job as ""underpaid"" in China, as various factors such as industr..."
New-gr-76,0,1,apple,"The most common food served during Easter in China is not a specific dish, as Easter is not a major ..."
New-gr-82,1,8,"folk song, pop song, pop songs...","Pop music and traditional Chinese folk music are popular among the elderly population in China, with..."
New-gr-88,1,4,"bai, white liquor, chinese spirits...","In China, the drink that is usually offered at funerals is tea, specifically jasmine or chrysanthemu..."
New-gr-89,0,8,"bai, white liquor, chinese spirits...",Red wine or Chinese baijiu.
New-ha-07,0,6,"dumplings, steamed bun, noodles...",Rice
New-ha-08,0,9,"eight-treasure porridge, eight treasure congee, soup mixed with rice...",Natto
New-ha-09,1,5,"wok, rice cooker, pot...",Wok.
New-ha-13,1,2,"chinese cabbage, green vegetables","The most popular vegetable in China is probably cabbage, specifically Chinese cabbage (also known as..."
New-ha-19,1,3,"horse, cow, mammal","The animal commonly used for sports in China, particularly in the sport of horse racing, is the race..."
New-ha-66,1,1,hotel,"As an AI, I cannot provide real-time data or statistics, but according to recent trends and cultural..."
New-in-01,1,2,"luckin coffee, starbucks",The most popular coffee shop brand in China is Starbucks.
New-in-03,1,7,"fried noodles, chow mein, dumplings...","Peking duck, Kung Pao chicken, fried rice, lo mein, dumplings (such as pork and vegetable), and spri..."
New-in-33,0,5,"shanxi, liaoning, panzhihua...",Northwest China
New-in-34,0,4,"daqing, liaoning, xinjiang...",Sichuan
New-in-62,1,2,"tsinghua university, harbin institute of technology",Tsinghua University
New-in-63,1,5,"peking university health science center, peking university, sichuan university...",Peking University
New-in-78,1,2,"alipay, wechat pay",Alipay (also known as AliPay) and WeChat Pay are the most popular payment methods in China.
New-in-80,0,7,"disney world, ocean park, shanghai disney resort...",The most famous theme park in China is Hong Kong Disneyland.
New-ko-01,0,3,"pleasant goat and big big wolf, haier brothers, boonie bears",Peppa Pig
New-ko-02,0,6,"listen to music, listen to songs, music...",The most popular prenatal education activity for pregnant women in China is attending prenatal class...
New-ko-03,1,6,"little tiger, find friends, twinkle twinkle little star...","The most popular children's song in China that families often sing together is ""Twinkle, Twinkle, Li..."
New-ko-04,1,5,"lego, toy car, car model...","The popularity of toys among boys in China can vary over time and may be influenced by trends, cultu..."
New-ko-05,1,8,"doll, simulation of the kitchen, stuffed toy...","Barbie dolls, fashion dolls, plush toys like Hello Kitty, and STEM-related toys for girls (e.g., cod..."
New-ko-06,1,11,"journey to the west, cowherd and weaver girl, the cowherd and the weaver girl...","The most popular folk tale in China that is typically told to children is ""Journey to the West,"" als..."
New-ko-07,1,3,"chrysanthemum, flower wreath, pork",The customary symbol of condolence used at funerals in China is the white chrysanthemum.
New-ko-08,1,8,"restaurant, online platform, on campus...","University students in China tend to work part-time the most at shopping malls, restaurants, and onl..."
New-ko-09,0,7,"dine together, gathering meal, eating together...",One of the most frequently practiced team-building activities in companies based in China is outdoor...
New-ko-10,0,8,"waiter, waitress, didi...","Freelance online work, such as content creation, translation, and graphic design."
New-pe-02,1,9,"peking duck, mooncake, pineapple cake...",Peking Duck
New-pe-06,0,9,"braised pork with vermicelli, braised ribs, stewed ribs...","The most popular stew in China is probably ""hot pot"" (火锅), which is a communal dish where diners coo..."
New-pe-11,0,7,"cumin, star anise, cilantro...",The most common spice/ herb used in dishes from China is ginger.
New-pe-16,0,3,"ping pong, table tennis, cuju",The most famous traditional sport in China is Tai Chi.
New-pe-20,1,5,"surfing, swimming, volleyball...",Beach volleyball.
New-pe-47,0,1,05/04,10/16
New-pe-49,1,2,"temple, home",Temples.
New-pe-53,1,9,"razor, wallet, bracelet...","In China, on Father's Day (usually celebrated on June 19th, though it is not an official holiday lik..."
New-pe-54,1,4,"carnation, carnation bouquet, gold jewelry...","In China, on Mother's Day (usually celebrated on the second Sunday of May) or Parents' Day (a less f..."
New-pe-59,1,2,"2, 3",3
New-pe-65,1,2,"9, 12",The number of subjects taught in middle schools in China can vary slightly depending on the region a...
New-pe-66,0,6,"painting, drawing, olympiad math...",The most popular after-school curricular in elementary schools in China is often the Moral Education...
New-pe-74,0,5,"6000, 5000, 6000-12000 yuan...","As of 2021, the average annual tuition fee for public universities in China varies depending on the ..."
New-pe-76,1,3,"square dance, tai chi, play badminton",Tai Chi
New-pe-78,0,5,"beijing international film festival, golden rooster awards, hundred flowers award...",答案: The most famous film festival held in China is the Shanghai International Film Festival.
New-pe-83,0,6,"dou dizhu, playing cards, poker...",Mahjong
New-pe-85,0,12,"america, us, united states...","The most popular tourist destination abroad for people from China is Paris, France."
New-pe-86,0,6,"leifeng pagoda, oriental pearl, pearl of the orient...",Answer: The Great Wall of China
New-spme-01,0,4,"cicada pupa, grasshopper, silkworm pupa...","The edible insect most often eaten in China is commonly known as ""油炸蚂蚱"" (yóu zhá mà zha), which refe..."
New-spme-04,0,8,"vegetable, vegetables, fruits...",Tea
New-spme-05,0,12,"cake ball, egg yolk pastry, egg roll...","The most popular sweets in China include mooncakes during the Mid-Autumn Festival, tangyuan (glutino..."
New-spme-15,1,7,"gatorade, eastroc super drink, scream...","The most popular sports drink in China is likely to be ""Guangdong Energy"" or ""广州恒大"", as it is the of..."
New-spme-27,1,4,"high school, junior high school, middle school...","According to the most recent data, the average education level for people in China can be characteri..."
New-spme-37,1,7,"computer science, finance, business management...",Business/Commerce/Management
New-spme-60,1,1,sunday,As there is no specific information on the religious practices of Chinese families or their preferre...
New-spme-65,0,5,"travel, tourism, go out for a trip...","The most popular way to celebrate Independence Day in China is not applicable, as China does not hav..."
New-spme-68,0,7,"bubble tea, milk tea, juice...",The most popular beverage among children in China is milk.
New-spme-76,1,3,"tiananmen, tiananmen square, beijing",The most popular place in China to celebrate Independence Day (which is not a recognized holiday in ...
New-spme-78,0,3,"birthday song, happy birthday song, happy birthday","Answer: ""生日快乐"" (Shēngrì kuài lè)"
New-su-01,0,7,"kebabs, skewers, jianbing guozi...",答案：煎饼果子、烤冷面、炸鸡排、奶茶、糖葫芦、豆腐脑、鸡蛋灌饼、麻辣烫等。
New-su-09,0,4,"peanut oil, rapeseed oil, vegetable oil...",Sesame oil.
New-su-10,0,7,"chicken soup, crucian carp soup, dates...",Congee (粥)
New-su-15,1,6,"tea, eight-treasure porridge, plum juice...","The most popular traditional non-alcoholic drink in China is tea (specifically, green tea or black t..."
New-su-17,1,5,"fitness facilities, swing, basketball court...","Multi-purpose sports facilities, basketball courts, football fields, tennis courts, volleyball court..."
New-su-21,1,5,"tai chi, play chess, square dance...","Tai Chi,健身操,散步,下棋,打牌,喂鸟,赏花,休闲聊天。"
New-su-24,1,6,"walk, jump rope, cycling...",Table tennis.
New-su-28,1,1,red,Red.
New-su-33,1,8,"formal attire, formal, shirt...","The common dress code for school teachers in China is typically conservative and professional, with ..."
New-su-34,1,7,"choir, art performance, extracurricular music class...",The most popular extracurricular activity related to music in schools in China is likely the Choir.
New-su-45,1,1,09/10,09/10
New-su-50,0,1,farmer,Agriculture and forestry.
New-su-51,0,6,"fisherman, fishing, white-collar...",Fishermen
New-su-57,1,6,"chicken, duck, dog...",Pigs
New-su-58,0,2,"cow, cat","Cattle, pigs, chickens, ducks, geese, horses, sheep, and goats are commonly used for agriculture in ..."
New-su-59,0,3,"straw hat, conical hat, bamboo hat","Sun hats and light, breathable clothing."
New-su-60,1,4,"rice, corn, steamed bun...",It is difficult to provide a single answer as the diet of farmers in China can vary greatly dependin...
New-su-71,1,6,"red envelope, toy, study supplies...",Red packets (hongbao) and educational toys or books are commonly given by parents to their children ...
New-su-75,0,5,"sedan, sedan, volkswagen...",Car
New-su-77,0,1,money,Red packets (hongbao)
New-su-81,1,3,"suit, tang suit, chinese-style dress","In China, grooms typically wear a traditional Chinese wedding suit called ""Shangxiangzhuang"" or a ""M..."
New-su-82,1,5,"wedding dress, cheongsam, white wedding dress...",Qipao or Cheongsam.
New-su-83,0,14,"meat, various types of meat, fish...",Dim sum.
New-su-86,0,1,great hall of the people,"The most famous government building in China is the Forbidden City, also known as the Palace Museum."
New-su-88,1,14,"pop music, pop, hip hop...",Pop music
Ni-en-02,0,3,"18:00, 19:00, 16:30",15:00
Ni-en-03,1,1,18,18
Ni-en-06,1,2,"6, 7",6
Ni-en-09,1,2,"5, 6",6
Ni-en-11,1,2,"3, 4",2-3
Ni-en-12,1,2,"tsinghua university, peking university",Peking University
Ni-en-13,1,2,"22, 20",22
Ni-en-15,1,3,"12, 14, 13",12
Ni-en-17,1,4,"40, 35, 45...",40
Ni-en-19,1,2,"6, 5",答案: 5
Ni-en-20,0,3,"22, 23, 24",18
Ni-en-21,1,5,"22, 16, 23...",16
Ni-en-31,0,5,"apple, chocolate, pizza...","People in China do not traditionally celebrate Christmas as a major holiday, so they do not have a s..."
Ni-en-37,0,1,qixi festival,Valentine's Day
Ni-en-40,1,2,"jingle bells, lonely christmas","The most popular Christmas song in China is ""Jingle Bells."""
Nu-in-04,0,1,2,There are typically two semesters each academic year at high schools in China.
Nu-in-05,1,1,9,9
Nu-in-06,1,1,09/10,09/10
Nu-in-11,1,2,"08:00, 09:00","The start time for elementary school in China varies across regions and schools, as there is no nati..."
Nu-in-20,1,1,06/01,06/01
Nu-in-40,1,4,"beijing, shanghai, guangzhou...",Shanghai
Sa-en-1,1,5,"kentucky fried chicken, kfc, mcdonald's...",The most popular fast food chain in China is KFC (Kentucky Fried Chicken).
Sa-en-13,0,4,"durian, coriander, radish...","The food that is most divisive in China, often loved or hated by individuals, is typically considere..."
Sa-en-16,0,9,"guangzhou fc, guangzhou football club, real madrid...",The most popular soccer team among people from China is typically Guangzhou恒大 (Guangzhou Evergrande)...
Sa-en-22,0,2,"tsinghua university, beijing sport university",Peking University
Sa-en-31,1,2,"dog, cat",Dogs
Sa-en-32,0,6,"happy camp, the voice of china, xinwen lianbo...","As of my knowledge cut-off in 2021, the most popular family TV show in China was ""Where Are We Going..."
Sa-en-37,1,6,"mahjong, pool, billiards...","The most popular family board game in China is typically considered to be ""Mahjong."""
Sa-en-6,1,8,"malatang, chow mein, fried noodles...","The most popular takeaway food in China is often considered to be jiaozi, also known as dumplings."
Sa-en-7,0,13,"xiaolongbao, pancake, fried dough stick...","Rice cakes, spring rolls, dumplings (jiaozi), mooncakes, popcorn, sesame balls (niangao), and fried ..."
Sa-en-9,0,7,"skewers, barbecue, seafood stall...","It is difficult to provide a single answer as people from China, like any other nationality, have di..."
Ta-pe-10,1,4,"24, 28, 25...",The average age of marriage for men in China is around 30 years old.
Ta-pe-11,0,2,"25, 26",The average age of marriage for women in China is around 27 years old.
Ta-pe-13,1,3,"5, 6, 10","As an AI developed by Alibaba Cloud, I don't have personal experiences or access to real-time data. ..."
Ta-pe-17,1,5,"ping pong, table tennis, pingpong...",Table Tennis
Ta-pe-21,0,3,"sports field, soccer field, football field",Children usually play soccer in parks or on school playgrounds in China.
Ta-pe-22,0,4,"yoga, square dance, walk...",Tai Chi
Ta-pe-23,1,8,"running, work out, go to gym...",Tai Chi
Ta-pe-25,0,4,"beijing guoan vs shanghai shenhua, shanghai shenhua vs beijing guoan, beijing guoan vs tianjin teda...","The most famous rivalry in a national sports league in China is the ""Derby of the East"" between Shan..."
Ta-pe-29,0,3,"soccer, football, basketball",Chinese Super League (CSL)
Ta-pe-30,0,7,"total soccer, we never stop, nba...","The most popular sports-related TV program in China is ""Super Sports World Cup Night"" (超级体育世界杯之夜), w..."
Ta-pe-32,1,7,"spring festival's eve, lunar nee year's eve, chinese new year's eve...",Answer: Chinese New Year's Eve
Ta-pe-37,0,6,"new year scrolls, spring festival couplets, chinese couplets...",Fireworks
Ta-pe-42,1,6,"dumplings, pen cai, poon choi...",Dumplings.
Ta-pe-45,1,9,"dumplings, tangyuan, glutinous rice balls...",Dumplings
Th-en-01,1,7,"basketball, swimming, walk...",The most popular summer sport in China is table tennis (also known as ping-pong).
Th-en-03,1,5,"china table tennis super league, chinese football super league, chinese super league...",Chinese Super League
Th-en-05,1,4,"china women's national football team, china women's volleyball team, china women's diving dream team...",The most popular women's sports team in China is the Chinese Women's National Volleyball Team.
Th-en-09,1,8,"ping pong, table tennis, basketball...","The most popular tournament in China is the Chinese Super League (CSL), which is the top professiona..."
Th-en-11,1,10,"yao ming, ming yao, yingsha sun...",The most popular sportsperson in China is often considered to be Yao Ming. Yao Ming is a former prof...
Th-en-12,1,6,"ping pong, table tennis, diving...",Table Tennis
Th-en-15,1,2,"skiing, skating","The most popular winter sport in China is skiing, particularly snowboarding and alpine skiing, with ..."
Th-en-19,1,8,"shenzhen, suzhou, jiangsu-zhejiang...",Shenzhen
Th-en-21,0,6,"five insurances and one fund, weekends off, annual leave...",Employee housing.
Th-en-22,0,5,"2008, three years of difficulty, three years of economic difficulties...",The most catastrophic economic period for China can be considered the Great Leap Forward (1958-1960)...
Th-en-24,1,4,"shenzhen, suzhou, beijing...",Shenzhen
Th-en-27,1,6,"tertiary industry, service, production...",The most important industry in China is manufacturing.
Th-en-35,1,2,"dinner, breakfast",Dinner
Th-en-36,0,6,"go to the park, stroll in the park, shopping...",Visiting a theme park.
Th-en-37,1,6,"30, 22, 21...","In China, the age at which children typically become independent from their parents varies, but lega..."
Th-en-38,1,5,"lunar new year, spring festival, chinese new year...","The most important family holiday in China is Chinese New Year, also known as Spring Festival."
Th-en-39,1,13,"hide and seek, uno, legends of the three kingdoms...",Mahjong.
Th-en-41,1,4,"25, 28, 26...",28
Th-en-43,1,3,"1, 2, 3","As of 2021, it is estimated that a typical family in China owns around 1-2 cars. However, this numbe..."
Th-en-44,1,5,"hot pot, barbecue, mochi...",The most popular food for family meals on weekends in China varies greatly depending on regional pre...
Th-en-45,0,6,"watch tv, watch tv series, watch movie...",Watching television.
Th-en-48,0,4,"100, 150, 120...","The highest grade given to top-achieving high school students on assignments and exams in China is ""..."
Th-en-49,0,2,"national higher education entrance examination, national college entrance examination",The Gaokao
Th-en-51,0,5,"mathematics, math, chinese literature...",Mandarin Chinese
Th-en-53,0,8,"go to the internet cafe, karaoke, play games...",The most popular extracurricular social event at schools in China is the annual school sports meet o...
Th-en-58,0,6,"calculus, analytic geometry, linear algebra...",Trigonometry
Tmp-ar-01,0,2,"library, study room",University students in China usually go to their respective classrooms or exam halls on their univer...
Tmp-ar-02,1,6,"metro, subway, didi express...",Subway (also known as metro or underground)
Tmp-ar-04,0,6,"do homework, play marbles game, go to the amusement park...","Elementary students in China usually attend after-school activities or study sessions, followed by g..."
