ID,Translation,prompt,response,prompt_no
Jod-ch-61,Which occupation is most preferred among females in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which occupation is most preferred among females in China?",Teacher.,pers-3
Jod-ch-62,Which occupation is most preferred among males in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which occupation is most preferred among males in China?",Entrepreneur/business owner.,pers-3
Ki-pe-17,"On average, how far do students typically pursue their education in China? (e.g., elementary, high school)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

On average, how far do students typically pursue their education in China? (e.g., elementary, high school)","On average, students in China typically pursue their education through high school.",pers-3
Ki-pe-24,What language is taught in schools in China besides English?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What language is taught in schools in China besides English?",Mandarin (Standard Chinese),pers-3
Ki-pe-30,What days of the week are schools closed in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What days of the week are schools closed in China?",Schools in China are typically closed on Saturdays and Sundays.,pers-3
Ki-pe-32,What food do the hosts usually prepare for the guests in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What food do the hosts usually prepare for the guests in China?","Dumplings (Jiaozi) or a variety of dishes that may include meat, vegetables, soups, and rice.",pers-3
Ki-pe-34,What is the usual drink in the breakfast in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the usual drink in the breakfast in China?",Soy milk or tea.,pers-3
Ki-pe-36,"Except the food original from China, which country's food is more popular in China?","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Except the food original from China, which country's food is more popular in China?",Japanese cuisine.,pers-3
Ki-pe-39,What food is usually prepared for a family picnic in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What food is usually prepared for a family picnic in China?","Cold dishes, dumplings, and fruits.",pers-3
Ki-pe-40,Which food from China is considered disgusting by the rest of the world?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which food from China is considered disgusting by the rest of the world?","Century eggs (皮蛋, pídàn) or stinky tofu (臭豆腐, chòu dòufu).",pers-3
Ki-pe-43,What is the name of the popular bread in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the name of the popular bread in China?",Mantou,pers-3
Ki-pe-51,"What time of day are government offices closed in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What time of day are government offices closed in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",17:00,pers-3
Ki-pe-53,"What is the normal start time of government offices in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the normal start time of government offices in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",09:00,pers-3
Kik-in-01,What national holiday has the longest duration in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What national holiday has the longest duration in China?","The Spring Festival, also known as Chinese New Year, has the longest duration in China.",pers-3
Kik-in-02,What are the common activities people from China do to celebrate Independence day?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What are the common activities people from China do to celebrate Independence day?","China does not have an Independence Day like many other countries. Instead, the closest equivalent celebration would be National Day, which occurs on October 1st each year to commemorate the founding of the People's Republic of China. On this day, people across China may participate in activities such as watching fireworks, attending concerts, visiting exhibitions, and enjoying public performances.",pers-3
Kik-in-04,What is installed in front of the house when a family member dies in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is installed in front of the house when a family member dies in China?",A white banner or white lanterns.,pers-3
Kik-in-05,When is a pregnancy celebration or ceremony usually held in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

When is a pregnancy celebration or ceremony usually held in China?","A pregnancy celebration, known as a baby shower, is not traditionally held in China. However, the closest equivalent would be the ""full month"" celebration, known as ""满月"" (man yue), which is held one month after the baby is born.",pers-3
Kik-in-06,What event is usually held before a wedding in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What event is usually held before a wedding in China?",The event usually held before a wedding in China is the tea ceremony.,pers-3
Kik-in-07,What is usually shared to the children during (Lunar) New Year in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is usually shared to the children during (Lunar) New Year in China?",Red envelopes with money (hongbao).,pers-3
Kik-in-08,What activities are usually done days before Ramadan in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What activities are usually done days before Ramadan in China?","Cleaning and decorating homes, shopping for food and supplies, preparing special meals, and engaging in charitable activities.",pers-3
Kik-in-10,What is the most popular tourist attraction for foreign visitors in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular tourist attraction for foreign visitors in China?",The Great Wall of China.,pers-3
Kik-in-11,"What is the most popular religious sites (temple, church, etc.) for tourism in China?","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular religious sites (temple, church, etc.) for tourism in China?",The Forbidden City in Beijing.,pers-3
Kik-in-15,What clothes do women usually wear on graduation commencement ceremony in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What clothes do women usually wear on graduation commencement ceremony in China?",Women usually wear formal attire or traditional Chinese clothing such as a cheongsam (qipao) for graduation commencement ceremonies in China.,pers-3
Kik-in-16,What drink is commonly consumed in China when the weather is cold?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What drink is commonly consumed in China when the weather is cold?",Hot water or hot tea.,pers-3
Kik-in-17,What fruit is more commonly sold and found during Ramadan in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What fruit is more commonly sold and found during Ramadan in China?",Dates (枣 or 红枣).,pers-3
Kik-in-24,What carbohydrate is usually served with chicken in a fast-food restaurant in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What carbohydrate is usually served with chicken in a fast-food restaurant in China?",Rice.,pers-3
Kik-in-31,What is the most famous martial art sports in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most famous martial art sports in China?",Kung Fu (also known as Gongfu or Wushu).,pers-3
Kik-in-34,What sports are often broadcasted on national television in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What sports are often broadcasted on national television in China?","Table tennis, basketball, soccer, badminton, and volleyball.",pers-3
Kik-in-35,What sports were popular among people from China during the COVID-19 pandemic?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What sports were popular among people from China during the COVID-19 pandemic?",Table tennis and badminton.,pers-3
Kik-in-36,Who is the most popular soccer coach in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most popular soccer coach in China?","As of my last update, Marcello Lippi was one of the most well-known and respected foreign soccer coaches in China due to his previous tenure as the head coach of the Chinese national team. However, the popularity of coaches can change rapidly based on recent performances and appointments, so there might be a different popular coach in the current context.",pers-3
Kik-in-37,What soccer teams in China are famous for their intense rivalry? (e.g. ___ vs ___),"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What soccer teams in China are famous for their intense rivalry? (e.g. ___ vs ___)",Beijing Guoan vs Shanghai Shenhua,pers-3
Kik-in-38,What are the names of soccer supporters in China who are famous for their intense rivalry? (e.g. ___ vs ___),"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What are the names of soccer supporters in China who are famous for their intense rivalry? (e.g. ___ vs ___)",Beijing Guoan fans vs Shanghai Shenhua fans,pers-3
Kik-in-40,Who is the most famous male badminton player in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most famous male badminton player in China?",Lin Dan,pers-3
Kik-in-41,Who is the most famous female badminton player in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most famous female badminton player in China?",The most famous female badminton player in China is probably Li Xuerui.,pers-3
Kik-in-44,What sport gets the most support from the government in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What sport gets the most support from the government in China?",Table Tennis,pers-3
Kik-in-45,What sports field facilities are usually available at schools in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What sports field facilities are usually available at schools in China?","Schools in China typically have facilities for basketball, table tennis, badminton, and a track for running.",pers-3
Na-ko-02,What cafe beverage do people from China most commonly enjoy?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What cafe beverage do people from China most commonly enjoy?",Tea.,pers-3
Na-ko-04,What is the preferred hangover cure food for people from China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the preferred hangover cure food for people from China?",Congee (rice porridge).,pers-3
Na-ko-05,What is the typical delivery food in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the typical delivery food in China?","The typical delivery food in China is Chinese cuisine, which may include dishes like dumplings, noodles, fried rice, Peking duck, and various stir-fried dishes.",pers-3
Na-ko-07,What type of meat is consumed most by people from China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What type of meat is consumed most by people from China?",Pork.,pers-3
Na-ko-08,What fruit do people from China often eat in the autumn season?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What fruit do people from China often eat in the autumn season?",Persimmons.,pers-3
Na-ko-09,What side dish is the most commonly served on a dining table in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What side dish is the most commonly served on a dining table in China?",Rice.,pers-3
Na-ko-11,What do people from China eat while watching a soccer game?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What do people from China eat while watching a soccer game?",Sunflower seeds.,pers-3
Na-ko-15,What is the representative nourishing food in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the representative nourishing food in China?",Chicken soup with ginseng.,pers-3
Na-ko-16,Who is the most famous soccer player in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most famous soccer player in China?",Sun Jihai,pers-3
Na-ko-17,What sports do male students enjoy during lunch time at school in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What sports do male students enjoy during lunch time at school in China?",Basketball,pers-3
Na-ko-18,What is the most common sport girls participate in during physical education classes in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most common sport girls participate in during physical education classes in China?",The most common sport girls participate in during physical education classes in China is likely badminton or table tennis.,pers-3
Na-ko-19,Who is the most popular volleyball player in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most popular volleyball player in China?",Zhu Ting,pers-3
Na-ko-20,What sports event do people from China passionately support the most in international competitions?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What sports event do people from China passionately support the most in international competitions?",The Olympic Games.,pers-3
Na-ko-22,Which country is considered the biggest rival in soccer matches for China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which country is considered the biggest rival in soccer matches for China?",Japan,pers-3
Na-ko-23,What type of sports academies do children attend the most in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What type of sports academies do children attend the most in China?",Table Tennis and Badminton academies.,pers-3
Na-ko-24,What is the most commonly eaten food in sports stadiums while watching games in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most commonly eaten food in sports stadiums while watching games in China?",Sunflower seeds.,pers-3
Na-ko-25,What are the typical sports played in China's school sports day?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What are the typical sports played in China's school sports day?","Track and field, basketball, table tennis, badminton, soccer.",pers-3
Na-ko-26,What are the popular sports among the middle-aged population in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What are the popular sports among the middle-aged population in China?",Table tennis and badminton.,pers-3
Na-ko-28,Who is the most popular winter sports player in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most popular winter sports player in China?",Wu Dajing (short track speed skating).,pers-3
Na-ko-29,Who is the most famous swimmer in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most famous swimmer in China?",Sun Yang,pers-3
Na-ko-30,What is the most popular e-sports game in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular e-sports game in China?",League of Legends,pers-3
Na-ko-33,What symbolic food do people from China eat on (Lunar) New Year?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What symbolic food do people from China eat on (Lunar) New Year?",Dumplings (Jiaozi),pers-3
Na-ko-37,What is the most popular domestic vacation spot for people from China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular domestic vacation spot for people from China?",Hainan Island,pers-3
Na-ko-38,What is the most common wedding gift between bride and groom in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most common wedding gift between bride and groom in China?","Red envelopes with money (红包, hóngbāo).",pers-3
Na-ko-39,What is typically given as a congratulatory gesture when attending a friend's wedding in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is typically given as a congratulatory gesture when attending a friend's wedding in China?",Red envelope with money (hóngbāo).,pers-3
Na-ko-40,"How long (in days) does a funeral typically last in China? (Provide Arabic numerals (e.g., 12) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

How long (in days) does a funeral typically last in China? (Provide Arabic numerals (e.g., 12) only.)",3,pers-3
Na-ko-41,What should you prepare as a condolence offering when attending a funeral in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What should you prepare as a condolence offering when attending a funeral in China?",White envelope with cash.,pers-3
Na-ko-42,What type of food is commonly provided at funeral parlors in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What type of food is commonly provided at funeral parlors in China?",White steamed buns (mantou) and fruits.,pers-3
Na-ko-43,What do people do in China in the morning of the (Lunar) New Year?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What do people do in China in the morning of the (Lunar) New Year?",They set off firecrackers and fireworks to welcome the new year.,pers-3
Na-ko-44,When is the day with China's most severe nationwide traffic congestion?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

When is the day with China's most severe nationwide traffic congestion?","The day with China's most severe nationwide traffic congestion is typically the first day of the National Day Golden Week, which is October 1st.",pers-3
Na-ko-45,What is the most popular honeymoon destination in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular honeymoon destination in China?",Sanya,pers-3
Ne-ar-05,What is the most important national holiday in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most important national holiday in China?","The most important national holiday in China is the Spring Festival, also known as Chinese New Year.",pers-3
Ne-ar-06,What do people from China eat in Ramadan?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What do people from China eat in Ramadan?","As a predominantly non-Muslim country, the majority of people in China do not celebrate Ramadan, and thus there is no specific food that Chinese people eat during Ramadan. However, Chinese Muslims, primarily the Hui and Uighur ethnic groups, may observe Ramadan and break their fast with traditional halal Chinese dishes or local Islamic cuisine.",pers-3
Ne-ar-09,What do people from China eat in Eid ul Fitr?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What do people from China eat in Eid ul Fitr?","People from China typically do not celebrate Eid ul Fitr as it is a Muslim holiday and the majority of Chinese people are not Muslim. However, Chinese Muslims may celebrate Eid ul Fitr with various dishes, often including items like lamb, beef, chicken, sweet rice and noodles, dumplings, and other halal foods according to Islamic dietary laws.",pers-3
Ne-ar-10,What do people from China eat in Eid ul Adha?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What do people from China eat in Eid ul Adha?","As a person from China, I might not celebrate Eid ul Adha, which is a Muslim holiday, unless I am part of the Muslim community in China, such as the Hui or Uighur ethnic groups. Those who do celebrate might eat dishes like lamb or mutton, as it is traditional to sacrifice an animal and share the meat during this festival.",pers-3
Ne-ar-11,Where do people from China go to celebrate New Year's Day?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Where do people from China go to celebrate New Year's Day?","Many people in China celebrate New Year's Day at home with their families, but some may also visit public spaces with festive activities, such as city squares, parks, or temples.",pers-3
Ne-ar-14,Where do a family gather for Eid festivities in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Where do a family gather for Eid festivities in China?",At home or at a mosque.,pers-3
Ne-ar-16,"When is the weekend in China (e.g. Monday, Tuesday)?","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

When is the weekend in China (e.g. Monday, Tuesday)?","Saturday, Sunday",pers-3
Ne-ar-17,"At what time do most people start work in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

At what time do most people start work in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",09:00,pers-3
Ne-ar-18,"At what time do most people finish work in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

At what time do most people finish work in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",18:00,pers-3
Ne-ar-20,What is considered to be a secure job in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is considered to be a secure job in China?",A government or civil service job is considered to be a secure job in China.,pers-3
Ne-ar-24,Which city is the primary commercial hub in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which city is the primary commercial hub in China?",Shanghai,pers-3
Ne-ar-25,What is the industry that pays the best in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the industry that pays the best in China?",The technology sector often pays the best in China.,pers-3
Ne-ar-26,What is the most famous public corporation in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most famous public corporation in China?",Alibaba Group,pers-3
Ne-ar-31,What is the most famous dish in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most famous dish in China?",Peking Duck (Beijing Duck),pers-3
Ne-ar-32,What do people usually have for breakfast in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What do people usually have for breakfast in China?","People in China usually have foods like congee, baozi (steamed buns), youtiao (fried dough sticks), and soy milk for breakfast.",pers-3
Ne-ar-33,"When do people usually have lunch in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

When do people usually have lunch in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",12:00,pers-3
Ne-ar-34,What is typically indispensable in meals in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is typically indispensable in meals in China?",Rice or noodles.,pers-3
Ne-ar-36,What is a typical festive meal in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is a typical festive meal in China?","A typical festive meal in China often includes dishes such as Peking duck, dumplings, fish, and longevity noodles.",pers-3
Ne-ar-37,Which fruit do people usually offer tourists/visitors from abroad in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which fruit do people usually offer tourists/visitors from abroad in China?",Lychee,pers-3
Ne-ar-38,Which food do people usually offer as charity in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which food do people usually offer as charity in China?",Zongzi (during the Dragon Boat Festival) or mooncakes (during the Mid-Autumn Festival).,pers-3
Ne-ar-39,What is the cheapest fast food in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the cheapest fast food in China?",Baozi (steamed buns).,pers-3
Ne-ar-43,What do people usually have with tea in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What do people usually have with tea in China?",Dim sum or small snacks such as sunflower seeds or nuts.,pers-3
Ne-ar-44,What do people have with coffee in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What do people have with coffee in China?","In China, people might have traditional Chinese pastries or dim sum with coffee.",pers-3
New-am-02,What is the most popular traditional food in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular traditional food in China?",Peking duck (Beijing roast duck).,pers-3
New-am-04,What is the most popular dipping sauce in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular dipping sauce in China?",Soy sauce.,pers-3
New-am-08,What food is most often consumed during Christian fasting in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What food is most often consumed during Christian fasting in China?","As an AI, I don't have a personal background, but I can provide information based on available data. In China, where Christians are a minority, there isn't a specific food universally consumed during Christian fasting. However, those who observe fasting might choose to eat simpler meals, such as porridge or vegetables, in line with their religious practices.",pers-3
New-am-15,What food is usually prepared when mothers give birth in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What food is usually prepared when mothers give birth in China?",Pig's feet ginger soup with black vinegar and eggs.,pers-3
New-am-27,Who is the most popular female sportperson in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most popular female sportperson in China?","As of my last update, the most popular female sportsperson in China could be considered to be Zhu Ting, a professional volleyball player. However, popularity can vary over time and with different achievements, so there might be other contenders depending on the current sports climate and recent events.",pers-3
New-am-34,Where do most elementary school students prepare for their exams in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Where do most elementary school students prepare for their exams in China?",At home or in school.,pers-3
New-am-41,"In China, at which grade level do students take their first national-level examination?","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

In China, at which grade level do students take their first national-level examination?",Grade 9 (for the Zhongkao - the Senior High School Entrance Examination).,pers-3
New-am-53,Which region in China is widely known for its coffee/tea industry?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which region in China is widely known for its coffee/tea industry?","Yunnan Province is widely known for its tea industry, particularly Pu'er tea. For coffee, Yunnan is also the main region known for coffee production in China.",pers-3
New-am-54,Which region in China is widely known for its livestock industry?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which region in China is widely known for its livestock industry?",Inner Mongolia.,pers-3
New-am-59,What is the main occupation of people living in deserts in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the main occupation of people living in deserts in China?",Animal husbandry (raising livestock such as sheep and camels).,pers-3
New-am-60,Which animal is typically used for transportation in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which animal is typically used for transportation in China?",Horses.,pers-3
New-am-72,What is the most popular comic book for children to read in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular comic book for children to read in China?","The most popular comic book for children in China is ""Doraemon"" (哆啦A梦).",pers-3
New-am-73,What is the most popular YouTube channel for children in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular YouTube channel for children in China?","As an AI, I don't have a personal background, but I can provide information based on available data. However, YouTube is blocked in China, and as such, there isn't a ""most popular YouTube channel for children in China"" in the way there might be in countries where YouTube is accessible. Instead, children in China typically use platforms like Youku, iQIYI, or Tencent Video for online video content.",pers-3
New-am-74,What is the most popular talk show in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular talk show in China?","As of my last update, one of the most popular talk shows in China was ""Day Day Up"" (天天向上). However, popularity can change over time, and there might be new shows that have gained popularity since then.",pers-3
New-am-77,What is the most famous religious holiday in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most famous religious holiday in China?","The most famous religious holiday in China is the Spring Festival, also known as Chinese New Year.",pers-3
New-am-81,"What is the busiest month for weddings in China? (Provide Arabic numerals (e.g., 1) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the busiest month for weddings in China? (Provide Arabic numerals (e.g., 1) only.)",10,pers-3
New-am-83,What is the most popular traditional musical instrument in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular traditional musical instrument in China?",The most popular traditional musical instrument in China is the Guzheng.,pers-3
New-as-01,What is the main agricultural product produced in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the main agricultural product produced in China?",Rice.,pers-3
New-as-02,What is the most popular wheat-based food item in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular wheat-based food item in China?",Baozi (steamed buns).,pers-3
New-as-05,What is the most typical drink offered to guests when they visit households in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most typical drink offered to guests when they visit households in China?",Tea.,pers-3
New-as-07,What is the most popular dish cooked with fish in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular dish cooked with fish in China?","Fish is prepared in many ways in China, and preferences can vary by region. However, one of the most popular and widely recognized dishes is ""Squirrel-shaped Mandarin Fish"" (Songshu Guiyu), especially in the Jiangsu province. Another popular dish is ""Steamed Fish"" (Qingzheng Yu), which is appreciated for its simplicity and flavor, highlighting the freshness of the fish.",pers-3
New-as-14,What food do people from China like to eat during rainy weather?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What food do people from China like to eat during rainy weather?",Hot pot.,pers-3
