id,en_question,score,true_answer,pred_answer,cos score
Jod-ch-41,What is the common leisure activity that females in their 20s in China engage in?,4,"['karaoke', 'larp', 'friends gathering', 'shopping', 'online game', 'play mahjong', 'murder mystery game', 'movie', 'live action role playing', 'tourism', 'travel', 'script murder']","It is difficult to provide a single answer as leisure activities can vary greatly among individuals in any age group or country. However, based on general trends, females in their 20s in China might commonly engage in activities such as watching movies or TV shows, shopping, spending time with friends, exercising (like going to gyms or joining fitness classes), and exploring new hobbies or interests. Online activities like social media use and gaming are also popular. Keep in mind that this is a broad generalization and personal preferences can differ significantly.",0.234583601
Jod-ch-42,What is the common leisure activity that males in their 20s in China engage in?,4,"['escape room', 'basketball', 'hiking', 'sports', 'work out', 'online game', 'mountaineering', 'running', 'play games']",The common leisure activity that males in their 20s in China engage in is playing mobile games.,0.306938022
Jod-ch-46,"How long (in hours) do people usually take a break after lunch on a weekday in China? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)",5,"['1', '0.5']",0.5,0.752579212
Jod-ch-48,What do people eat for lunch during the working days in China?,3,"['canteen', 'canteen boxed meal', 'bring own meal', 'noodles', 'takeout', 'rice', 'takeaway', 'takeout fast food']","It is difficult to provide a single answer as lunch options in China vary greatly depending on personal preferences, regional cuisine, and cultural traditions. However, some common lunch dishes include rice, noodles (such as congee, dumplings, or炒面), vegetables, meats (like stir-fries, roasted pork, or tofu), and soup. Street food and local specialty dishes also play a significant role in many cities.",0.28934595
Jod-ch-50,"What is the average commute time (in minutes) for people in China? (Provide Arabic numerals (e.g., 1) only.)",2,"['60', '30', '90']","According to the latest data, the average commute time in China is approximately 52 minutes.",0.121090211
Jod-ch-51,What is the most common transportation that people take to get to work in China?,2,"['bus', 'metro', 'car', 'shared bicycle', 'private car', 'public transport', 'subway']",Bicycles,0.495015353
Jod-ch-54,"How long (in days) is the marriage leave in China? (Provide Arabic numerals (e.g., 12) only.)",1,"['3', '2']",98,0.194429055
Jod-ch-56,"What is the typical retirement age for women in China? (Provide Arabic numerals (e.g., 12) only.)",5,"['55', '60', '65']",60,0.729061127
Jod-ch-57,"What is the typical retirement age for men in China? (Provide Arabic numerals (e.g., 12) only.)",5,"['60', '61', '65']",60,0.729061007
Jod-ch-58,Which profession is the most respected in China?,3,"['firefighter', 'civil servant', 'teacher', 'chief executive officer', 'company president', 'ceo', 'police']","It is difficult to pinpoint a single profession as the most respected in China, as respect can vary based on cultural values and context. Generally, professions like doctors (especially physicians), teachers, scientists, engineers, and government officials are often held in high esteem. However, this can change depending on societal trends and public perception at any given time.",0.221061811
Jod-ch-60,What is the duration (in hours) of a typical workday in China? (Provide Arabic numerals (0~24) only.),5,"['8', '9']",8,0.638644278
Jod-ch-61,Which occupation is most preferred among females in China?,4,"['social media influencer', 'civil servant', 'nurse', 'teacher']",Primary school teacher,0.576618016
Jod-ch-62,Which occupation is most preferred among males in China?,3,"['civil servant', 'programmer', 'doctor', 'white-collar (office worker)', 'investment bank', 'software engineer', 'be an official (civil servant)', 'doing business (being a boss)']","It is difficult to determine the most preferred occupation among males in China without current data, as preferences can change over time. However, traditionally, jobs in fields such as technology, engineering, business, and government have been popular. Blue-collar jobs like construction and manufacturing were also historically common. For the most up-to-date information, refer to recent labor market surveys or statistical reports.",0.24657774
Ki-pe-17,"On average, how far do students typically pursue their education in China? (e.g., elementary, high school)",3,"['high school', 'diploma', 'junior college', 'bachelor', 'undergraduate']","In China, students typically pursue their education up to the secondary level, which includes middle school (equivalent to junior high school and senior high school combined). This is where they complete the 9-year compulsory education. Some students then continue to higher education, such as university or vocational schools, but this is not universal for all students.",0.261372864
Ki-pe-24,What language is taught in schools in China besides English?,5,"['chinese', 'chinese language']",Mandarin Chinese.,0.560469329
Ki-pe-30,What days of the week are schools closed in China?,5,"['sunday', 'saturday']","In China, schools generally follow a Monday to Friday schedule with weekends (Saturday and Sunday) as holidays. However, it's important to note that school schedules may vary slightly depending on the region and educational level (e.g., primary, secondary, or university). Public holidays also affect school closures, such as New Year's Day, Spring Festival, National Day, and other traditional Chinese holidays.",0.238116577
Ki-pe-32,What food do the hosts usually prepare for the guests in China?,4,"['stir-fry', 'dim sum', 'plenty of meat and fish', 'dish with generous amounts of meat and fish', 'fish', 'dishes', 'cold dish', 'rice', 'duck', 'chicken']","Dim sum, Peking duck, Kung Pao chicken, hot pot, and roast duck are some traditional dishes that hosts may prepare for guests in China.",0.423315465
Ki-pe-34,What is the usual drink in the breakfast in China?,2,"['soy milk', 'milk']","Tea (specifically, usually black tea or green tea) is the usual drink in breakfast in China.",0.194266766
Ki-pe-36,"Except the food original from China, which country's food is more popular in China?",5,"['united kingdom', 'uk', 'japan', 'thailand', 'us', 'france', 'united states', 'america']",Japan,0.610713065
Ki-pe-39,What food is usually prepared for a family picnic in China?,3,"['egg', 'cake', 'sandwich', 'instant noodles', 'snacks', 'fruit', 'ready-to-cook meal']","Rice, dumplings, noodles, barbecue skewers (such as zhajiangmian or kebabs), spring rolls, baozi (steamed buns), fruit, and various cold dishes like cucumber salad or pickled vegetables are commonly prepared for family picnics in China.",0.307864159
Ki-pe-40,Which food from China is considered disgusting by the rest of the world?,4,"['preserved egg', 'dog meat', 'century egg', 'stinky tofu']","There isn't a single food that is universally considered disgusting by the rest of the world across all cultures, including those in China. Different people have varying tastes and cultural preferences when it comes to food. Some foods that might be unfamiliar or unappetizing to some foreigners include insects, balut (a developing bird embryo), or certain types of fermented foods like stinky tofu or century eggs. However, these are not necessarily considered disgusting by everyone and can be enjoyed by those who are open to trying them.",0.452602625
Ki-pe-43,What is the name of the popular bread in China?,1,"['european bread', 'master bao', 'zixi bread', 'european-style bread', 'dirty bun']",Steamed Buns (or Mantou),0.477089077
Ki-pe-51,"What time of day are government offices closed in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",4,"['18:00', '17:00']","Government offices in China generally follow a standard work schedule from Monday to Friday, with office hours typically starting around 09:00 and ending around 17:30. However, it's important to note that some offices may have different hours or may be closed during lunchtime, which is usually from around 12:00 to 14:00. Therefore, an approximate closure time would be:

17:30",0.300895602
Ki-pe-53,"What is the normal start time of government offices in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",5,"['09:00', '08:00']",9:00,0.775787115
Kik-in-01,What national holiday has the longest duration in China?,3,"['national day', 'lunar new year', 'october 1st', '1st of october', 'chinese new year', 'spring festival']","National Day holiday (also known as China National Day or National Day Holiday) has the longest duration in China, lasting for 7 days, from October 1st to 7th.",0.454789817
Kik-in-02,What are the common activities people from China do to celebrate Independence day?,3,"['fireworks', 'watch the parade', 'military parade', 'tourism', 'travel', 'stay at home']","The question asks about common activities people in China do to celebrate Independence Day, but there is no specific Independence Day celebrated in China. China celebrates National Day on October 1st, marking the founding of the People's Republic of China. On this day, various activities take place, such as:

Answer: Parades, flag-raising ceremonies, fireworks displays, cultural events, and public holidays.",0.301777095
Kik-in-04,What is installed in front of the house when a family member dies in China?,2,"['funeral couplet', 'white mourning banner', 'white lantern', 'memorial hall']",A mourning arch or a funeral arch (qīn fān) is traditionally installed in front of a house when a family member dies in China as a sign of respect and to announce the death to the community. This arch is usually made of paper or wood and displays condolences and哀悼 messages.,0.382235855
Kik-in-06,What event is usually held before a wedding in China?,5,"['pick up the bride', 'banquet', 'buy dowry', 'sacrificial ceremony', 'wedding photo shoot', 'engagement ceremony']", engagement ceremony,0.768464446
Kik-in-07,What is usually shared to the children during (Lunar) New Year in China?,5,"['red envelope', 'sweets', 'sweet', 'candy', 'red envelope with lucky money', 'red packet', 'snacks']",Red packets (hongbao),0.725935996
Kik-in-10,What is the most popular tourist attraction for foreign visitors in China?,5,"['mausoleum of the first qin emperor', 'the palace museum', 'terracotta warriors', 'forbidden city', 'great wall']",The Great Wall of China.,0.670242071
Kik-in-11,"What is the most popular religious sites (temple, church, etc.) for tourism in China?",5,"['shaolin temple', 'wudang mountains', 'mount wutai', 'yonghe temple', 'putuo temple', 'temple of heaven', 'blagoveshchensk', 'lingyin temple']","The most popular religious site for tourism in China is the Great Wall of China, which is not a temple or church but an ancient fortification. However, if you are looking for a religious site, the Temple of Heaven in Beijing is a significant one attracting many tourists due to its historical and cultural significance.",0.370880485
Kik-in-15,What clothes do women usually wear on graduation commencement ceremony in China?,2,"[""bachelor's gown"", 'white clothes', 'academic dress']","In China, women usually wear formal attire or traditional clothing such as a qipao (also known as a cheongsam) or a more modern business suit to a graduation commencement ceremony. However, Western-style dresses or suits are also common, especially for those who are not traditionally dressed. The choice often depends on personal preference and cultural influence.",0.374841839
Kik-in-16,What drink is commonly consumed in China when the weather is cold?,5,"['coffee', 'bai', 'soy milk', 'bubble tea', 'white liquor', 'tea', 'soup', 'milk tea', 'corn juice', 'chinese spirits']",Hot tea (such as Chrysanthemum tea or Pu-erh tea) is commonly consumed in China when the weather is cold.,0.410886765
Kik-in-17,What fruit is more commonly sold and found during Ramadan in China?,1,"['coconut', 'apple', 'melon']",Durian,0.389426351
Kik-in-24,What carbohydrate is usually served with chicken in a fast-food restaurant in China?,5,"['meal', 'rice', 'fries']",Rice,0.719281018
Kik-in-31,What is the most famous martial art sports in China?,5,"['chinese kung fu', 'five-step fist', 'tai chi', 'kung fu', 'chinese martial arts']",The most famous martial art sport in China is Tai Chi.,0.510559797
Kik-in-34,What sports are often broadcasted on national television in China?,4,"['basketball', 'diving', 'soccer', 'football', 'table tennis', 'badminton', 'volleyball']","Chinese National Football League (中超联赛), Chinese Basketball Association (CBA), Table Tennis, Badminton, Martial Arts (such as Wushu and Tai Chi), and occasionally international soccer (including the World Cup and Asian Games) are often broadcasted on national television in China.",0.230866984
Kik-in-35,What sports were popular among people from China during the COVID-19 pandemic?,2,"['fitness ring', 'stay at home', 'aerobics']","As an AI, I cannot provide real-time data or current events, including the popularity of sports during the COVID-19 pandemic in China. However, it's important to note that during such times, people worldwide may engage in various sports while adhering to safety guidelines, which could include traditional activities like basketball, table tennis, martial arts (such as Tai Chi), and online fitness workouts due to restrictions on public gatherings. For the most accurate information, consult recent news sources or official statistics.",0.27258119
Kik-in-36,Who is the most popular soccer coach in China?,1,"['fan zhiyi', 'li tie', 'li fenglou', 'bora milutinovic']","As of my last update in 2021, the most popular soccer coach in China is Li Xiayang, also known as Li霄洋. However, popularity can change over time due to performance, achievements, and public perception, so it's advisable to check for the current top coach based on recent data.",0.321289092
Kik-in-37,What soccer teams in China are famous for their intense rivalry? (e.g. ___ vs ___),3,"['zhejiang team vs qingdao hainiu', 'shandong luneng vs shanghai shenhua', 'shandong luneng vs guangdong evergrande', 'evergrande vs. luneng', 'shanghai sipg vs shanghai shenhua']",Shanghai Shenhua vs. Guangzhou Evergrande,0.633159697
Kik-in-38,What are the names of soccer supporters in China who are famous for their intense rivalry? (e.g. ___ vs ___),1,['beijing guoan vs tianjin teda'],答案: Green Gang (Láozhōu) vs Red Devils (Hóngyuè),0.290490597
Kik-in-40,Who is the most famous male badminton player in China?,5,['lin dan'],Lin Dan,0.782993317
Kik-in-41,Who is the most famous female badminton player in China?,1,"['xie xingfang', 'chen yufei']",The most famous female badminton player in China is Lin Dan.,0.256726533
Kik-in-44,What sport gets the most support from the government in China?,5,"['diving', 'ping pong', 'skiing', 'soccer', 'football', 'table tennis', 'badminton', 'gymnastics']",Table tennis.,0.666050851
Kik-in-45,What sports field facilities are usually available at schools in China?,3,"['horizontal bar', 'ping pong table', 'soccer stadium', 'basketball court', 'athletics field', 'sports field', 'soccer field', 'runway']","In China, schools typically have a variety of sports field facilities, including football (soccer) fields, basketball courts, volleyball courts, tennis courts, track and field tracks, ping-pong tables, and sometimes soccer goals, badminton courts, and gymnasiums. Some larger schools may also have facilities for other sports like basketball, volleyball, or table tennis, as well as facilities for team sports like gymnastics, martial arts, and wrestling. Additionally, many schools in China prioritize the construction of multi-purpose sports halls to accommodate different activities.",0.331297636
Na-ko-02,What cafe beverage do people from China most commonly enjoy?,1,"['starbucks', 'latte coffee', 'latte', 'milk coffee']",Tea,0.409289658
Na-ko-04,What is the preferred hangover cure food for people from China?,2,"['porridge', 'noodles', 'peanuts', 'tea', 'milk', 'honey water']",Ginseng soup,0.314827591
Na-ko-05,What is the typical delivery food in China?,3,"['malatang', 'rice bowl', 'claypot rice', 'snail noodles', 'barbecue', 'rice with toppings', 'luosifen', 'shaxian delicacies', 'skewers']","The typical delivery food in China varies by region, but some popular options include:

1. Dumplings (Jiaozi)
2. Noodles (Ramen or various regional styles like zhajiangmian)
3. Hot Pot (Huoguo)
4. Kung Pao Chicken (Gongbao Jidiren)
5. Fried Rice (Chǎofàn)
6. Mapo Tofu (Ma Po Doufu)
7. Peking Roast Duck (Beijing Yāzǐ)
8. Xiaolongbao (Soup Dumplings)
9. Zhajiangmian (Fried Sauce Noodles)
10. Steamed Buns (Baozi)

These are just a few examples, as Chinese cuisine is diverse and regional specialties abound.",0.327815622
Na-ko-07,What type of meat is consumed most by people from China?,5,"['chicken', 'beef', 'pork']",Pork,0.753324986
Na-ko-08,What fruit do people from China often eat in the autumn season?,5,"['pomelo', 'apple', 'pear', 'grape']",答案：Apples,0.530764222
Na-ko-09,What side dish is the most commonly served on a dining table in China?,2,"['chinese cabbage', 'pickled mustard tuber', 'chili pepper', 'stir-fried green vegetables', 'green vegetables', 'stir-fried meat']",Rice,0.396257788
Na-ko-11,What do people from China eat while watching a soccer game?,3,"['mineral water', 'fried chicken', 'food to accompany alcohol', 'potato chips', 'chips']","People from China, like any other group, may eat a variety of foods while watching a soccer game, depending on their personal preferences and cultural norms. Some common options could include:

1. Fried rice or noodles
2. Dumplings (steamed or fried)
3. Baozi (steamed buns)
4. Chips and popcorn
5. Hotpot (a communal dish)
6. Snacks like peanuts or crispy snacks
7. Barbecue or street food
8. Beer or soft drinks

It's important to note that these are general examples and not everyone will follow them. The specific food choice can vary greatly depending on the individual and the setting.",0.410206199
Na-ko-15,What is the representative nourishing food in China?,1,"['dates', 'goji berries', 'red dates', 'swallow nests', 'ginseng', ""edible bird's nests""]",Rice,0.376771897
Na-ko-16,Who is the most famous soccer player in China?,1,"['lei wu', 'zhiyi fan', 'fan zhiyi', 'shihao wei', 'wei shihao', 'wu lei']",The most famous soccer player in China is probably Sun Jihai.,0.32343781
Na-ko-17,What sports do male students enjoy during lunch time at school in China?,3,"['reach jump', 'basketball', 'vertical jump', 'play basketball']","The question does not specify a particular region or school, so it's difficult to provide a definitive answer. However, in many Chinese schools, popular sports activities during lunchtime among male students might include basketball, football (soccer), table tennis, volleyball, and sometimes running or playing dodgeball. These sports are common due to their accessibility and the fact that they require minimal equipment and space.",0.270933539
Na-ko-18,What is the most common sport girls participate in during physical education classes in China?,1,"['jump rope', 'basketball', 'shuttlecock kicking', 'running', 'badminton', 'volleyball']",Answer: The most common sport girls participate in during physical education classes in China is gymnastics.,0.207046509
Na-ko-19,Who is the most popular volleyball player in China?,1,"['lang ping', 'wei qiuyue']",The most popular volleyball player in China is Zhu Ting.,0.215278715
Na-ko-20,What sports event do people from China passionately support the most in international competitions?,2,"['basketball', 'ping pong', 'soccer', 'football', 'table tennis', 'volleyball']",Olympic Games,0.303633958
Na-ko-22,Which country is considered the biggest rival in soccer matches for China?,5,"['south korea', 'japan', 'argentina', 'brazil', 'spain']",Japan,0.610712945
Na-ko-23,What type of sports academies do children attend the most in China?,2,"['sports university', 'beijing sport university', 'various types of sports schools', 'sports academies in various regions']",Football (Soccer) academies,0.688573778
Na-ko-24,What is the most commonly eaten food in sports stadiums while watching games in China?,1,"['popcorn', 'roasted sausage', 'energy bar']","The most commonly eaten food in sports stadiums while watching games in China is likely to be Jianbing, a popular Chinese street food. It's a crepe-like snack filled with various ingredients such as crispy fried dough, scallions, cilantro, and a sweet and savory sauce.",0.145911098
Na-ko-25,What are the typical sports played in China's school sports day?,2,"['800 meters running', 'long-distance running', 'sprint', 'long jump', 'high jump', 'relay race', 'running', 'tug of war']","The typical sports played in China's school sports day include track and field events, basketball, football (soccer), volleyball, table tennis, and martial arts (such as Tai Chi and martial arts competitions).",0.156762391
Na-ko-26,What are the popular sports among the middle-aged population in China?,3,"['square dance', 'square dancing', 'hiking', 'mahjong']","Tai Chi, Square Dancing, Table Tennis, and Golf are popular sports among the middle-aged population in China.",0.259090036
Na-ko-28,Who is the most popular winter sports player in China?,5,"['wang meng', 'eileen gu']","The most popular winter sports player in China is often considered to be Eileen Gu (谷爱玲), a freestyle skier who has achieved significant success and gained widespread popularity both domestically and internationally. She has won medals at the Olympics, World Championships, and other major competitions.",0.452446818
Na-ko-29,Who is the most famous swimmer in China?,5,"['zhang lin', 'sun yang']",Sun Yang,0.730136633
Na-ko-30,What is the most popular e-sports game in China?,5,"['dota', 'honor of kings', 'defense of the ancients', 'league of legends']",The most popular e-sports game in China is League of Legends.,0.359554708
Na-ko-33,What symbolic food do people from China eat on (Lunar) New Year?,5,"['sweet rice balls', 'fish', 'dumplings', 'glutinous rice balls', 'tangyuan', 'chicken']",Dumplings.,0.690566301
Na-ko-37,What is the most popular domestic vacation spot for people from China?,1,"['hainan', 'west lake', 'hainan island', 'dali ancient town', 'dali', 'hangzhou west lake', 'the bund, shanghai', 'palace museum', 'beijing', 'terracotta warriors', 'forbidden city', 'great wall', 'shanghai']",Hawaii,0.353500485
Na-ko-38,What is the most common wedding gift between bride and groom in China?,1,"['gold jewelry', 'wedding ring', 'ring', 'bride price']","The most common wedding gift between bride and groom in China is money in a red envelope, also known as hongbao. This is typically given to express good wishes and financial support for the newlyweds.",0.347835958
Na-ko-39,What is typically given as a congratulatory gesture when attending a friend's wedding in China?,5,"['cash gift', 'red envelope', 'cash red envelope']",Red envelope with money.,0.800804615
Na-ko-40,"How long (in days) does a funeral typically last in China? (Provide Arabic numerals (e.g., 12) only.)",2,"['3', '5', '7']",3-Jan,0.455664396
Na-ko-41,What should you prepare as a condolence offering when attending a funeral in China?,3,"['cash', 'no need to bring a gift', 'food', 'traditional money gift at a funeral', 'flower wreath']","Mao Zedong Shengsi (烧纸, also known as joss paper or spirit money) and fruit.",0.253914416
Na-ko-42,What type of food is commonly provided at funeral parlors in China?,2,['ordinary meal'],"In China, it is common to provide steamed buns (also known as ""funeral buns"" or ""sorrow buns"") at funeral parlors as a part of the mourning rituals and to honor the deceased. These buns symbolize respect and are often given to mourners as a sign of support during the funeral ceremony.",0.216429174
Na-ko-43,What do people do in China in the morning of the (Lunar) New Year?,3,"['burn incense', ""pay one's respect at someone's gravesite"", 'grave sweeping', ""pay a new year's visit"", 'set off firecrackers', 'slaughter poultry', 'send red envelope']","People in China traditionally wake up early on the morning of the Lunar New Year, also known as Spring Festival, to participate in various activities. They often greet each other with ""Gong Xi Fa Cai"" (恭喜发财), wish for good fortune, and exchange red envelopes filled with money. Families typically gather for a reunion breakfast, which may include auspicious foods like dumplings or fish symbolizing wealth and abundance. Additionally, they may light firecrackers or fireworks to scare away evil spirits and bring good luck.",0.296856672
Na-ko-44,When is the day with China's most severe nationwide traffic congestion?,5,"['national day', 'the first day of national day', 'lunar new year', 'chinese new year', 'spring festival', 'the first day of spring festival']","The day with China's most severe nationwide traffic congestion is typically the Chinese New Year's Eve, also known as Chūnjié yuánqiān, when people travel to their hometowns for family reunions. This leads to massive traffic jams across the country.",0.409919471
Na-ko-45,What is the most popular honeymoon destination in China?,1,"['hainan', 'thailand', 'yunnan', 'maldives', 'sanya', 'xiamen']",Hawaii,0.349647969
Ne-ar-05,What is the most important national holiday in China?,5,"['mid-autumn festival', 'national day', 'lunar new year', 'chinese new year', 'spring festival']","The most important national holiday in China is National Day, also known as中华人民共和国国庆节 (Zhōnghuá Rénmín Guó Jié), which falls on October 1st.",0.453708231
Ne-ar-06,What do people from China eat in Ramadan?,1,"['suhor', 'noodles', 'mutton', 'lamb', 'chicken', 'beef']","People from China do not observe Ramadan, as it is a religious holiday observed by Muslims. Therefore, there is no specific food tradition associated with Chinese individuals during Ramadan.",0.199615061
Ne-ar-09,What do people from China eat in Eid ul Fitr?,1,"['dapanji', 'saute spicy chicken', 'vegetarian']","It is not common for people from China to celebrate Eid ul Fitr, as it is a significant holiday primarily observed by Muslims. Therefore, they would not typically eat specific foods associated with this festival.",0.122289866
Ne-ar-10,What do people from China eat in Eid ul Adha?,3,"['pilaf', 'grilled meat', 'fried dough twist', 'rice', 'barbecue']","It is not common for people from China to celebrate Eid ul Adha, as it is a significant Islamic holiday. Therefore, they would not typically prepare traditional Eid dishes. However, if there are Muslim communities in China who observe the festival, they might celebrate with customary Eid foods like qurbani (sacrificial meat), biryani, or other culturally diverse dishes.",0.17860356
Ne-ar-11,Where do people from China go to celebrate New Year's Day?,1,"[""parents' home"", 'home', 'hometown', 'restaurant', ""grandparents' house""]",China,0.272096038
Ne-ar-14,Where do a family gather for Eid festivities in China?,5,"['home', 'restaurant', 'mosque']","In China, a family may gather for Eid festivities at mosques, Islamic centers, or in their own homes, especially if they are of Muslim minority communities like the Hui or Uighur ethnic groups. Large-scale celebrations may also take place in designated community halls or cultural centers.",0.222400725
Ne-ar-16,"When is the weekend in China (e.g. Monday, Tuesday)?",5,"['sunday', 'saturday']",The weekend in China is Saturday and Sunday.,0.475380629
Ne-ar-17,"At what time do most people start work in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",5,"['09:00', '10:00', '08:00']",9:00,0.775787115
Ne-ar-18,"At what time do most people finish work in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",5,"['20:00', '18:00', '17:30', '18:30']",17:30,0.815636337
Ne-ar-20,What is considered to be a secure job in China?,4,"['civil servant', 'teacher', 'lawyer', 'doctor', 'state-owned enterprise job']","Government jobs are often considered to be relatively secure in China due to their stability and close ties with the government. However, this does not guarantee absolute job security as it may vary by sector and individual circumstances.",0.444727242
Ne-ar-24,Which city is the primary commercial hub in China?,5,"['beijing', 'guangzhou', 'shanghai']",Shanghai,0.683403432
Ne-ar-25,What is the industry that pays the best in China?,4,"['internet', 'it', 'banker', 'lawyer', 'medical', 'finance']","The industry that pays the best in China varies over time and can be influenced by various factors such as market demand, skill level, and regional development. Generally, tech companies like tech giants like Huawei, Tencent, and Alibaba, as well as finance (e.g., investment banks), and consulting offer higher salaries. However, this information is subject to change and may not be applicable to all individuals or locations.",0.182383567
Ne-ar-26,What is the most famous public corporation in China?,5,"['moutai', 'alibaba']",The most famous public corporation in China is Alibaba Group.,0.431740612
Ne-ar-31,What is the most famous dish in China?,5,"['kung pao chicken', 'hot pot', 'mapo tofu', 'peking duck', 'goubuli baozi', 'peking roast duck', 'tomato scrambled eggs', 'goubuli bun']",Peking Roast Duck.,0.801272333
Ne-ar-32,What do people usually have for breakfast in China?,5,"['porridge', 'soy milk', 'milk cereal', 'noodles', 'cooked wheaten food', 'egg-filled pancake', 'ried dough sticks', 'pasta']","Noodles, congee, porridge, steamed buns, or fried rice are commonly consumed for breakfast in China, depending on the region and local preferences.",0.369404644
Ne-ar-33,"When do people usually have lunch in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",5,"['12:00', '11:40', '13:00', '12:30']",12:00,0.78490752
Ne-ar-34,What is typically indispensable in meals in China?,5,"['salt', 'noodles', 'staple food', 'rice']",Rice,0.719280958
Ne-ar-36,What is a typical festive meal in China?,4,"['fish', 'dumplings', 'may there be surpluses every year (fish)', 'hot pot', 'chicken', 'manchu han imperial feast']","A typical festive meal in China often includes dishes such as Peking Roast Duck, dumplings (jiaozi), fish (often steamed or fried, symbolizing abundance), sweet and sour pork, hot pot, and a variety of vegetables and rice. Additionally, there may be a whole fish served as a symbol of prosperity, and dessert like mooncakes during the Mid-Autumn Festival.",0.400806755
Ne-ar-37,Which fruit do people usually offer tourists/visitors from abroad in China?,1,"['watermelon', 'apple', 'grape', 'orange']",答案：Dragon Fruit,0.3559798
Ne-ar-38,Which food do people usually offer as charity in China?,2,"['instant noodles', 'meat']",Rice,0.366267055
Ne-ar-39,What is the cheapest fast food in China?,3,"['rice bowl', 'steamed bun', 'noodles', 'rice with toppings', 'shaxian delicacies']","It is difficult to determine the cheapest fast food in China as prices can vary depending on location, brand, and regional preferences. Generally, street food like Jianbing (Chinese crepe), Baozi (steamed buns), and Yangrou Chafa (羊肉泡馍) can be considered relatively affordable compared to chain restaurants. However, without specific data or a current price comparison, I cannot provide an exact answer.",0.320800394
Ne-ar-43,What do people usually have with tea in China?,5,"['preserved fruit', 'dim sum', 'fruits', 'sunflower seeds', 'seeds', 'cookies', 'biscuit', 'melon seeds', 'snacks', 'fruit', 'candied fruit']",People usually have tea in China with snacks or dim sum.,0.482645512
Ne-ar-44,What do people have with coffee in China?,1,"['coffee mate', 'bread', 'milk', 'cake']",Chopsticks.,0.317193687
New-am-02,What is the most popular traditional food in China?,5,"['sweet rice balls', 'dumplings', 'glutinous rice balls', 'roujiamo', 'tangyuan', 'rougamo']",The most popular traditional food in China is often considered to be dumplings (jiaozi).,0.50369519
New-am-04,What is the most popular dipping sauce in China?,5,"['bean paste sauce', 'vinegar', 'soy sauce', 'lao gan ma', 'sesame oil', 'sesame sauce']","The most popular dipping sauce in China is often considered to be soy sauce, particularly for dishes like dumplings and noodles. However, it can vary depending on regional preferences, with other options like vinegar or chili oil also being widely used.",0.438654602
New-am-15,What food is usually prepared when mothers give birth in China?,1,"['pork shank', 'porridge', 'noodles', 'crucian carp soup', 'chicken soup', 'milk powder', 'pork knuckle', 'fish soup']",Red eggs.,0.333249807
New-am-27,Who is the most popular female sportperson in China?,5,"['fu yuanhui', 'guo jingjing', 'zhu ting', 'chen yufei', 'sun yingsha', 'eileen gu', 'li na', 'deng yaping']","The most popular female sportsperson in China is often considered to be Li Na, a retired professional tennis player who achieved significant success, including winning Grand Slam titles at the French Open and Australian Open.",0.285958022
New-am-34,Where do most elementary school students prepare for their exams in China?,4,"['training class', 'home', 'library', 'school', 'cram school', 'tutoring class']","In China, most elementary school students prepare for their exams in classrooms at school, under the guidance of their teachers.",0.318882972
New-am-41,"In China, at which grade level do students take their first national-level examination?",1,"['12', 'last year of high school', 'final year of high school', '12th grade']","In China, students take their first national-level examination, known as the High School Entrance Examination (also called the ""Gaokao""), at the end of Grade 9.",0.289109051
New-am-53,Which region in China is widely known for its coffee/tea industry?,5,"[""fujian's tea"", 'zhejiang', 'henan', 'anhui', 'hangzhou', 'yunnan']",Yunnan,0.590536654
New-am-54,Which region in China is widely known for its livestock industry?,5,"['henan', 'xinjiang', 'tibet', 'inner mongolia']",Inner Mongolia,0.671030104
New-am-59,What is the main occupation of people living in deserts in China?,5,"['environmental protection', 'herdsman', 'raise camels', 'farming', 'tourism', 'farmer']",Farmers,0.625288367
New-am-60,Which animal is typically used for transportation in China?,5,['horse'],Horse,0.677411497
New-am-72,What is the most popular comic book for children to read in China?,1,"['one hundred thousand whys', 'a shuai', 'shuke and beta']","The most popular comic book for children to read in China is ""Nezha"" (哪吒), which is based on the legendary Chinese mythological figure and has been adapted into various comic series and animated films.",0.150450915
New-am-74,What is the most popular talk show in China?,1,"['rock & roast', 'day day up', 'the jinxing show', 'roast!']","The most popular talk show in China is ""The Reader"" (朗读者).",0.237440348
New-am-77,What is the most famous religious holiday in China?,5,"['lunar new year', 'spring festival', 'chinese new year']","The most famous religious holiday in China is the Chinese New Year, also known as Spring Festival.",0.523524702
New-am-81,"What is the busiest month for weddings in China? (Provide Arabic numerals (e.g., 1) only.)",1,['10'],7,0.299262941
New-am-83,What is the most popular traditional musical instrument in China?,5,"['suona', 'flute', 'drum', 'guzheng', 'pipa', 'guqin', 'erhu']",The most popular traditional musical instrument in China is the Erhu.,0.533430874
New-as-01,What is the main agricultural product produced in China?,5,"['wheat', 'soybean', 'grain', 'tea leaves', 'rice']",Rice,0.719280958
