id,en_question,score,true_answer,pred_answer,reason
Jod-ch-30,What are the specific decorations or symbols associated with the most biggest festival in China?,3,"['spring festival couplets', 'couplet', 'chinese couplets', 'chinese knot', 'new year scrolls', 'lantern', 'firecrackers']","Red lanterns, couplets, dragon and lion dances, and the character ""Fu"" which means fortune.","The predicted answer includes 'red lanterns' which is semantically similar to 'lantern' in the true answers. 'Couplets' is also mentioned, which matches 'spring festival couplets', 'couplet', and 'chinese couplets'. However, 'dragon and lion dances' and 'the character Fu' are not mentioned in the true answers, and 'firecrackers' and 'chinese knot' from the true answers are missing in the prediction. Therefore, the answer is somewhat related but not fully aligned."
Jod-ch-37,What sports do women like to watch the most in China?,3,"['basketball', 'mahjong', 'table tennis', ""women's volleyball"", 'ping pong', 'diving', 'swimming']",Basketball and badminton,"The predicted answer 'basketball' matches one of the true answers, but 'badminton' does not match any of the true answers. Therefore, the predicted answer is somewhat related to the true answers."
Jod-ch-38,What sports do men like to watch the most in China?,5,"['basketball', 'football', 'formula 1', 'soccer', 'diving', 'f1', 'formula one']",Soccer and Basketball,The predicted answer 'Soccer and Basketball' matches the true answers 'soccer' and 'basketball' after case-insensitive comparison.
Jod-ch-41,What is the common leisure activity that females in their 20s in China engage in?,5,"['online game', 'travel', 'play mahjong', 'live action role playing', 'karaoke', 'friends gathering', 'murder mystery game', 'script murder', 'tourism', 'movie', 'larp', 'shopping']",Shopping and karaoke.,The predicted answer 'Shopping and karaoke' matches two of the true answers 'shopping' and 'karaoke' after normalization and lemmatization.
Jod-ch-42,What is the common leisure activity that males in their 20s in China engage in?,4,"['basketball', 'online game', 'running', 'hiking', 'play games', 'work out', 'mountaineering', 'escape room', 'sports']",Playing video games,"The predicted answer 'Playing video games' is very similar to the true answer 'online game' and 'play games'. Both refer to engaging in gaming activities, which is a common leisure activity."
Jod-ch-46,"How long (in hours) do people usually take a break after lunch on a weekday in China? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)",3,"['1', '0.5']",1.5,"The predicted answer '1.5' is somewhat related to the true answers '1' and '0.5', as it falls within a reasonable range of break times. However, it does not match any of the true answers exactly or after normalization."
Jod-ch-48,What do people eat for lunch during the working days in China?,4,"['takeaway', 'takeout fast food', 'takeout', 'canteen boxed meal', 'bring own meal', 'rice', 'canteen', 'noodles']",Rice or noodles with vegetables and meat.,"The predicted answer 'Rice or noodles with vegetables and meat' includes 'rice' and 'noodles', which are part of the true answers. The addition of 'vegetables and meat' is a common accompaniment, making it very similar to the true answers."
Jod-ch-50,"What is the average commute time (in minutes) for people in China? (Provide Arabic numerals (e.g., 1) only.)",2,"['60', '90', '30']",52,The predicted answer '52' is numerically close to the true answers but does not match any of them. It is weakly related as it falls within the range of the true answers.
Jod-ch-51,What is the most common transportation that people take to get to work in China?,5,"['car', 'private car', 'public transport', 'metro', 'shared bicycle', 'bus', 'subway']",Public bus or subway,The predicted answer 'Public bus or subway' matches the true answers 'bus' and 'subway' after normalization and lemmatization.
Jod-ch-54,"How long (in days) is the marriage leave in China? (Provide Arabic numerals (e.g., 12) only.)",5,"['3', '2']",3,The predicted answer '3' matches one of the true answers '3' under case-insensitive comparison.
Jod-ch-56,"What is the typical retirement age for women in China? (Provide Arabic numerals (e.g., 12) only.)",5,"['60', '65', '55']",55,The predicted answer '55' matches one of the true answers exactly.
Jod-ch-57,"What is the typical retirement age for men in China? (Provide Arabic numerals (e.g., 12) only.)",5,"['60', '65', '61']",60,The predicted answer '60' matches one of the true answers exactly under case-insensitive comparison.
Jod-ch-58,Which profession is the most respected in China?,2,"['police', 'ceo', 'company president', 'civil servant', 'chief executive officer', 'teacher', 'firefighter']",Doctor,"The predicted answer 'Doctor' is weakly related to the true answers as both are professions that can be respected, but 'Doctor' is not listed among the true answers. There is no direct match or sub-category relationship."
Jod-ch-60,What is the duration (in hours) of a typical workday in China? (Provide Arabic numerals (0~24) only.),5,"['9', '8']",8,The predicted answer '8' matches one of the true answers exactly.
Jod-ch-61,Which occupation is most preferred among females in China?,5,"['teacher', 'nurse', 'social media influencer', 'civil servant']",Teacher,The predicted answer 'Teacher' matches one of the true answers 'teacher' under case-insensitive comparison.
Jod-ch-62,Which occupation is most preferred among males in China?,3,"['doctor', 'investment bank', 'doing business (being a boss)', 'white-collar (office worker)', 'civil servant', 'software engineer', 'programmer', 'be an official (civil servant)']",Engineer,"The predicted answer 'Engineer' is somewhat related to the true answers 'software engineer' and 'programmer', as they all fall under the broader category of engineering and technical professions. However, it does not match any of the true answers exactly or through normalization."
Ki-pe-17,"On average, how far do students typically pursue their education in China? (e.g., elementary, high school)",4,"['diploma', 'junior college', 'undergraduate', 'bachelor', 'high school']",Most students pursue their education up to university level.,"The predicted answer 'university level' is very similar to the true answers 'undergraduate' and 'bachelor', as both refer to higher education levels typically pursued after high school. However, it does not match exactly due to the inclusion of 'high school' in the true answers."
Ki-pe-24,What language is taught in schools in China besides English?,5,"['chinese language', 'chinese']",Chinese,The predicted answer 'Chinese' matches the true answers 'chinese language' and 'chinese' under case-insensitive comparison.
Ki-pe-30,What days of the week are schools closed in China?,5,"['saturday', 'sunday']",Saturday and Sunday,The predicted answer 'Saturday and Sunday' matches the true answers 'saturday' and 'sunday' under case-insensitive comparison.
Ki-pe-32,What food do the hosts usually prepare for the guests in China?,3,"['duck', 'chicken', 'rice', 'dim sum', 'cold dish', 'stir-fry', 'fish', 'dishes', 'dish with generous amounts of meat and fish', 'plenty of meat and fish']",Dumplings or Peking Duck,"The predicted answer 'Peking Duck' is somewhat related to the true answer 'duck', but 'Dumplings' do not match any of the true answers. The predicted answer partially aligns with the true answers, hence a score of 3."
Ki-pe-34,What is the usual drink in the breakfast in China?,5,"['milk', 'soy milk']",Soy milk,The predicted answer 'Soy milk' matches one of the true answers 'soy milk' under case-insensitive comparison.
Ki-pe-36,"Except the food original from China, which country's food is more popular in China?",3,"['japan', 'uk', 'thailand', 'united states', 'us', 'france', 'america', 'united kingdom']",Japanese food,"The predicted answer 'Japanese food' is somewhat related as it refers to a type of food from a specific country, similar to the true answers which list countries. However, Japan is not included in the true answers, so it does not match any of them directly."
Ki-pe-39,What food is usually prepared for a family picnic in China?,2,"['instant noodles', 'egg', 'fruit', 'cake', 'snacks', 'ready-to-cook meal', 'sandwich']",Rice balls and dumplings,"The predicted answer 'rice balls and dumplings' is weakly related to the true answers as they are all types of food that could be prepared for a picnic, but there is no direct match or sub-category relationship with the true answers."
Ki-pe-40,Which food from China is considered disgusting by the rest of the world?,5,"['dog meat', 'stinky tofu', 'preserved egg', 'century egg']",Century eggs,The predicted answer 'Century eggs' matches the true answer 'century egg' after case-insensitive comparison.
Ki-pe-43,What is the name of the popular bread in China?,1,"['master bao', 'european bread', 'zixi bread', 'dirty bun', 'european-style bread']",Mantou,"The predicted answer 'Mantou' is unrelated to any of the true answers, which include 'master bao', 'european bread', 'zixi bread', 'dirty bun', and 'european-style bread'. There is no semantic or categorical similarity between 'Mantou' and the true answers."
Ki-pe-51,"What time of day are government offices closed in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",5,"['18:00', '17:00']",17:00,The predicted answer '17:00' matches one of the true answers exactly.
Ki-pe-53,"What is the normal start time of government offices in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",3,"['09:00', '08:00']",08:30,"The predicted answer '08:30' is somewhat related to the true answers '09:00' and '08:00', as it falls between the two times, but it does not match any of them exactly."
Kik-in-01,What national holiday has the longest duration in China?,5,"['1st of october', 'national day', 'lunar new year', 'chinese new year', 'october 1st', 'spring festival']",Chinese New Year,"The predicted answer 'Chinese New Year' matches one of the true answers exactly, indicating an identical or essentially the same meaning."
Kik-in-02,What are the common activities people from China do to celebrate Independence day?,1,"['military parade', 'travel', 'fireworks', 'watch the parade', 'tourism', 'stay at home']",China does not celebrate Independence Day.,"The predicted answer states that China does not celebrate Independence Day, which is unrelated to the true answers that list activities such as 'military parade', 'travel', and 'fireworks'."
Kik-in-04,What is installed in front of the house when a family member dies in China?,5,"['memorial hall', 'funeral couplet', 'white mourning banner', 'white lantern']",A white mourning banner,The predicted answer 'A white mourning banner' matches one of the true answers 'white mourning banner' under case-insensitive comparison.
Kik-in-05,When is a pregnancy celebration or ceremony usually held in China?,1,[],After birth,"The predicted answer 'After birth' is unrelated to the question about when a pregnancy celebration or ceremony is usually held in China, as it does not provide a relevant time frame or context for such an event."
Kik-in-06,What event is usually held before a wedding in China?,2,"['engagement ceremony', 'banquet', 'buy dowry', 'pick up the bride', 'wedding photo shoot', 'sacrificial ceremony']",Tea Ceremony,"The predicted answer 'Tea Ceremony' is weakly related to the true answers as it is a traditional event associated with Chinese weddings, but it is not specifically listed among the true answers provided."
Kik-in-07,What is usually shared to the children during (Lunar) New Year in China?,5,"['red packet', 'sweets', 'red envelope', 'red envelope with lucky money', 'candy', 'snacks', 'sweet']",Red envelopes with money,The predicted answer 'Red envelopes with money' matches the true answer 'red envelope with lucky money' after case-insensitive comparison and normalization.
Kik-in-08,What activities are usually done days before Ramadan in China?,1,[],Not common,"The predicted answer 'Not common' is unrelated to the question about activities done before Ramadan in China, and there are no true answers provided for comparison."
Kik-in-10,What is the most popular tourist attraction for foreign visitors in China?,5,"['mausoleum of the first qin emperor', 'great wall', 'terracotta warriors', 'the palace museum', 'forbidden city']",The Great Wall of China,The predicted answer 'The Great Wall of China' matches 'great wall' from the true answers after case-insensitive comparison.
Kik-in-11,"What is the most popular religious sites (temple, church, etc.) for tourism in China?",5,"['lingyin temple', 'yonghe temple', 'mount wutai', 'shaolin temple', 'putuo temple', 'blagoveshchensk', 'wudang mountains', 'temple of heaven']",Shaolin Temple,The predicted answer 'Shaolin Temple' matches one of the true answers exactly.
Kik-in-15,What clothes do women usually wear on graduation commencement ceremony in China?,5,"[""bachelor's gown"", 'academic dress', 'white clothes']",Academic gown and cap,The predicted answer 'academic gown and cap' is essentially the same as 'academic dress' and 'bachelor's gown' after normalization and lemmatization.
Kik-in-16,What drink is commonly consumed in China when the weather is cold?,4,"['milk tea', 'corn juice', 'coffee', 'bubble tea', 'tea', 'white liquor', 'soup', 'chinese spirits', 'soy milk', 'bai']",Hot tea,"The predicted answer 'Hot tea' is a specific type of 'tea', which is one of the true answers. This matches the sub-category match rule, warranting a high score."
Kik-in-17,What fruit is more commonly sold and found during Ramadan in China?,1,"['apple', 'melon', 'coconut']",Dates,"The predicted answer 'Dates' is unrelated to the true answers ['apple', 'melon', 'coconut'] in terms of fruit commonly sold and found during Ramadan in China."
Kik-in-24,What carbohydrate is usually served with chicken in a fast-food restaurant in China?,5,"['fries', 'rice', 'meal']",Rice,The predicted answer 'Rice' matches one of the true answers 'rice' under case-insensitive comparison.
Kik-in-31,What is the most famous martial art sports in China?,5,"['five-step fist', 'chinese martial arts', 'kung fu', 'tai chi', 'chinese kung fu']",Kung Fu,The predicted answer 'Kung Fu' matches one of the true answers 'kung fu' under case-insensitive comparison.
Kik-in-34,What sports are often broadcasted on national television in China?,5,"['basketball', 'table tennis', 'football', 'soccer', 'badminton', 'diving', 'volleyball']","Football, basketball, and table tennis.","The predicted answer 'Football, basketball, and table tennis' matches three of the true answers ('football', 'basketball', 'table tennis') after normalization and lemmatization."
Kik-in-35,What sports were popular among people from China during the COVID-19 pandemic?,1,"['stay at home', 'aerobics', 'fitness ring']",Table tennis and badminton,"The predicted answer 'Table tennis and badminton' is unrelated to the true answers 'stay at home', 'aerobics', and 'fitness ring'. There is no semantic similarity or overlap between the predicted and true answers."
Kik-in-36,Who is the most popular soccer coach in China?,1,"['fan zhiyi', 'bora milutinovic', 'li fenglou', 'li tie']",Marcello Lippi,The predicted answer 'Marcello Lippi' does not match any of the true answers and is unrelated to them. There is no semantic similarity or sub-category relationship between the predicted answer and the true answers.
Kik-in-37,What soccer teams in China are famous for their intense rivalry? (e.g. ___ vs ___),3,"['evergrande vs. luneng', 'shanghai sipg vs shanghai shenhua', 'shandong luneng vs shanghai shenhua', 'zhejiang team vs qingdao hainiu', 'shandong luneng vs guangdong evergrande']",Beijing Guoan vs Shanghai Shenhua,"The predicted answer 'Beijing Guoan vs Shanghai Shenhua' is somewhat related as it includes 'Shanghai Shenhua', which appears in some of the true answers. However, the other team 'Beijing Guoan' does not match any of the teams in the true answers."
Kik-in-38,What are the names of soccer supporters in China who are famous for their intense rivalry? (e.g. ___ vs ___),3,['beijing guoan vs tianjin teda'],Beijing Guoan vs Shanghai Shenhua,"The predicted answer 'Beijing Guoan vs Shanghai Shenhua' is somewhat related to the true answer 'Beijing Guoan vs Tianjin Teda' as both involve Beijing Guoan, but the opposing team is different. The rivalry context is maintained, but the specific teams differ."
Kik-in-40,Who is the most famous male badminton player in China?,5,['lin dan'],Lin Dan,The predicted answer 'Lin Dan' matches the true answer 'lin dan' under case-insensitive comparison.
Kik-in-41,Who is the most famous female badminton player in China?,2,"['chen yufei', 'xie xingfang']",Wang Yihan,"The predicted answer 'Wang Yihan' is a well-known female badminton player from China, but she is not listed among the true answers. The answer is weakly related as it is in the same category of famous Chinese female badminton players."
Kik-in-44,What sport gets the most support from the government in China?,5,"['table tennis', 'football', 'soccer', 'ping pong', 'badminton', 'diving', 'skiing', 'gymnastics']",Table Tennis,The predicted answer 'Table Tennis' matches the true answer 'table tennis' under case-insensitive comparison.
Kik-in-45,What sports field facilities are usually available at schools in China?,4,"['athletics field', 'basketball court', 'soccer field', 'runway', 'sports field', 'soccer stadium', 'ping pong table', 'horizontal bar']",Basketball courts and table tennis tables,"The predicted answer 'Basketball courts and table tennis tables' includes 'basketball court' and 'ping pong table' (which is synonymous with 'table tennis table') from the true answers. Both items match after normalization and lemmatization, but not all true answers are covered."
Na-ko-02,What cafe beverage do people from China most commonly enjoy?,2,"['latte', 'latte coffee', 'starbucks', 'milk coffee']",coffee,"The predicted answer 'coffee' is weakly related to the true answers, which specify types of coffee beverages like 'latte' and 'milk coffee'. However, 'coffee' is a broader category and does not match the specific types mentioned."
Na-ko-04,What is the preferred hangover cure food for people from China?,3,"['milk', 'tea', 'noodles', 'porridge', 'honey water', 'peanuts']",Congee with pickled vegetables,"The predicted answer 'Congee with pickled vegetables' is somewhat related to the true answer 'porridge', as congee is a type of porridge. However, the addition of 'pickled vegetables' is not mentioned in the true answers, and the other true answers are not related to the prediction."
Na-ko-05,What is the typical delivery food in China?,2,"['rice bowl', 'barbecue', 'luosifen', 'shaxian delicacies', 'skewers', 'claypot rice', 'malatang', 'snail noodles', 'rice with toppings']",Dumplings,"The predicted answer 'Dumplings' is weakly related to the true answers as it is a popular food item in China, but it does not match any of the specific typical delivery foods listed in the true answers."
Na-ko-07,What type of meat is consumed most by people from China?,5,"['pork', 'beef', 'chicken']",Pork,The predicted answer 'Pork' matches one of the true answers 'pork' under case-insensitive comparison.
Na-ko-08,What fruit do people from China often eat in the autumn season?,5,"['apple', 'pear', 'grape', 'pomelo']",Pears and apples,The predicted answer 'Pears and apples' matches two of the true answers 'pear' and 'apple' after singular/plural normalization.
Na-ko-09,What side dish is the most commonly served on a dining table in China?,2,"['stir-fried green vegetables', 'green vegetables', 'chili pepper', 'pickled mustard tuber', 'chinese cabbage', 'stir-fried meat']",Rice,"The predicted answer 'Rice' is weakly related to the true answers as it is a common staple in Chinese cuisine, but it does not match any of the specific side dishes listed in the true answers."
Na-ko-11,What do people from China eat while watching a soccer game?,2,"['mineral water', 'potato chips', 'chips', 'fried chicken', 'food to accompany alcohol']",Sunflower seeds or popcorn,"The predicted answer 'sunflower seeds or popcorn' is weakly related to the true answers. While both are snack foods that could be consumed while watching a game, they do not match any of the specific true answers provided."
Na-ko-15,What is the representative nourishing food in China?,2,"['ginseng', 'red dates', 'goji berries', 'swallow nests', ""edible bird's nests"", 'dates']",Chicken soup with ginseng,"The predicted answer 'Chicken soup with ginseng' is weakly related to the true answers as it contains 'ginseng', which is one of the true answers. However, the overall dish is not directly listed among the true answers."
Na-ko-16,Who is the most famous soccer player in China?,5,"['zhiyi fan', 'fan zhiyi', 'lei wu', 'shihao wei', 'wei shihao', 'wu lei']",Wu Lei,The predicted answer 'Wu Lei' matches one of the true answers 'lei wu' after case-insensitive comparison.
Na-ko-17,What sports do male students enjoy during lunch time at school in China?,4,"['reach jump', 'basketball', 'vertical jump', 'play basketball']",Basketball and table tennis,"The predicted answer 'basketball' matches one of the true answers directly. 'Table tennis' is not mentioned in the true answers, but the presence of 'basketball' makes the prediction very similar to the true answers."
Na-ko-18,What is the most common sport girls participate in during physical education classes in China?,5,"['basketball', 'jump rope', 'running', 'shuttlecock kicking', 'badminton', 'volleyball']",Badminton,The predicted answer 'Badminton' matches one of the true answers exactly.
Na-ko-19,Who is the most popular volleyball player in China?,2,"['lang ping', 'wei qiuyue']",Zhu Ting,"The predicted answer 'Zhu Ting' is a well-known volleyball player in China, but she is not listed among the true answers 'lang ping' and 'wei qiuyue'. The answer is weakly related as Zhu Ting is a prominent figure in Chinese volleyball, but does not match the true answers."
Na-ko-20,What sports event do people from China passionately support the most in international competitions?,3,"['basketball', 'table tennis', 'football', 'soccer', 'ping pong', 'volleyball']",Table Tennis and Badminton,"The predicted answer 'Table Tennis' matches 'table tennis' from the true answers after case normalization, but 'Badminton' is not present in the true answers. Therefore, the answer is somewhat related."
Na-ko-22,Which country is considered the biggest rival in soccer matches for China?,5,"['japan', 'spain', 'argentina', 'brazil', 'south korea']",Japan,The predicted answer 'Japan' matches one of the true answers 'japan' under case-insensitive comparison.
Na-ko-23,What type of sports academies do children attend the most in China?,2,"['sports academies in various regions', 'various types of sports schools', 'beijing sport university', 'sports university']",Table tennis and badminton academies.,"The predicted answer specifies 'table tennis and badminton academies', which are specific types of sports academies. However, the true answers refer to general sports academies or universities without specifying particular sports. The predicted answer is weakly related as it falls under the broader category of sports academies mentioned in the true answers."
Na-ko-24,What is the most commonly eaten food in sports stadiums while watching games in China?,1,"['energy bar', 'roasted sausage', 'popcorn']",Sunflower seeds,"The predicted answer 'Sunflower seeds' is unrelated to the true answers 'energy bar', 'roasted sausage', and 'popcorn'. There is no semantic similarity or sub-category relationship between the predicted and true answers."
Na-ko-25,What are the typical sports played in China's school sports day?,2,"['sprint', 'high jump', 'running', 'tug of war', 'relay race', 'long-distance running', '800 meters running', 'long jump']","Track and field, basketball, and table tennis.","The predicted answer includes 'track and field', which is somewhat related to 'sprint', 'high jump', 'running', 'relay race', and 'long jump' from the true answers. However, 'basketball' and 'table tennis' are unrelated to the true answers, which focus on track and field events. Therefore, the overall similarity is weak."
Na-ko-26,What are the popular sports among the middle-aged population in China?,2,"['square dancing', 'mahjong', 'square dance', 'hiking']",Tai Chi and Badminton,"The predicted answer 'Tai Chi and Badminton' is weakly related to the true answers. While Tai Chi is a popular activity among middle-aged people in China, it is not listed in the true answers. Badminton is a popular sport in China but not specifically mentioned for the middle-aged population in the true answers. There is no direct match or sub-category match with the true answers."
Na-ko-28,Who is the most popular winter sports player in China?,5,"['eileen gu', 'wang meng']",Wang Meng,The predicted answer 'Wang Meng' matches one of the true answers exactly.
Na-ko-29,Who is the most famous swimmer in China?,5,"['sun yang', 'zhang lin']",Sun Yang,The predicted answer 'Sun Yang' matches one of the true answers 'sun yang' under case-insensitive comparison.
Na-ko-30,What is the most popular e-sports game in China?,5,"['honor of kings', 'defense of the ancients', 'league of legends', 'dota']",League of Legends,The predicted answer 'League of Legends' matches one of the true answers exactly.
Na-ko-33,What symbolic food do people from China eat on (Lunar) New Year?,5,"['sweet rice balls', 'tangyuan', 'glutinous rice balls', 'dumplings', 'chicken', 'fish']",Dumplings,The predicted answer 'Dumplings' matches one of the true answers exactly.
Na-ko-37,What is the most popular domestic vacation spot for people from China?,4,"['palace museum', 'hainan island', 'hainan', 'shanghai', 'west lake', 'great wall', 'beijing', 'the bund, shanghai', 'dali', 'dali ancient town', 'terracotta warriors', 'hangzhou west lake', 'forbidden city']",Sanya,"Sanya is a city on Hainan Island, which is one of the true answers. Therefore, it is a specific location within a broader true answer, warranting a high score."
Na-ko-38,What is the most common wedding gift between bride and groom in China?,1,"['ring', 'wedding ring', 'bride price', 'gold jewelry']",Red envelope with money,"The predicted answer 'Red envelope with money' is unrelated to the true answers 'ring', 'wedding ring', 'bride price', and 'gold jewelry'. There is no semantic similarity or overlap between the predicted and true answers."
Na-ko-39,What is typically given as a congratulatory gesture when attending a friend's wedding in China?,5,"['red envelope', 'cash red envelope', 'cash gift']",Red envelope with money,The predicted answer 'Red envelope with money' matches the true answers 'red envelope' and 'cash red envelope' after considering the inclusion of money as a common understanding of the contents of a red envelope in this context.
Na-ko-40,"How long (in days) does a funeral typically last in China? (Provide Arabic numerals (e.g., 12) only.)",5,"['3', '5', '7']",3,The predicted answer '3' matches one of the true answers exactly.
Na-ko-41,What should you prepare as a condolence offering when attending a funeral in China?,5,"['cash', 'traditional money gift at a funeral', 'food', 'no need to bring a gift', 'flower wreath']",White envelope with money,The predicted answer 'White envelope with money' is essentially the same as 'cash' and 'traditional money gift at a funeral' after normalization and lemmatization.
Na-ko-42,What type of food is commonly provided at funeral parlors in China?,2,['ordinary meal'],tea and snacks,"The predicted answer 'tea and snacks' is weakly related to the true answer 'ordinary meal'. While both involve food, 'tea and snacks' are not equivalent to an 'ordinary meal' and do not match after normalization or lemmatization."
Na-ko-43,What do people do in China in the morning of the (Lunar) New Year?,4,"[""pay a new year's visit"", 'set off firecrackers', 'grave sweeping', 'slaughter poultry', 'burn incense', ""pay one's respect at someone's gravesite"", 'send red envelope']",They set off fireworks and firecrackers to scare away evil spirits.,"The predicted answer 'set off fireworks and firecrackers to scare away evil spirits' is very similar to the true answer 'set off firecrackers'. The addition of 'fireworks' and the explanation of the purpose ('to scare away evil spirits') does not change the core activity, which is setting off firecrackers."
Na-ko-44,When is the day with China's most severe nationwide traffic congestion?,5,"['the first day of spring festival', 'national day', 'lunar new year', 'chinese new year', 'spring festival', 'the first day of national day']",The first day of Chinese New Year holiday.,The predicted answer 'The first day of Chinese New Year holiday' matches the true answer 'the first day of spring festival' and 'chinese new year' under case-insensitive comparison and normalization.
Na-ko-45,What is the most popular honeymoon destination in China?,5,"['hainan', 'yunnan', 'maldives', 'thailand', 'sanya', 'xiamen']","Sanya, Hainan Island","The predicted answer 'Sanya, Hainan Island' includes 'Sanya', which matches one of the true answers 'sanya' under case-insensitive comparison."
Ne-ar-05,What is the most important national holiday in China?,5,"['national day', 'lunar new year', 'mid-autumn festival', 'chinese new year', 'spring festival']",Chinese New Year,The predicted answer 'Chinese New Year' matches one of the true answers 'chinese new year' under case-insensitive comparison.
Ne-ar-06,What do people from China eat in Ramadan?,1,"['mutton', 'chicken', 'suhor', 'noodles', 'lamb', 'beef']",Most Chinese people do not observe Ramadan as the majority of the population is not Muslim.,"The predicted answer focuses on the religious observance of Ramadan in China, stating that most Chinese people do not observe it, while the true answers list specific foods consumed during Ramadan. The predicted answer does not address the question of what is eaten, making it unrelated to the true answers."
Ne-ar-09,What do people from China eat in Eid ul Fitr?,2,"['dapanji', 'saute spicy chicken', 'vegetarian']","Most Chinese people do not celebrate Eid ul Fitr as it is a Muslim holiday. However, Chinese Muslims might eat traditional foods such as beef, mutton, and sweet rice pudding.","The predicted answer mentions foods like beef, mutton, and sweet rice pudding, which are weakly related to the true answers. There is no direct match or sub-category match with 'dapanji', 'saute spicy chicken', or 'vegetarian'. The predicted answer is somewhat related as it discusses traditional foods that might be consumed by Chinese Muslims during Eid ul Fitr."
Ne-ar-10,What do people from China eat in Eid ul Adha?,3,"['fried dough twist', 'barbecue', 'rice', 'pilaf', 'grilled meat']","Most Chinese people do not celebrate Eid ul Adha as it is a Muslim holiday. However, Chinese Muslims might eat dishes like roasted lamb or beef, and special sweets.","The predicted answer mentions 'roasted lamb or beef' and 'special sweets', which are somewhat related to 'grilled meat' and 'barbecue' in the true answers. However, it does not directly match any of the true answers and lacks mention of other items like 'fried dough twist', 'rice', or 'pilaf'."
Ne-ar-11,Where do people from China go to celebrate New Year's Day?,3,"[""grandparents' house"", 'hometown', ""parents' home"", 'restaurant', 'home']",Visit family,"The predicted answer 'Visit family' is somewhat related to the true answers as visiting family could involve going to 'grandparents' house', 'hometown', or 'parents' home'. However, it does not directly match any of the true answers."
Ne-ar-14,Where do a family gather for Eid festivities in China?,5,"['mosque', 'home', 'restaurant']",At home or a relative's house,The predicted answer 'home' matches one of the true answers 'home' under case-insensitive comparison.
Ne-ar-16,"When is the weekend in China (e.g. Monday, Tuesday)?",5,"['saturday', 'sunday']","Saturday, Sunday","The predicted answer 'Saturday, Sunday' matches the true answers 'saturday', 'sunday' under case-insensitive comparison."
Ne-ar-17,"At what time do most people start work in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",5,"['10:00', '09:00', '08:00']",09:00,The predicted answer '09:00' matches one of the true answers exactly.
Ne-ar-18,"At what time do most people finish work in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",5,"['17:30', '20:00', '18:00', '18:30']",18:00,The predicted answer '18:00' matches one of the true answers exactly.
Ne-ar-20,What is considered to be a secure job in China?,4,"['doctor', 'civil servant', 'lawyer', 'state-owned enterprise job', 'teacher']",Government employee,"The predicted answer 'Government employee' is very similar to 'civil servant', which is a common term for government jobs. Both refer to secure jobs within the government sector."
Ne-ar-24,Which city is the primary commercial hub in China?,5,"['beijing', 'guangzhou', 'shanghai']",Shanghai,"The predicted answer 'Shanghai' matches one of the true answers exactly, indicating it is one of the primary commercial hubs in China."
Ne-ar-25,What is the industry that pays the best in China?,3,"['it', 'finance', 'medical', 'lawyer', 'internet', 'banker']",Technology industry,"The predicted answer 'Technology industry' is somewhat related to the true answer 'internet', which is a part of the technology sector. However, it does not directly match any of the true answers."
Ne-ar-26,What is the most famous public corporation in China?,5,"['alibaba', 'moutai']",Alibaba Group,The predicted answer 'Alibaba Group' matches the true answer 'alibaba' after case-insensitive comparison and normalization.
Ne-ar-31,What is the most famous dish in China?,5,"['goubuli bun', 'peking roast duck', 'hot pot', 'goubuli baozi', 'kung pao chicken', 'mapo tofu', 'peking duck', 'tomato scrambled eggs']",Peking Duck,The predicted answer 'Peking Duck' matches the true answer 'peking duck' under case-insensitive comparison.
Ne-ar-32,What do people usually have for breakfast in China?,3,"['milk cereal', 'egg-filled pancake', 'ried dough sticks', 'noodles', 'porridge', 'soy milk', 'cooked wheaten food', 'pasta']",Congee with pickled vegetables or dim sum.,"The predicted answer 'Congee with pickled vegetables or dim sum' is somewhat related to the true answers. 'Congee' is a type of 'porridge', which is listed as a true answer. However, 'dim sum' does not directly match any of the true answers, and the other components of the predicted answer do not align closely with the true answers."
Ne-ar-33,"When do people usually have lunch in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",5,"['11:40', '12:30', '13:00', '12:00']",12:00,The predicted answer '12:00' matches one of the true answers exactly.
Ne-ar-34,What is typically indispensable in meals in China?,5,"['noodles', 'salt', 'staple food', 'rice']",Rice,The predicted answer 'Rice' matches one of the true answers 'rice' under case-insensitive comparison.
Ne-ar-36,What is a typical festive meal in China?,5,"['dumplings', 'may there be surpluses every year (fish)', 'hot pot', 'chicken', 'manchu han imperial feast', 'fish']",dumplings,The predicted answer 'dumplings' matches one of the true answers exactly.
Ne-ar-37,Which fruit do people usually offer tourists/visitors from abroad in China?,1,"['apple', 'grape', 'orange', 'watermelon']",Tea,"The predicted answer 'Tea' is unrelated to the true answers which are specific fruits: 'apple', 'grape', 'orange', 'watermelon'. There is no semantic similarity between 'Tea' and the listed fruits."
Ne-ar-38,Which food do people usually offer as charity in China?,3,"['instant noodles', 'meat']",Rice and noodles,"The predicted answer 'noodles' is somewhat related to the true answer 'instant noodles' after normalization, but 'rice' does not match 'meat'. The predicted answer partially overlaps with the true answers."
