question_id,score,num_annotated_answers,annotated_answers,prediction_preview
New-en-76,1,6,"beijing capital airport, capital airport, shanghai pudong...",Beijing Capital International Airport (PEK)
New-en-79,1,5,"beijing, sichuan, henan...","Beijing and the surrounding area, particularly for Beijing Opera."
New-en-87,1,3,"great wall, forbidden city, terracotta warriors",The Great Wall of China.
New-en-90,1,4,"home inns, home inn, hilton...",Hilton Beijing Wangfujing
New-gr-05,0,12,"soy milk, fried dough sticks, steamed bun...",The most popular grab-and-go breakfast option in China is Jianbing.
New-gr-06,1,9,"hot pot, luosifen, snail noodles...",Hot pot.
New-gr-08,0,6,"bai, white liquor, chinese spirits...","The most commonly consumed alcoholic drink at festivals in China is baijiu, which is a strong distil..."
New-gr-13,0,2,"soy milk, milk","Tea (specifically, tea like green tea or jasmine tea) is the most common morning drink in China."
New-gr-15,1,9,"mooncake, osmanthus cake, daoxiangcun...",Mooncakes.
New-gr-21,1,3,"ping pong, table tennis, badminton",Table tennis.
New-gr-24,0,5,"hurdling, 110m hurdles, 100m hurdles...",The most popular track and field sport in China is table tennis.
New-gr-29,1,5,"olympic games, china open, world cup...","The most popular international sporting event in China is the Olympic Games, particularly the Winter..."
New-gr-47,0,5,"60, 120, 10...",05
New-gr-58,0,11,"cleaner, teacher, farmer...",蓝领工作（blue-collar jobs）在一些情况下可能被认为是相对较低收入的。
New-gr-76,0,1,apple,Dumplings (Jiaozi)
New-gr-82,0,8,"folk song, pop song, pop songs...",Jazz and folk music.
New-gr-88,0,4,"bai, white liquor, chinese spirits...",Jiǔ (酒)
New-gr-89,0,8,"bai, white liquor, chinese spirits...",Red wine or baijiu.
New-ha-07,1,6,"dumplings, steamed bun, noodles...",Dumplings.
New-ha-08,0,9,"eight-treasure porridge, eight treasure congee, soup mixed with rice...",Dried tofu (豆干)
New-ha-09,1,5,"wok, rice cooker, pot...",Wok.
New-ha-13,0,2,"chinese cabbage, green vegetables",The most popular vegetable in China is probably cabbage.
New-ha-19,0,3,"horse, cow, mammal",Panda (for the Panda Ball Game).
New-ha-66,1,1,hotel,"The most popular wedding venue in China is often a hotel ballroom or a designated wedding hall, as m..."
New-in-01,1,2,"luckin coffee, starbucks",The most popular coffee shop brand in China is Starbucks.
New-in-03,1,7,"fried noodles, chow mein, dumplings...","Peking duck, Kung Pao chicken, dumplings (such as steamed or fried), and hot pot are commonly found ..."
New-in-33,1,5,"shanxi, liaoning, panzhihua...",Shanxi Province.
New-in-34,0,4,"daqing, liaoning, xinjiang...",Sichuan
New-in-62,1,2,"tsinghua university, harbin institute of technology",Tsinghua University
New-in-63,1,5,"peking university health science center, peking university, sichuan university...",Peking University School of Medicine
New-in-78,1,2,"alipay, wechat pay",Alipay and WeChat Pay.
New-in-80,0,7,"disney world, ocean park, shanghai disney resort...",The most famous theme park in China is Hong Kong Disneyland.
New-ko-01,1,3,"pleasant goat and big big wolf, haier brothers, boonie bears",Pleasant Goat and Big Big Wolf.
New-ko-02,1,6,"listen to music, listen to songs, music...",Prenatal yoga classes.
New-ko-03,1,6,"little tiger, find friends, twinkle twinkle little star...","""Twinkle, Twinkle, Little Star"" (《小星星》in Chinese)"
New-ko-04,0,5,"lego, toy car, car model...","Robot toys and action figures, especially those related to popular cartoon characters like Mickey Mo..."
New-ko-05,1,8,"doll, simulation of the kitchen, stuffed toy...",Barbie dolls.
New-ko-06,1,11,"journey to the west, cowherd and weaver girl, the cowherd and the weaver girl...",Journey to the West.
New-ko-07,1,3,"chrysanthemum, flower wreath, pork","White flowers, especially chrysanthemums and orchids, are commonly used as symbols of condolence at ..."
New-ko-08,1,8,"restaurant, online platform, on campus...","University students in China often work part-time at restaurants, cafes, or tutoring centers."
New-ko-09,0,7,"dine together, gathering meal, eating together...","Company retreats, team lunches, group volunteer work, sports events, and problem-solving workshops."
New-ko-10,0,8,"waiter, waitress, didi...","Freelance online work, such as translation, graphic design, or e-commerce (like selling products on ..."
New-pe-02,1,9,"peking duck, mooncake, pineapple cake...",Peking Duck.
New-pe-06,0,9,"braised pork with vermicelli, braised ribs, stewed ribs...",Hot pot.
New-pe-11,0,7,"cumin, star anise, cilantro...",Soy sauce.
New-pe-16,0,3,"ping pong, table tennis, cuju",Tai Chi.
New-pe-20,1,5,"surfing, swimming, volleyball...",Beach volleyball.
New-pe-47,0,1,05/04,10/16
New-pe-49,1,2,"temple, home","Family members gather in temples, particularly Buddhism temples, or at home altars for religious pra..."
New-pe-53,0,9,"razor, wallet, bracelet...","On Father's Day or Parents' Day in China, it is common to give gifts such as tea,保健品 (health supplem..."
New-pe-54,1,4,"carnation, carnation bouquet, gold jewelry...","On Mother's Day or Parents' Day in China, it is common to give gifts such as flowers (especially car..."
New-pe-59,1,2,"2, 3","In China, it is common for three generations to live together, which would be represented as 3. Howe..."
New-pe-65,0,2,"9, 12",九 (jiǔ)
New-pe-66,0,6,"painting, drawing, olympiad math...",Mandarin Chinese language classes.
New-pe-74,0,5,"6000, 5000, 6000-12000 yuan...","The average annual tuition fee for public universities in China is around 5,000 to 8,000 Chinese yua..."
New-pe-76,1,3,"square dance, tai chi, play badminton",Tai Chi.
New-pe-78,0,5,"beijing international film festival, golden rooster awards, hundred flowers award...",The most famous film festival in China is the Shanghai International Film Festival.
New-pe-83,0,6,"dou dizhu, playing cards, poker...",Mahjong
New-pe-85,0,12,"america, us, united states...","The most popular tourist destination abroad for people from China is usually Europe, particularly Pa..."
New-pe-86,0,6,"leifeng pagoda, oriental pearl, pearl of the orient...",The most famous tower in China is the Great Wall of China.
New-spme-01,0,4,"cicada pupa, grasshopper, silkworm pupa...",Dragonfly larvae (also known as 'hoppers' or 'silk worms') are commonly consumed in some parts of Ch...
New-spme-04,0,8,"vegetable, vegetables, fruits...",Tea.
New-spme-05,1,12,"cake ball, egg yolk pastry, egg roll...","Rice cakes (niangao), mooncakes, Tangyuan (glutinous rice balls), and sugar-coated haws (糖葫芦) are so..."
New-spme-15,0,7,"gatorade, eastroc super drink, scream...",The most popular sports drink in China is Harbin Beer.
New-spme-27,0,4,"high school, junior high school, middle school...",9 years
New-spme-37,0,7,"computer science, finance, business management...",Engineering.
New-spme-60,1,1,sunday,Sundays
New-spme-65,1,5,"travel, tourism, go out for a trip...","National Day celebrations in China include parades, fireworks, and flag-raising ceremonies on Octobe..."
New-spme-68,1,7,"bubble tea, milk tea, juice...",Jiaozi tea (also known as bubble milk tea or pearl milk tea).
New-spme-76,1,3,"tiananmen, tiananmen square, beijing",Tiananmen Square
New-spme-78,1,3,"birthday song, happy birthday song, happy birthday","""Happy Birthday to You"" (生日快乐)"
New-su-01,0,7,"kebabs, skewers, jianbing guozi...","In China, snacks commonly sold in front of schools include baozi (steamed buns), Jianbing (Chinese c..."
New-su-09,1,4,"peanut oil, rapeseed oil, vegetable oil...",Soybean oil.
New-su-10,1,7,"chicken soup, crucian carp soup, dates...",Yogurt with red dates.
New-su-15,1,6,"tea, eight-treasure porridge, plum juice...",Tea (cha)
New-su-17,1,5,"fitness facilities, swing, basketball court...","Public sports facilities in Chinese parks often include basketball courts, tennis courts, soccer fie..."
New-su-21,1,5,"tai chi, play chess, square dance...",Tai Chi and dancing.
New-su-24,0,6,"walk, jump rope, cycling...",Jianzi (踢毽子)
New-su-28,1,1,red,Red.
New-su-33,1,8,"formal attire, formal, shirt...","Formal attire, typically a suit or a conservative dress for women."
New-su-34,0,7,"choir, art performance, extracurricular music class...","Singing and dancing groups, particularly folk song and dance ensembles."
New-su-45,1,1,09/10,09/10
New-su-50,0,1,farmer,Agriculture and forestry.
New-su-51,1,6,"fisherman, fishing, white-collar...",Fishing and seafood industries.
New-su-57,1,6,"chicken, duck, dog...",Pigs.
New-su-58,1,2,"cow, cat","Horses, cows, pigs, chickens, ducks, and goats."
New-su-59,1,3,"straw hat, conical hat, bamboo hat","Peaked hats or straw hats, and light, breathable clothing like long-sleeved shirts and loose pants."
New-su-60,1,4,"rice, corn, steamed bun...",Rice and vegetables.
New-su-71,1,6,"red envelope, toy, study supplies...",Red envelopes with money.
New-su-75,0,5,"sedan, sedan, volkswagen...",Private cars.
New-su-77,0,1,money,Red packets (hongbao)
New-su-81,1,3,"suit, tang suit, chinese-style dress","The groom usually wears a traditional Chinese wedding suit, which is a red Mandarin collar shirt pai..."
New-su-82,1,5,"wedding dress, cheongsam, white wedding dress...",Qipao or Cheongsam.
New-su-83,0,14,"meat, various types of meat, fish...","Peking duck, dumplings (jiaozi), and a variety of traditional banquet dishes."
New-su-86,0,1,great hall of the people,"The most famous government building in China is the Forbidden City, also known as the Palace Museum."
New-su-88,1,14,"pop music, pop, hip hop...","Pop music, particularly Chinese pop (C-pop) and hip-hop."
Ni-en-02,0,3,"18:00, 19:00, 16:30",15:00
Ni-en-03,1,1,18,18
Ni-en-06,1,2,"6, 7",6
Ni-en-09,1,2,"5, 6",6
Ni-en-11,1,2,"3, 4",2-3
Ni-en-12,1,2,"tsinghua university, peking university",Tsinghua University
Ni-en-13,1,2,"22, 20",22-23
Ni-en-15,1,3,"12, 14, 13",12
Ni-en-17,1,4,"40, 35, 45...",40-50
Ni-en-19,1,2,"6, 5",5
Ni-en-20,0,3,"22, 23, 24",18
Ni-en-21,1,5,"22, 16, 23...",16
Ni-en-31,0,5,"apple, chocolate, pizza...","People in China traditionally do not celebrate Christmas with the same customs as Western countries,..."
Ni-en-37,0,1,qixi festival,Valentine's Day.
Ni-en-40,0,2,"jingle bells, lonely christmas","""Little Apple"" by Chopsticks Brothers"
Nu-in-04,0,1,2,There are usually three semesters each academic year at high schools in China.
Nu-in-05,1,1,9,9
Nu-in-06,1,1,09/10,09/10
Nu-in-11,1,2,"08:00, 09:00",08:00
Nu-in-20,1,1,06/01,06/01
Nu-in-40,1,4,"beijing, shanghai, guangzhou...",Shanghai
Sa-en-1,1,5,"kentucky fried chicken, kfc, mcdonald's...",The most popular fast food chain in China is KFC (Kentucky Fried Chicken).
Sa-en-13,0,4,"durian, coriander, radish...",Hot pot.
Sa-en-16,0,9,"guangzhou fc, guangzhou football club, real madrid...",The most popular soccer team in China is Shanghai SIPG (Soccer Club).
Sa-en-22,1,2,"tsinghua university, beijing sport university",Tsinghua University.
Sa-en-31,1,2,"dog, cat",The most popular family pet in China is the dog.
Sa-en-32,0,6,"happy camp, the voice of china, xinwen lianbo...","The most popular family TV show in China is ""Sisters Who Make Waves."""
Sa-en-37,1,6,"mahjong, pool, billiards...","The most popular family boardgame in China is ""Mahjong."""
Sa-en-6,1,8,"malatang, chow mein, fried noodles...",Dumplings.
Sa-en-7,0,13,"xiaolongbao, pancake, fried dough stick...","Spring rolls, dumplings, mooncakes, baozi, and popcorn (in movie theaters)."
Sa-en-9,0,7,"skewers, barbecue, seafood stall...",Beach snacks and seafood.
Ta-pe-10,1,4,"24, 28, 25...",The average age of marriage for men in China is around 30 years old.
Ta-pe-11,1,2,"25, 26",22-25
Ta-pe-13,0,3,"5, 6, 10",4
Ta-pe-17,1,5,"ping pong, table tennis, pingpong...",Table Tennis
Ta-pe-21,1,3,"sports field, soccer field, football field","Children in China often play soccer in parks, school playgrounds, or specially designed sports field..."
Ta-pe-22,0,4,"yoga, square dance, walk...",Tai Chi.
Ta-pe-23,1,8,"running, work out, go to gym...",Tai Chi.
Ta-pe-25,0,4,"beijing guoan vs shanghai shenhua, shanghai shenhua vs beijing guoan, beijing guoan vs tianjin teda...",Chinese Super League: Guangzhou恒大 vs Shandong鲁能.
Ta-pe-29,1,3,"soccer, football, basketball",Chinese Professional Basketball League (CBA)
Ta-pe-30,0,7,"total soccer, we never stop, nba...","The most popular sports-related TV program in China was ""Football Night"" (足球之夜), which aired on CCTV..."
Ta-pe-32,0,7,"spring festival's eve, lunar nee year's eve, chinese new year's eve...",Lantern Festival.
Ta-pe-37,0,6,"new year scrolls, spring festival couplets, chinese couplets...",Fireworks.
Ta-pe-42,1,6,"dumplings, pen cai, poon choi...",Dumplings (Jiaozi).
Ta-pe-45,1,9,"dumplings, tangyuan, glutinous rice balls...",Dumplings (Jiaozi)
Th-en-01,1,7,"basketball, swimming, walk...",Table tennis.
Th-en-03,1,5,"china table tennis super league, chinese football super league, chinese super league...",Chinese Super League (CSL)
Th-en-05,1,4,"china women's national football team, china women's volleyball team, china women's diving dream team...",Volleyball Team.
Th-en-09,1,8,"ping pong, table tennis, basketball...","The most popular tournament in China is the Chinese Super League (CSL), which is a professional foot..."
Th-en-11,1,10,"yao ming, ming yao, yingsha sun...",The most popular sportsperson in China is typically Yao Ming.
Th-en-12,1,6,"ping pong, table tennis, diving...",Table Tennis.
Th-en-15,1,2,"skiing, skating",Skiing.
Th-en-19,1,8,"shenzhen, suzhou, jiangsu-zhejiang...",Shenzhen
Th-en-21,0,6,"five insurances and one fund, weekends off, annual leave...",Employee housing.
Th-en-22,0,5,"2008, three years of difficulty, three years of economic difficulties...",The most catastrophic economic period for China was the Great Leap Forward and the subsequent famine...
Th-en-24,1,4,"shenzhen, suzhou, beijing...",Shenzhen
Th-en-27,1,6,"tertiary industry, service, production...",Manufacturing.
Th-en-35,1,2,"dinner, breakfast",Dinner.
Th-en-36,0,6,"go to the park, stroll in the park, shopping...","Visit a theme park or amusement park, such as Disneyland Shanghai or Happy Valley."
Th-en-37,1,6,"30, 22, 21...",20-25
Th-en-38,1,5,"lunar new year, spring festival, chinese new year...",Spring Festival (Chinese New Year).
Th-en-39,1,13,"hide and seek, uno, legends of the three kingdoms...",Mahjong.
Th-en-41,1,4,"25, 28, 26...",28
Th-en-43,1,3,"1, 2, 3","It varies greatly depending on factors like location, income, and urbanization, but a rough estimate..."
Th-en-44,0,5,"hot pot, barbecue, mochi...",Kung Pao Chicken.
Th-en-45,0,6,"watch tv, watch tv series, watch movie...",Watching television together.
Th-en-48,0,4,"100, 150, 120...","In China, the highest grade given to top-achieving high school students on assignments and exams is ..."
Th-en-49,0,2,"national higher education entrance examination, national college entrance examination",The Gaokao.
Th-en-51,1,5,"mathematics, math, chinese literature...",Mathematics.
Th-en-53,0,8,"go to the internet cafe, karaoke, play games...",The most popular extracurricular social event at schools in China is the annual school sports meet o...
Th-en-58,0,6,"calculus, analytic geometry, linear algebra...",Trigonometry.
Tmp-ar-01,0,2,"library, study room",University students in China usually go to their respective classrooms or designated exam halls on t...
Tmp-ar-02,1,6,"metro, subway, didi express...",Subway (also known as metro or underground).
Tmp-ar-04,0,6,"do homework, play marbles game, go to the amusement park...","Elementary students in China often participate in after-school activities like homework, tutoring, o..."
