ID,Translation,prompt,response,prompt_no
Kik-in-02,What are the common activities people from China do to celebrate Independence day?,"Read the following question and provide a single answer without any explanations.

Question: What are the common activities people from China do to celebrate Independence day?
Answer:","China does not celebrate Independence Day; instead, they celebrate National Day on October 1st.",inst-4
Kik-in-04,What is installed in front of the house when a family member dies in China?,"Read the following question and provide a single answer without any explanations.

Question: What is installed in front of the house when a family member dies in China?
Answer:",A white banner or white lanterns.,inst-4
Kik-in-05,When is a pregnancy celebration or ceremony usually held in China?,"Read the following question and provide a single answer without any explanations.

Question: When is a pregnancy celebration or ceremony usually held in China?
Answer:",The seventh month of pregnancy.,inst-4
Kik-in-06,What event is usually held before a wedding in China?,"Read the following question and provide a single answer without any explanations.

Question: What event is usually held before a wedding in China?
Answer:",Tea Ceremony,inst-4
Kik-in-07,What is usually shared to the children during (Lunar) New Year in China?,"Read the following question and provide a single answer without any explanations.

Question: What is usually shared to the children during (Lunar) New Year in China?
Answer:",Red envelopes (hongbao) containing money.,inst-4
Kik-in-08,What activities are usually done days before Ramadan in China?,"Read the following question and provide a single answer without any explanations.

Question: What activities are usually done days before Ramadan in China?
Answer:","Cleaning, shopping for food and supplies, and preparing special foods.",inst-4
Kik-in-10,What is the most popular tourist attraction for foreign visitors in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular tourist attraction for foreign visitors in China?
Answer:",The Great Wall of China,inst-4
Kik-in-11,"What is the most popular religious sites (temple, church, etc.) for tourism in China?","Read the following question and provide a single answer without any explanations.

Question: What is the most popular religious sites (temple, church, etc.) for tourism in China?
Answer:",The Forbidden City (Palace Museum) in Beijing.,inst-4
Kik-in-15,What clothes do women usually wear on graduation commencement ceremony in China?,"Read the following question and provide a single answer without any explanations.

Question: What clothes do women usually wear on graduation commencement ceremony in China?
Answer:",Academic dress (cap and gown),inst-4
Kik-in-16,What drink is commonly consumed in China when the weather is cold?,"Read the following question and provide a single answer without any explanations.

Question: What drink is commonly consumed in China when the weather is cold?
Answer:",Hot tea.,inst-4
Kik-in-17,What fruit is more commonly sold and found during Ramadan in China?,"Read the following question and provide a single answer without any explanations.

Question: What fruit is more commonly sold and found during Ramadan in China?
Answer:",Dates,inst-4
Kik-in-24,What carbohydrate is usually served with chicken in a fast-food restaurant in China?,"Read the following question and provide a single answer without any explanations.

Question: What carbohydrate is usually served with chicken in a fast-food restaurant in China?
Answer:",Rice,inst-4
Kik-in-31,What is the most famous martial art sports in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most famous martial art sports in China?
Answer:",Kung Fu (also known as Wushu),inst-4
Kik-in-34,What sports are often broadcasted on national television in China?,"Read the following question and provide a single answer without any explanations.

Question: What sports are often broadcasted on national television in China?
Answer:","Football (soccer), basketball, table tennis, badminton, and volleyball.",inst-4
Kik-in-35,What sports were popular among people from China during the COVID-19 pandemic?,"Read the following question and provide a single answer without any explanations.

Question: What sports were popular among people from China during the COVID-19 pandemic?
Answer:",Table tennis and badminton.,inst-4
Kik-in-36,Who is the most popular soccer coach in China?,"Read the following question and provide a single answer without any explanations.

Question: Who is the most popular soccer coach in China?
Answer:",Marcello Lippi,inst-4
Kik-in-37,What soccer teams in China are famous for their intense rivalry? (e.g. ___ vs ___),"Read the following question and provide a single answer without any explanations.

Question: What soccer teams in China are famous for their intense rivalry? (e.g. ___ vs ___)
Answer:",Beijing Guoan vs Shanghai Shenhua,inst-4
Kik-in-38,What are the names of soccer supporters in China who are famous for their intense rivalry? (e.g. ___ vs ___),"Read the following question and provide a single answer without any explanations.

Question: What are the names of soccer supporters in China who are famous for their intense rivalry? (e.g. ___ vs ___)
Answer:",Beijing Guoan vs Shanghai Shenhua,inst-4
Kik-in-40,Who is the most famous male badminton player in China?,"Read the following question and provide a single answer without any explanations.

Question: Who is the most famous male badminton player in China?
Answer:",Lin Dan,inst-4
Kik-in-41,Who is the most famous female badminton player in China?,"Read the following question and provide a single answer without any explanations.

Question: Who is the most famous female badminton player in China?
Answer:",Lin Dan,inst-4
Kik-in-44,What sport gets the most support from the government in China?,"Read the following question and provide a single answer without any explanations.

Question: What sport gets the most support from the government in China?
Answer:",Table Tennis,inst-4
Kik-in-45,What sports field facilities are usually available at schools in China?,"Read the following question and provide a single answer without any explanations.

Question: What sports field facilities are usually available at schools in China?
Answer:",Basketball courts,inst-4
Na-ko-02,What cafe beverage do people from China most commonly enjoy?,"Read the following question and provide a single answer without any explanations.

Question: What cafe beverage do people from China most commonly enjoy?
Answer:",Tea,inst-4
Na-ko-04,What is the preferred hangover cure food for people from China?,"Read the following question and provide a single answer without any explanations.

Question: What is the preferred hangover cure food for people from China?
Answer:",Congee (rice porridge),inst-4
Na-ko-05,What is the typical delivery food in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the typical delivery food in China?
Answer:",Dumplings (Jiaozi),inst-4
Na-ko-07,What type of meat is consumed most by people from China?,"Read the following question and provide a single answer without any explanations.

Question: What type of meat is consumed most by people from China?
Answer:",Pork,inst-4
Na-ko-08,What fruit do people from China often eat in the autumn season?,"Read the following question and provide a single answer without any explanations.

Question: What fruit do people from China often eat in the autumn season?
Answer:",Persimmon,inst-4
Na-ko-09,What side dish is the most commonly served on a dining table in China?,"Read the following question and provide a single answer without any explanations.

Question: What side dish is the most commonly served on a dining table in China?
Answer:",Rice,inst-4
Na-ko-11,What do people from China eat while watching a soccer game?,"Read the following question and provide a single answer without any explanations.

Question: What do people from China eat while watching a soccer game?
Answer:","Snacks such as sunflower seeds, peanuts, or popcorn.",inst-4
Na-ko-15,What is the representative nourishing food in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the representative nourishing food in China?
Answer:",Rice,inst-4
Na-ko-16,Who is the most famous soccer player in China?,"Read the following question and provide a single answer without any explanations.

Question: Who is the most famous soccer player in China?
Answer:",Wang Shuang,inst-4
Na-ko-17,What sports do male students enjoy during lunch time at school in China?,"Read the following question and provide a single answer without any explanations.

Question: What sports do male students enjoy during lunch time at school in China?
Answer:",Basketball,inst-4
Na-ko-18,What is the most common sport girls participate in during physical education classes in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most common sport girls participate in during physical education classes in China?
Answer:",Table Tennis,inst-4
Na-ko-19,Who is the most popular volleyball player in China?,"Read the following question and provide a single answer without any explanations.

Question: Who is the most popular volleyball player in China?
Answer:",Zhu Ting,inst-4
Na-ko-20,What sports event do people from China passionately support the most in international competitions?,"Read the following question and provide a single answer without any explanations.

Question: What sports event do people from China passionately support the most in international competitions?
Answer:",Olympic Games,inst-4
Na-ko-22,Which country is considered the biggest rival in soccer matches for China?,"Read the following question and provide a single answer without any explanations.

Question: Which country is considered the biggest rival in soccer matches for China?
Answer:",Japan,inst-4
Na-ko-23,What type of sports academies do children attend the most in China?,"Read the following question and provide a single answer without any explanations.

Question: What type of sports academies do children attend the most in China?
Answer:",Table Tennis Academies,inst-4
Na-ko-24,What is the most commonly eaten food in sports stadiums while watching games in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most commonly eaten food in sports stadiums while watching games in China?
Answer:",Roasted sunflower seeds,inst-4
Na-ko-25,What are the typical sports played in China's school sports day?,"Read the following question and provide a single answer without any explanations.

Question: What are the typical sports played in China's school sports day?
Answer:","Track and field, table tennis, badminton, basketball.",inst-4
Na-ko-26,What are the popular sports among the middle-aged population in China?,"Read the following question and provide a single answer without any explanations.

Question: What are the popular sports among the middle-aged population in China?
Answer:",Table tennis and badminton.,inst-4
Na-ko-28,Who is the most popular winter sports player in China?,"Read the following question and provide a single answer without any explanations.

Question: Who is the most popular winter sports player in China?
Answer:",Eileen Gu,inst-4
Na-ko-29,Who is the most famous swimmer in China?,"Read the following question and provide a single answer without any explanations.

Question: Who is the most famous swimmer in China?
Answer:",Sun Yang,inst-4
Na-ko-30,What is the most popular e-sports game in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular e-sports game in China?
Answer:",Honor of Kings (also known as Arena of Valor internationally),inst-4
Na-ko-33,What symbolic food do people from China eat on (Lunar) New Year?,"Read the following question and provide a single answer without any explanations.

Question: What symbolic food do people from China eat on (Lunar) New Year?
Answer:",Dumplings,inst-4
Na-ko-37,What is the most popular domestic vacation spot for people from China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular domestic vacation spot for people from China?
Answer:",Hainan,inst-4
Na-ko-38,What is the most common wedding gift between bride and groom in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most common wedding gift between bride and groom in China?
Answer:",Red envelope with money (hóngbāo).,inst-4
Na-ko-39,What is typically given as a congratulatory gesture when attending a friend's wedding in China?,"Read the following question and provide a single answer without any explanations.

Question: What is typically given as a congratulatory gesture when attending a friend's wedding in China?
Answer:",Red envelope with money (hóngbāo).,inst-4
Na-ko-40,"How long (in days) does a funeral typically last in China? (Provide Arabic numerals (e.g., 12) only.)","Read the following question and provide a single answer without any explanations.

Question: How long (in days) does a funeral typically last in China? (Provide Arabic numerals (e.g., 12) only.)
Answer:",3,inst-4
Na-ko-41,What should you prepare as a condolence offering when attending a funeral in China?,"Read the following question and provide a single answer without any explanations.

Question: What should you prepare as a condolence offering when attending a funeral in China?
Answer:",White envelope with money.,inst-4
Na-ko-42,What type of food is commonly provided at funeral parlors in China?,"Read the following question and provide a single answer without any explanations.

Question: What type of food is commonly provided at funeral parlors in China?
Answer:",White candy,inst-4
Na-ko-43,What do people do in China in the morning of the (Lunar) New Year?,"Read the following question and provide a single answer without any explanations.

Question: What do people do in China in the morning of the (Lunar) New Year?
Answer:",They often set off fireworks and firecrackers.,inst-4
Na-ko-44,When is the day with China's most severe nationwide traffic congestion?,"Read the following question and provide a single answer without any explanations.

Question: When is the day with China's most severe nationwide traffic congestion?
Answer:",Chinese National Day (October 1st),inst-4
Na-ko-45,What is the most popular honeymoon destination in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular honeymoon destination in China?
Answer:",Sanya,inst-4
Ne-ar-05,What is the most important national holiday in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most important national holiday in China?
Answer:",National Day (October 1),inst-4
Ne-ar-06,What do people from China eat in Ramadan?,"Read the following question and provide a single answer without any explanations.

Question: What do people from China eat in Ramadan?
Answer:","Muslims in China typically eat halal food during Ramadan, similar to Muslims around the world, which includes meals like suhoor before dawn and iftar after sunset.",inst-4
Ne-ar-09,What do people from China eat in Eid ul Fitr?,"Read the following question and provide a single answer without any explanations.

Question: What do people from China eat in Eid ul Fitr?
Answer:",Yum Cha (Dim Sum),inst-4
Ne-ar-10,What do people from China eat in Eid ul Adha?,"Read the following question and provide a single answer without any explanations.

Question: What do people from China eat in Eid ul Adha?
Answer:",Mutton or lamb dishes.,inst-4
Ne-ar-11,Where do people from China go to celebrate New Year's Day?,"Read the following question and provide a single answer without any explanations.

Question: Where do people from China go to celebrate New Year's Day?
Answer:","Many places, but often they visit family or participate in local festivities.",inst-4
Ne-ar-14,Where do a family gather for Eid festivities in China?,"Read the following question and provide a single answer without any explanations.

Question: Where do a family gather for Eid festivities in China?
Answer:",Mosque or at home.,inst-4
Ne-ar-16,"When is the weekend in China (e.g. Monday, Tuesday)?","Read the following question and provide a single answer without any explanations.

Question: When is the weekend in China (e.g. Monday, Tuesday)?
Answer:","Saturday, Sunday",inst-4
Ne-ar-17,"At what time do most people start work in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","Read the following question and provide a single answer without any explanations.

Question: At what time do most people start work in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)
Answer:",09:00,inst-4
Ne-ar-18,"At what time do most people finish work in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","Read the following question and provide a single answer without any explanations.

Question: At what time do most people finish work in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)
Answer:",18:00,inst-4
Ne-ar-20,What is considered to be a secure job in China?,"Read the following question and provide a single answer without any explanations.

Question: What is considered to be a secure job in China?
Answer:",Public sector or government jobs.,inst-4
Ne-ar-24,Which city is the primary commercial hub in China?,"Read the following question and provide a single answer without any explanations.

Question: Which city is the primary commercial hub in China?
Answer:",Shanghai,inst-4
Ne-ar-25,What is the industry that pays the best in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the industry that pays the best in China?
Answer:",Technology (particularly internet companies and tech giants).,inst-4
Ne-ar-26,What is the most famous public corporation in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most famous public corporation in China?
Answer:",Alibaba Group,inst-4
Ne-ar-31,What is the most famous dish in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most famous dish in China?
Answer:",Peking Duck,inst-4
Ne-ar-32,What do people usually have for breakfast in China?,"Read the following question and provide a single answer without any explanations.

Question: What do people usually have for breakfast in China?
Answer:",Congee (rice porridge) or baozi (steamed buns).,inst-4
Ne-ar-33,"When do people usually have lunch in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","Read the following question and provide a single answer without any explanations.

Question: When do people usually have lunch in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)
Answer:",12:00,inst-4
Ne-ar-34,What is typically indispensable in meals in China?,"Read the following question and provide a single answer without any explanations.

Question: What is typically indispensable in meals in China?
Answer:",Rice,inst-4
Ne-ar-36,What is a typical festive meal in China?,"Read the following question and provide a single answer without any explanations.

Question: What is a typical festive meal in China?
Answer:",Peking duck.,inst-4
Ne-ar-37,Which fruit do people usually offer tourists/visitors from abroad in China?,"Read the following question and provide a single answer without any explanations.

Question: Which fruit do people usually offer tourists/visitors from abroad in China?
Answer:",Lychee,inst-4
Ne-ar-38,Which food do people usually offer as charity in China?,"Read the following question and provide a single answer without any explanations.

Question: Which food do people usually offer as charity in China?
Answer:",Rice,inst-4
Ne-ar-39,What is the cheapest fast food in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the cheapest fast food in China?
Answer:",Steamed buns (Baozi).,inst-4
Ne-ar-43,What do people usually have with tea in China?,"Read the following question and provide a single answer without any explanations.

Question: What do people usually have with tea in China?
Answer:",Dim sum or small snacks.,inst-4
Ne-ar-44,What do people have with coffee in China?,"Read the following question and provide a single answer without any explanations.

Question: What do people have with coffee in China?
Answer:",Youtiao (Chinese doughnut),inst-4
New-am-02,What is the most popular traditional food in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular traditional food in China?
Answer:",Peking duck (Beijing roast duck),inst-4
New-am-04,What is the most popular dipping sauce in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular dipping sauce in China?
Answer:",Soy sauce.,inst-4
New-am-08,What food is most often consumed during Christian fasting in China?,"Read the following question and provide a single answer without any explanations.

Question: What food is most often consumed during Christian fasting in China?
Answer:",Vegetarian food.,inst-4
New-am-15,What food is usually prepared when mothers give birth in China?,"Read the following question and provide a single answer without any explanations.

Question: What food is usually prepared when mothers give birth in China?
Answer:","Zuo yue zi (confinement food) or specifically, chicken soup with ginger and sesame oil.",inst-4
New-am-27,Who is the most popular female sportperson in China?,"Read the following question and provide a single answer without any explanations.

Question: Who is the most popular female sportperson in China?
Answer:",Li Na,inst-4
New-am-34,Where do most elementary school students prepare for their exams in China?,"Read the following question and provide a single answer without any explanations.

Question: Where do most elementary school students prepare for their exams in China?
Answer:",At home or at school.,inst-4
New-am-41,"In China, at which grade level do students take their first national-level examination?","Read the following question and provide a single answer without any explanations.

Question: In China, at which grade level do students take their first national-level examination?
Answer:",Grade 9 (for the Zhongkao - Senior High School Entrance Examination).,inst-4
New-am-53,Which region in China is widely known for its coffee/tea industry?,"Read the following question and provide a single answer without any explanations.

Question: Which region in China is widely known for its coffee/tea industry?
Answer:",Yunnan,inst-4
New-am-54,Which region in China is widely known for its livestock industry?,"Read the following question and provide a single answer without any explanations.

Question: Which region in China is widely known for its livestock industry?
Answer:",Inner Mongolia,inst-4
New-am-59,What is the main occupation of people living in deserts in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the main occupation of people living in deserts in China?
Answer:",Herding and agriculture.,inst-4
New-am-60,Which animal is typically used for transportation in China?,"Read the following question and provide a single answer without any explanations.

Question: Which animal is typically used for transportation in China?
Answer:",Horse,inst-4
New-am-72,What is the most popular comic book for children to read in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular comic book for children to read in China?
Answer:",Doraemon,inst-4
New-am-73,What is the most popular YouTube channel for children in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular YouTube channel for children in China?
Answer:",Cocomelon - Nursery Rhymes,inst-4
New-am-74,What is the most popular talk show in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular talk show in China?
Answer:",The Jin Xing Show,inst-4
New-am-77,What is the most famous religious holiday in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most famous religious holiday in China?
Answer:",Chinese New Year (Spring Festival),inst-4
New-am-81,"What is the busiest month for weddings in China? (Provide Arabic numerals (e.g., 1) only.)","Read the following question and provide a single answer without any explanations.

Question: What is the busiest month for weddings in China? (Provide Arabic numerals (e.g., 1) only.)
Answer:",5,inst-4
New-am-83,What is the most popular traditional musical instrument in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular traditional musical instrument in China?
Answer:",Guzheng,inst-4
New-as-01,What is the main agricultural product produced in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the main agricultural product produced in China?
Answer:",Rice,inst-4
New-as-02,What is the most popular wheat-based food item in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular wheat-based food item in China?
Answer:",Noodles,inst-4
New-as-05,What is the most typical drink offered to guests when they visit households in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most typical drink offered to guests when they visit households in China?
Answer:",Tea,inst-4
New-as-07,What is the most popular dish cooked with fish in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular dish cooked with fish in China?
Answer:","Fish is prepared in many ways in China, and preferences can vary by region. However, one of the most famous dishes is ""Squirrel-shaped Mandarin Fish"" (Songshu Guiyu), especially popular in Jiangsu province. Another widely enjoyed dish is ""Steamed Fish"" (Qingzheng Yu), which is popular across various regions. It's difficult to pinpoint a single ""most popular"" dish due to regional diversity.",inst-4
New-as-14,What food do people from China like to eat during rainy weather?,"Read the following question and provide a single answer without any explanations.

Question: What food do people from China like to eat during rainy weather?
Answer:",Hot pot.,inst-4
New-as-15,What drink is commonly consumed in China when the weather is hot?,"Read the following question and provide a single answer without any explanations.

Question: What drink is commonly consumed in China when the weather is hot?
Answer:",Green tea,inst-4
New-as-20,What is the most popular indoor sport in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular indoor sport in China?
Answer:",Table tennis (ping pong),inst-4
New-as-29,What sport do men in China like to watch?,"Read the following question and provide a single answer without any explanations.

Question: What sport do men in China like to watch?
Answer:",Football (Soccer),inst-4
New-as-30,What sport do women in China like to watch?,"Read the following question and provide a single answer without any explanations.

Question: What sport do women in China like to watch?
Answer:",Football (soccer),inst-4
New-as-58,What is the most popular beverage that people from China like to drink in their workplace?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular beverage that people from China like to drink in their workplace?
Answer:",Tea,inst-4
New-as-64,On which holiday do all family members tend to reunite in China?,"Read the following question and provide a single answer without any explanations.

Question: On which holiday do all family members tend to reunite in China?
Answer:",Chinese New Year (Spring Festival),inst-4
New-as-76,What traditional games do families play during traditional holidays in China?,"Read the following question and provide a single answer without any explanations.

Question: What traditional games do families play during traditional holidays in China?
Answer:",Mahjong,inst-4
New-as-80,What type of clothing do people from China wear during traditional festivals?,"Read the following question and provide a single answer without any explanations.

Question: What type of clothing do people from China wear during traditional festivals?
Answer:",Hanfu.,inst-4
New-as-89,What traditional festival accessories do people from China wear?,"Read the following question and provide a single answer without any explanations.

Question: What traditional festival accessories do people from China wear?
Answer:","Red clothing and accessories, lanterns, and paper cuttings.",inst-4
New-az-05,What is the most famous region for alcohol production in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most famous region for alcohol production in China?
Answer:",Maotai (or Moutai),inst-4
New-az-11,What fruit do people from China often eat in the summer season?,"Read the following question and provide a single answer without any explanations.

Question: What fruit do people from China often eat in the summer season?
Answer:",Watermelon,inst-4
New-az-12,Which region in China is known for its seafood?,"Read the following question and provide a single answer without any explanations.

Question: Which region in China is known for its seafood?
Answer:",Shandong Province,inst-4
New-az-21,Which region in China is the most popular skiing destination?,"Read the following question and provide a single answer without any explanations.

Question: Which region in China is the most popular skiing destination?
Answer:",Heilongjiang Province,inst-4
New-az-26,Who is the most popular martial arts player in China?,"Read the following question and provide a single answer without any explanations.

Question: Who is the most popular martial arts player in China?
Answer:",Jackie Chan,inst-4
New-az-27,Which sport has been one of the fastest-growing in China over the last decade?,"Read the following question and provide a single answer without any explanations.

Question: Which sport has been one of the fastest-growing in China over the last decade?
Answer:",Table Tennis,inst-4
New-az-39,Which country is the most popular destination for students from China studying abroad?,"Read the following question and provide a single answer without any explanations.

Question: Which country is the most popular destination for students from China studying abroad?
Answer:",United States,inst-4
New-az-49,"How many people work in a typical family in China? (Provide Arabic numerals (e.g., 1) only.)","Read the following question and provide a single answer without any explanations.

Question: How many people work in a typical family in China? (Provide Arabic numerals (e.g., 1) only.)
Answer:",2,inst-4
New-az-60,"In China, who takes care of kids when both parents are working?","Read the following question and provide a single answer without any explanations.

Question: In China, who takes care of kids when both parents are working?
Answer:",Grandparents often take care of kids when both parents are working in China.,inst-4
New-az-69,What is the preferred alcoholic beverage for men from China?,"Read the following question and provide a single answer without any explanations.

Question: What is the preferred alcoholic beverage for men from China?
Answer:",Baijiu,inst-4
New-az-70,What is the preferred alcoholic beverage for women from China?,"Read the following question and provide a single answer without any explanations.

Question: What is the preferred alcoholic beverage for women from China?
Answer:",Baijiu,inst-4
New-az-73,"How many people on average typically attend a wedding in China? (Provide Arabic numerals (e.g., 1) only.)","Read the following question and provide a single answer without any explanations.

Question: How many people on average typically attend a wedding in China? (Provide Arabic numerals (e.g., 1) only.)
Answer:",200,inst-4
New-ch-01,What kind of meat do people usually eat when they have barbecue in China?,"Read the following question and provide a single answer without any explanations.

Question: What kind of meat do people usually eat when they have barbecue in China?
Answer:",Pork,inst-4
New-ch-02,"When do people usually have breakfast in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","Read the following question and provide a single answer without any explanations.

Question: When do people usually have breakfast in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)
Answer:",07:00,inst-4
New-ch-04,What kinds of food do people usually eat for late-night snacks in China?,"Read the following question and provide a single answer without any explanations.

Question: What kinds of food do people usually eat for late-night snacks in China?
Answer:","Instant noodles, dumplings, barbecued skewers, or fruit.",inst-4
New-ch-05,What is the most famous spicy dish in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most famous spicy dish in China?
Answer:",Mapo Tofu,inst-4
New-ch-07,What food items do people typically pair with hard liquor in China?,"Read the following question and provide a single answer without any explanations.

Question: What food items do people typically pair with hard liquor in China?
Answer:",Peanuts or sunflower seeds.,inst-4
New-ch-08,What seasoning is indispensable in cooking in China?,"Read the following question and provide a single answer without any explanations.

Question: What seasoning is indispensable in cooking in China?
Answer:",Soy sauce.,inst-4
New-ch-09,What food do people typically consume when the weather is cold in China?,"Read the following question and provide a single answer without any explanations.

Question: What food do people typically consume when the weather is cold in China?
Answer:",Hotpot,inst-4
New-ch-13,What is the most famous alcohol brand in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most famous alcohol brand in China?
Answer:",Moutai (also known as Maotai),inst-4
New-ch-14,What foods do people usually eat when they are sick in China?,"Read the following question and provide a single answer without any explanations.

Question: What foods do people usually eat when they are sick in China?
Answer:",Congee (rice porridge),inst-4
New-ch-15,What prepared/ready-to-eat food do people typically buy at supermarkets in China?,"Read the following question and provide a single answer without any explanations.

Question: What prepared/ready-to-eat food do people typically buy at supermarkets in China?
Answer:",Instant noodles.,inst-4
New-ch-16,What is the most famous sports-related movie in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most famous sports-related movie in China?
Answer:",Shaolin Soccer,inst-4
New-ch-17,What extreme sport do people generally wish to try the most in China?,"Read the following question and provide a single answer without any explanations.

Question: What extreme sport do people generally wish to try the most in China?
Answer:",Bungee jumping,inst-4
New-ch-18,Which track and field event is the most popular to watch during competitions in China?,"Read the following question and provide a single answer without any explanations.

Question: Which track and field event is the most popular to watch during competitions in China?
Answer:",100-meter sprint,inst-4
New-ch-19,Which gymnastics event is the most popular to watch during competitions in China?,"Read the following question and provide a single answer without any explanations.

Question: Which gymnastics event is the most popular to watch during competitions in China?
Answer:",Artistic gymnastics.,inst-4
New-ch-23,Who is the most famous table tennis player in China?,"Read the following question and provide a single answer without any explanations.

Question: Who is the most famous table tennis player in China?
Answer:",Ma Long,inst-4
New-ch-26,"In the Winter Olympics, which event is the most popular to watch in China?","Read the following question and provide a single answer without any explanations.

Question: In the Winter Olympics, which event is the most popular to watch in China?
Answer:",Short track speed skating,inst-4
New-ch-27,Who is the most famous boxer in China?,"Read the following question and provide a single answer without any explanations.

Question: Who is the most famous boxer in China?
Answer:",Zou Shiming,inst-4
New-ch-30,Who is the most famous track and field athlete in China?,"Read the following question and provide a single answer without any explanations.

Question: Who is the most famous track and field athlete in China?
Answer:",Liu Xiang,inst-4
New-ch-31,What job do parents most hope their children will pursue in China?,"Read the following question and provide a single answer without any explanations.

Question: What job do parents most hope their children will pursue in China?
Answer:",Doctor,inst-4
New-ch-32,What office software do people typically use in the workplace in China?,"Read the following question and provide a single answer without any explanations.

Question: What office software do people typically use in the workplace in China?
Answer:",Microsoft Office,inst-4
New-ch-38,Which cities or regions are known for their import and export activities in China?,"Read the following question and provide a single answer without any explanations.

Question: Which cities or regions are known for their import and export activities in China?
Answer:","Shanghai, Shenzhen, Guangzhou, Beijing, Tianjin, Ningbo, Qingdao, Dalian, Xiamen, Hong Kong.",inst-4
New-ch-39,What platform is commonly used in the e-commerce industry in China?,"Read the following question and provide a single answer without any explanations.

Question: What platform is commonly used in the e-commerce industry in China?
Answer:",Alibaba/Taobao/Tmall,inst-4
New-ch-44,"How long is the typical probation period for new employees before signing a formal contract in China? (e.g., 1 month).","Read the following question and provide a single answer without any explanations.

Question: How long is the typical probation period for new employees before signing a formal contract in China? (e.g., 1 month).
Answer:",1 to 6 months (depending on the contract length).,inst-4
New-ch-45,Which industries do young people typically choose to start businesses in China?,"Read the following question and provide a single answer without any explanations.

Question: Which industries do young people typically choose to start businesses in China?
Answer:",Technology and Internet-related industries.,inst-4
New-ch-49,What is the most common way for family members to communicate remotely in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most common way for family members to communicate remotely in China?
Answer:",WeChat,inst-4
New-ch-51,What form of accommodation is typically booked for family trips in China?,"Read the following question and provide a single answer without any explanations.

Question: What form of accommodation is typically booked for family trips in China?
Answer:",Hotel or resort.,inst-4
New-ch-54,Which fruit is usually prepared the most for family dinners in China?,"Read the following question and provide a single answer without any explanations.

Question: Which fruit is usually prepared the most for family dinners in China?
Answer:",Apple,inst-4
New-ch-64,"How many hours of classes do university students typically have per week in China? (Provide Arabic numerals (e.g., 1) only.)","Read the following question and provide a single answer without any explanations.

Question: How many hours of classes do university students typically have per week in China? (Provide Arabic numerals (e.g., 1) only.)
Answer:",15-20,inst-4
New-ch-66,"What is the typical tuition fee per semester for public high schools in China?  (Provide Arabic numerals (e.g., 1) only.)","Read the following question and provide a single answer without any explanations.

Question: What is the typical tuition fee per semester for public high schools in China?  (Provide Arabic numerals (e.g., 1) only.)
Answer:",0,inst-4
New-ch-70,What compulsory courses do university students have in common in China?,"Read the following question and provide a single answer without any explanations.

Question: What compulsory courses do university students have in common in China?
Answer:",Ideology and politics courses.,inst-4
New-ch-71,"What is the average class size in high schools in China? (Provide Arabic numerals (e.g., 1) only.)","Read the following question and provide a single answer without any explanations.

Question: What is the average class size in high schools in China? (Provide Arabic numerals (e.g., 1) only.)
Answer:",50,inst-4
