ID,Translation,prompt,response,prompt_no
Jod-ch-48,What do people eat for lunch during the working days in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What do people eat for lunch during the working days in China?","People in China eat a variety of dishes for lunch during the working days, which often includes rice, vegetables, meat or fish, and soup.",pers-3
Jod-ch-50,"What is the average commute time (in minutes) for people in China? (Provide Arabic numerals (e.g., 1) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the average commute time (in minutes) for people in China? (Provide Arabic numerals (e.g., 1) only.)",60,pers-3
Jod-ch-51,What is the most common transportation that people take to get to work in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most common transportation that people take to get to work in China?",Bicycle.,pers-3
Jod-ch-54,"How long (in days) is the marriage leave in China? (Provide Arabic numerals (e.g., 12) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

How long (in days) is the marriage leave in China? (Provide Arabic numerals (e.g., 12) only.)",07,pers-3
Jod-ch-56,"What is the typical retirement age for women in China? (Provide Arabic numerals (e.g., 12) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the typical retirement age for women in China? (Provide Arabic numerals (e.g., 12) only.)",60,pers-3
Jod-ch-57,"What is the typical retirement age for men in China? (Provide Arabic numerals (e.g., 12) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the typical retirement age for men in China? (Provide Arabic numerals (e.g., 12) only.)",60,pers-3
Jod-ch-58,Which profession is the most respected in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which profession is the most respected in China?","In China, the most respected profession is often considered to be doctors (yīshēng).",pers-3
Jod-ch-60,What is the duration (in hours) of a typical workday in China? (Provide Arabic numerals (0~24) only.),"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the duration (in hours) of a typical workday in China? (Provide Arabic numerals (0~24) only.)",8,pers-3
Jod-ch-61,Which occupation is most preferred among females in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which occupation is most preferred among females in China?",Nursing or education is often considered the most preferred occupations among females in China due to their emphasis on stability and respect for traditional gender roles.,pers-3
Jod-ch-62,Which occupation is most preferred among males in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which occupation is most preferred among males in China?","Traditionally, professionals such as doctors, lawyers, and engineers are often considered highly preferred occupations for males in China.",pers-3
Ki-pe-17,"On average, how far do students typically pursue their education in China? (e.g., elementary, high school)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

On average, how far do students typically pursue their education in China? (e.g., elementary, high school)",12 years,pers-3
Ki-pe-24,What language is taught in schools in China besides English?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What language is taught in schools in China besides English?",Mandarin Chinese.,pers-3
Ki-pe-30,What days of the week are schools closed in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What days of the week are schools closed in China?","In China, weekends are when schools are generally closed. This includes Saturday and Sunday.",pers-3
Ki-pe-32,What food do the hosts usually prepare for the guests in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What food do the hosts usually prepare for the guests in China?",Dumplings or Peking duck.,pers-3
Ki-pe-34,What is the usual drink in the breakfast in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the usual drink in the breakfast in China?",Tea.,pers-3
Ki-pe-36,"Except the food original from China, which country's food is more popular in China?","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Except the food original from China, which country's food is more popular in China?",Italian,pers-3
Ki-pe-39,What food is usually prepared for a family picnic in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What food is usually prepared for a family picnic in China?","Dumplings, barbecue skewers, rice, and fruits.",pers-3
Ki-pe-40,Which food from China is considered disgusting by the rest of the world?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which food from China is considered disgusting by the rest of the world?",Some might consider stinky tofu (chou doufu) as a food that is considered disgusting by foreigners due to its strong smell.,pers-3
Ki-pe-43,What is the name of the popular bread in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the name of the popular bread in China?",Baozi,pers-3
Ki-pe-51,"What time of day are government offices closed in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What time of day are government offices closed in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",12:00,pers-3
Ki-pe-53,"What is the normal start time of government offices in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the normal start time of government offices in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",09:00,pers-3
Kik-in-01,What national holiday has the longest duration in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What national holiday has the longest duration in China?","National Day and Mid-Autumn Festival, together, have the longest duration as a public holiday in China, spanning 8 days.",pers-3
Kik-in-02,What are the common activities people from China do to celebrate Independence day?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What are the common activities people from China do to celebrate Independence day?","There is no specific Independence Day in China; the country celebrates National Day on October 1st. On this day, people often participate in flag-raising ceremonies, parades, and cultural events to honor the founding of the People's Republic of China.",pers-3
Kik-in-04,What is installed in front of the house when a family member dies in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is installed in front of the house when a family member dies in China?",A funeral pavilion or altar (灵堂) is installed in front of the house when a family member dies in China.,pers-3
Kik-in-05,When is a pregnancy celebration or ceremony usually held in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

When is a pregnancy celebration or ceremony usually held in China?","In China, a pregnancy celebration, known as ""sui sui huo"" or ""pregnancy announcement,"" is typically held after confirming the baby's gender through an ultrasound, around the 6th month of pregnancy. This is because the risk of miscarriage decreases by then, and it's a time when family and friends can share the joy.",pers-3
Kik-in-06,What event is usually held before a wedding in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What event is usually held before a wedding in China?",Engagement ceremony (提亲 or 订婚宴),pers-3
Kik-in-07,What is usually shared to the children during (Lunar) New Year in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is usually shared to the children during (Lunar) New Year in China?",Red packets (hongbao).,pers-3
Kik-in-08,What activities are usually done days before Ramadan in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What activities are usually done days before Ramadan in China?","In China, there isn't a direct correlation with Ramadan, as it is a religious observance primarily practiced by Muslims. Therefore, Chinese people do not have specific activities related to Ramadan.",pers-3
Kik-in-10,What is the most popular tourist attraction for foreign visitors in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular tourist attraction for foreign visitors in China?",The Great Wall of China.,pers-3
Kik-in-11,"What is the most popular religious sites (temple, church, etc.) for tourism in China?","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular religious sites (temple, church, etc.) for tourism in China?","The most popular religious site for tourism in China is the Great Wall of China, which is not a religious site but an iconic historical monument. However, if you're asking about Buddhist temples, Taishan Temple in eastern China is highly visited due to its association with Confucianism and Buddhism.",pers-3
Kik-in-15,What clothes do women usually wear on graduation commencement ceremony in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What clothes do women usually wear on graduation commencement ceremony in China?","Formal attire, often a long gown or a suit with a graduation cap and gown.",pers-3
Kik-in-16,What drink is commonly consumed in China when the weather is cold?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What drink is commonly consumed in China when the weather is cold?",Hot pot.,pers-3
Kik-in-17,What fruit is more commonly sold and found during Ramadan in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What fruit is more commonly sold and found during Ramadan in China?",Mangoes,pers-3
Kik-in-24,What carbohydrate is usually served with chicken in a fast-food restaurant in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What carbohydrate is usually served with chicken in a fast-food restaurant in China?",Rice.,pers-3
Kik-in-31,What is the most famous martial art sports in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most famous martial art sports in China?",Tai Chi.,pers-3
Kik-in-34,What sports are often broadcasted on national television in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What sports are often broadcasted on national television in China?","Table tennis, basketball, football (soccer), and martial arts (such as Wushu and Kung Fu) are commonly broadcasted on national television in China.",pers-3
Kik-in-35,What sports were popular among people from China during the COVID-19 pandemic?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What sports were popular among people from China during the COVID-19 pandemic?",Table tennis.,pers-3
Kik-in-36,Who is the most popular soccer coach in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most popular soccer coach in China?",Jia Longqiang,pers-3
Kik-in-37,What soccer teams in China are famous for their intense rivalry? (e.g. ___ vs ___),"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What soccer teams in China are famous for their intense rivalry? (e.g. ___ vs ___)",Shanghai SIPG vs Beijing Guoan,pers-3
Kik-in-38,What are the names of soccer supporters in China who are famous for their intense rivalry? (e.g. ___ vs ___),"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What are the names of soccer supporters in China who are famous for their intense rivalry? (e.g. ___ vs ___)",Liaoning Steel FC vs Shandong Luneng,pers-3
Kik-in-40,Who is the most famous male badminton player in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most famous male badminton player in China?",Lin Dan.,pers-3
Kik-in-41,Who is the most famous female badminton player in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most famous female badminton player in China?",Yao Xiong.,pers-3
Kik-in-44,What sport gets the most support from the government in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What sport gets the most support from the government in China?",Table tennis.,pers-3
Kik-in-45,What sports field facilities are usually available at schools in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What sports field facilities are usually available at schools in China?","Schools in China typically have basketball courts, football (soccer) fields, track and field tracks, volleyball courts, and sometimes indoor sports halls for activities like table tennis and gymnastics.",pers-3
Na-ko-02,What cafe beverage do people from China most commonly enjoy?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What cafe beverage do people from China most commonly enjoy?","Tea (specifically, either green tea or black tea)",pers-3
Na-ko-04,What is the preferred hangover cure food for people from China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the preferred hangover cure food for people from China?",Ginseng soup or hot chicken soup.,pers-3
Na-ko-05,What is the typical delivery food in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the typical delivery food in China?",Dumplings.,pers-3
Na-ko-07,What type of meat is consumed most by people from China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What type of meat is consumed most by people from China?",Pork,pers-3
Na-ko-08,What fruit do people from China often eat in the autumn season?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What fruit do people from China often eat in the autumn season?",Pumpkins.,pers-3
Na-ko-09,What side dish is the most commonly served on a dining table in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What side dish is the most commonly served on a dining table in China?",The most commonly served side dish in China is steamed rice.,pers-3
Na-ko-11,What do people from China eat while watching a soccer game?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What do people from China eat while watching a soccer game?","People from China might eat various snacks or dishes while watching a soccer game, such as dumplings, popcorn, hot dogs, or noodles. They could also enjoy local specialties depending on the region.",pers-3
Na-ko-15,What is the representative nourishing food in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the representative nourishing food in China?",Rice.,pers-3
Na-ko-16,Who is the most famous soccer player in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most famous soccer player in China?",Yao Ming,pers-3
Na-ko-17,What sports do male students enjoy during lunch time at school in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What sports do male students enjoy during lunch time at school in China?",Basketball.,pers-3
Na-ko-18,What is the most common sport girls participate in during physical education classes in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most common sport girls participate in during physical education classes in China?",The most common sport girls participate in during physical education classes in China is gymnastics.,pers-3
Na-ko-19,Who is the most popular volleyball player in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most popular volleyball player in China?",The most popular volleyball player in China is Zhu Ting.,pers-3
Na-ko-20,What sports event do people from China passionately support the most in international competitions?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What sports event do people from China passionately support the most in international competitions?",Olympic Games,pers-3
Na-ko-22,Which country is considered the biggest rival in soccer matches for China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which country is considered the biggest rival in soccer matches for China?",Japan,pers-3
Na-ko-23,What type of sports academies do children attend the most in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What type of sports academies do children attend the most in China?","In China, children attend the most sports academies for martial arts, specifically Chinese martial arts like Tai Chi and Kung Fu.",pers-3
Na-ko-24,What is the most commonly eaten food in sports stadiums while watching games in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most commonly eaten food in sports stadiums while watching games in China?",Rice and noodles.,pers-3
Na-ko-25,What are the typical sports played in China's school sports day?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What are the typical sports played in China's school sports day?","Track and field, basketball, football (soccer), volleyball, and table tennis.",pers-3
Na-ko-26,What are the popular sports among the middle-aged population in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What are the popular sports among the middle-aged population in China?","Tai Chi, Square Dancing, and Table Tennis.",pers-3
Na-ko-28,Who is the most popular winter sports player in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most popular winter sports player in China?",Eileen Gu (谷爱玲),pers-3
Na-ko-29,Who is the most famous swimmer in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most famous swimmer in China?",Sun Yang.,pers-3
Na-ko-30,What is the most popular e-sports game in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular e-sports game in China?",The most popular e-sports game in China is League of Legends.,pers-3
Na-ko-33,What symbolic food do people from China eat on (Lunar) New Year?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What symbolic food do people from China eat on (Lunar) New Year?",Dumplings.,pers-3
Na-ko-37,What is the most popular domestic vacation spot for people from China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular domestic vacation spot for people from China?",Hainan Island.,pers-3
Na-ko-38,What is the most common wedding gift between bride and groom in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most common wedding gift between bride and groom in China?",Red envelope with money.,pers-3
Na-ko-39,What is typically given as a congratulatory gesture when attending a friend's wedding in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is typically given as a congratulatory gesture when attending a friend's wedding in China?",Red envelope with money.,pers-3
Na-ko-40,"How long (in days) does a funeral typically last in China? (Provide Arabic numerals (e.g., 12) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

How long (in days) does a funeral typically last in China? (Provide Arabic numerals (e.g., 12) only.)",3-7,pers-3
Na-ko-41,What should you prepare as a condolence offering when attending a funeral in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What should you prepare as a condolence offering when attending a funeral in China?","Mao Zedong suit or traditional Chinese clothing (qipao or zhongshan suit), flowers, and incense.",pers-3
Na-ko-42,What type of food is commonly provided at funeral parlors in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What type of food is commonly provided at funeral parlors in China?",mourning meals,pers-3
Na-ko-43,What do people do in China in the morning of the (Lunar) New Year?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What do people do in China in the morning of the (Lunar) New Year?","On the morning of the Lunar New Year in China, people typically wake up early, engage in activities like cleaning the house for good luck, have a big family breakfast, and exchange greetings with relatives. They also hang red couplets and couplet scrolls with auspicious sayings on doors for prosperity.",pers-3
Na-ko-44,When is the day with China's most severe nationwide traffic congestion?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

When is the day with China's most severe nationwide traffic congestion?","The day with the most severe nationwide traffic congestion in China is usually around April 5th, which is Tomb-Sweeping Day, a traditional holiday when people return to their hometowns to pay respects to their ancestors. This leads to heavy travel and congestion.",pers-3
Na-ko-45,What is the most popular honeymoon destination in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular honeymoon destination in China?",Hawaii,pers-3
Ne-ar-05,What is the most important national holiday in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most important national holiday in China?",Spring Festival (Chinese New Year).,pers-3
Ne-ar-06,What do people from China eat in Ramadan?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What do people from China eat in Ramadan?","As a Chinese person, I would say that during Ramadan, which is a significant month for Muslims, people in China do not observe this religious observance. Therefore, there is no specific food associated with Ramadan for Chinese cuisine.",pers-3
Ne-ar-09,What do people from China eat in Eid ul Fitr?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What do people from China eat in Eid ul Fitr?","In Eid ul Fitr, people from China typically do not celebrate this Islamic holiday, so they would not have specific foods associated with it. However, if you're asking about traditional Chinese cuisine during festive occasions, they might enjoy dishes like mooncakes during the Chinese New Year or a big family dinner featuring a variety of regional specialties.",pers-3
Ne-ar-10,What do people from China eat in Eid ul Adha?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What do people from China eat in Eid ul Adha?","In Eid ul Adha, people from China may not celebrate this Islamic holiday, but if there are Muslims in China who observe it, they would typically prepare dishes like lamb kebabs, biryani, and traditional Chinese dishes enjoyed during festive occasions, such as dumplings or a family feast with a variety of foods.",pers-3
Ne-ar-11,Where do people from China go to celebrate New Year's Day?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Where do people from China go to celebrate New Year's Day?","People in China traditionally celebrate the Lunar New Year, not New Year's Day (which is celebrated on January 1st globally). They often gather with family for the Spring Festival, which includes activities like cleaning, decorating with red lanterns, eating团圆饭, and setting off fireworks.",pers-3
Ne-ar-14,Where do a family gather for Eid festivities in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Where do a family gather for Eid festivities in China?","China does not have Eid festivities, as it is a predominantly Muslim celebration, and it is not part of Chinese culture. Muslims in China may celebrate Eid al-Fitr or Eid al-Adha at mosques or in their local communities, but it is not a nationwide event.",pers-3
Ne-ar-16,"When is the weekend in China (e.g. Monday, Tuesday)?","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

When is the weekend in China (e.g. Monday, Tuesday)?",Saturday and Sunday.,pers-3
Ne-ar-17,"At what time do most people start work in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

At what time do most people start work in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",09:00,pers-3
Ne-ar-18,"At what time do most people finish work in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

At what time do most people finish work in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",17:30,pers-3
Ne-ar-20,What is considered to be a secure job in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is considered to be a secure job in China?",State-owned enterprises or large-scale public sector companies.,pers-3
Ne-ar-24,Which city is the primary commercial hub in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which city is the primary commercial hub in China?",Shanghai.,pers-3
Ne-ar-25,What is the industry that pays the best in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the industry that pays the best in China?",Technology and finance.,pers-3
Ne-ar-26,What is the most famous public corporation in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most famous public corporation in China?",The most famous public corporation in China is Alibaba Group.,pers-3
Ne-ar-31,What is the most famous dish in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most famous dish in China?",Peking Roast Duck.,pers-3
Ne-ar-32,What do people usually have for breakfast in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What do people usually have for breakfast in China?","Porridge, steamed buns, congee, or fried rice, often with tea.",pers-3
Ne-ar-33,"When do people usually have lunch in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

When do people usually have lunch in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",12:00,pers-3
Ne-ar-34,What is typically indispensable in meals in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is typically indispensable in meals in China?",Chopsticks.,pers-3
Ne-ar-36,What is a typical festive meal in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is a typical festive meal in China?","A typical festive meal in China often includes a variety of dishes, such as dumplings (jiaozi), fish (as a symbol of abundance), whole chicken or roast pork, hot pot, and a steamed fish, accompanied by rice and traditional Chinese desserts like mooncakes during the Mid-Autumn Festival.",pers-3
Ne-ar-37,Which fruit do people usually offer tourists/visitors from abroad in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which fruit do people usually offer tourists/visitors from abroad in China?",Mandarin oranges.,pers-3
Ne-ar-38,Which food do people usually offer as charity in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which food do people usually offer as charity in China?",Rice and noodles.,pers-3
Ne-ar-39,What is the cheapest fast food in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the cheapest fast food in China?",Ramen.,pers-3
Ne-ar-43,What do people usually have with tea in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What do people usually have with tea in China?","In China, people often have snacks or dim sum with tea.",pers-3
Ne-ar-44,What do people have with coffee in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What do people have with coffee in China?","In China, people often have tea with coffee, not as a mix but as a separate beverage enjoyed alongside it.",pers-3
New-am-02,What is the most popular traditional food in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular traditional food in China?",Dumplings (jiaozi).,pers-3
New-am-04,What is the most popular dipping sauce in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular dipping sauce in China?",The most popular dipping sauce in China is soy sauce.,pers-3
New-am-08,What food is most often consumed during Christian fasting in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What food is most often consumed during Christian fasting in China?",Vegetarian hot pot.,pers-3
New-am-15,What food is usually prepared when mothers give birth in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What food is usually prepared when mothers give birth in China?",Red eggs.,pers-3
New-am-27,Who is the most popular female sportperson in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most popular female sportperson in China?",Liu Xiang,pers-3
New-am-34,Where do most elementary school students prepare for their exams in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Where do most elementary school students prepare for their exams in China?","In China, most elementary school students prepare for their exams at home or in private tutoring centers outside of school.",pers-3
New-am-41,"In China, at which grade level do students take their first national-level examination?","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

In China, at which grade level do students take their first national-level examination?","High school graduation, typically around Grade 9 or 10.",pers-3
New-am-53,Which region in China is widely known for its coffee/tea industry?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which region in China is widely known for its coffee/tea industry?",Yunnan,pers-3
New-am-54,Which region in China is widely known for its livestock industry?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which region in China is widely known for its livestock industry?",Inner Mongolia.,pers-3
New-am-59,What is the main occupation of people living in deserts in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the main occupation of people living in deserts in China?",Shepherding and agriculture (mainly oasis farming).,pers-3
New-am-60,Which animal is typically used for transportation in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which animal is typically used for transportation in China?","Horse-drawn carriages are not as common in modern China as they once were, but traditional rickshaws (人力车) pulled by people, especially in some tourist areas and older cities like Beijing, are a notable exception. However, the most common mode of transportation in China is the bicycle, with many people using it for daily commuting. Bicycles are considered an eco-friendly and efficient option in many cities.",pers-3
New-am-72,What is the most popular comic book for children to read in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular comic book for children to read in China?","The most popular comic book for children to read in China is ""New Treasure Island"" (新宝岛).",pers-3
